orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.11,0.9,0.2,0.0,0.3
0.35,0.9,0.2,0.0,0.4
0.517,0.9,-0.2,0.0,0.4
0.74,0.6,-0.5,0.3,0.6
0.998,0.2,-0.7,0.3,0.6
1.206,0.2,-0.7,0.2,0.7
1.398,0.5,-0.6,0.0,0.6
1.594,0.5,-0.6,-0.0,0.6
1.796,0.5,-0.6,0.0,0.7
2.001,0.4,-0.6,-0.0,0.7
2.216,0.3,-0.6,-0.0,0.7
2.398,0.3,-0.7,0.1,0.7
2.626,0.4,-0.6,0.1,0.6
2.8,0.5,-0.6,-0.0,0.6
3.084,0.5,-0.6,-0.1,0.6
3.21,0.5,-0.6,0.1,0.6
3.422,0.4,-0.6,0.2,0.6
3.597,0.4,-0.6,0.1,0.7
3.822,0.4,-0.6,0.0,0.7
4.001,0.4,-0.7,0.1,0.7
4.227,0.5,-0.6,0.2,0.6
4.405,0.6,-0.6,0.0,0.6
4.63,0.6,-0.6,0.0,0.5
4.807,0.6,-0.5,0.2,0.5
5.002,0.5,-0.5,0.4,0.6
5.21,0.6,-0.5,0.3,0.6
5.405,0.7,-0.5,0.3,0.5
5.606,0.7,-0.4,0.4,0.4
5.809,0.7,-0.3,0.5,0.3
6.009,0.8,-0.4,0.4,0.3
6.245,0.8,-0.4,0.4,0.2
6.407,0.8,-0.3,0.5,0.2
6.608,0.7,-0.3,0.5,0.3
6.81,0.7,-0.4,0.4,0.4
7.012,0.7,-0.5,0.4,0.4
7.223,0.7,-0.4,0.5,0.4
7.413,0.7,-0.3,0.5,0.3
7.633,0.8,-0.4,0.4,0.2
7.812,0.8,-0.4,0.4,0.2
8.037,0.8,-0.3,0.5,0.2
8.217,0.7,-0.4,0.5,0.3
8.437,0.7,-0.4,0.5,0.4
8.614,0.7,-0.4,0.5,0.3
8.838,0.7,-0.3,0.6,0.2
9.018,0.8,-0.2,0.6,0.1
9.298,0.8,-0.2,0.6,0.0
9.495,0.8,-0.2,0.6,-0.0
9.695,0.7,-0.2,0.6,-0.1
9.902,0.7,-0.1,0.7,-0.1
10.115,0.7,-0.1,0.7,-0.1
10.312,0.8,-0.1,0.6,-0.1
10.498,0.8,-0.1,0.6,-0.2
10.715,0.7,-0.0,0.6,-0.2
10.898,0.7,0.1,0.7,-0.2
11.131,0.7,0.1,0.7,-0.3
11.306,0.7,0.0,0.6,-0.4
11.515,0.7,-0.0,0.6,-0.5
11.703,0.6,0.1,0.6,-0.5
11.934,0.7,0.2,0.6,-0.3
12.096,0.7,0.1,0.6,-0.2
12.306,0.8,-0.0,0.6,-0.2
12.502,0.7,0.0,0.6,-0.2
12.702,0.7,0.1,0.7,-0.2
12.903,0.7,0.1,0.7,-0.3
13.1,0.7,0.1,0.6,-0.4
13.302,0.6,0.1,0.6,-0.5
13.502,0.6,0.2,0.6,-0.5
13.705,0.6,0.3,0.6,-0.5
13.91,0.5,0.4,0.6,-0.6
14.104,0.5,0.3,0.5,-0.6
14.309,0.4,0.4,0.5,-0.7
14.506,0.3,0.4,0.4,-0.7
14.705,0.0,0.5,0.3,-0.8
14.917,-0.2,0.5,0.2,-0.8
15.107,-0.4,0.4,0.2,-0.8
15.327,-0.6,0.1,0.0,-0.8
15.516,-0.6,0.0,-0.0,-0.8
15.754,-0.5,0.1,-0.2,-0.9
15.915,-0.4,0.1,-0.2,-0.9
16.165,-0.4,0.1,-0.3,-0.9
16.318,-0.4,0.2,-0.3,-0.9
16.533,-0.4,0.2,-0.3,-0.9
