orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.126,-1.0,-0.2,0.0,-0.1
0.353,-1.0,0.0,0.0,-0.1
0.527,-0.8,0.5,0.0,-0.4
0.802,-0.4,0.7,-0.0,-0.6
1.004,-0.2,0.7,-0.1,-0.7
1.208,-0.3,0.7,-0.1,-0.6
1.402,-0.3,0.7,-0.1,-0.6
1.607,-0.3,0.7,-0.0,-0.6
1.806,-0.2,0.7,-0.0,-0.6
2.008,-0.2,0.7,-0.0,-0.6
2.214,-0.2,0.7,-0.1,-0.6
2.407,-0.1,0.7,-0.2,-0.6
2.636,-0.2,0.7,-0.2,-0.7
2.81,-0.2,0.7,-0.1,-0.7
3.033,-0.2,0.7,-0.1,-0.7
3.204,-0.1,0.7,-0.2,-0.7
3.431,-0.2,0.7,-0.1,-0.6
3.607,-0.3,0.7,-0.0,-0.6
3.831,-0.3,0.7,0.0,-0.6
4.013,-0.2,0.7,-0.1,-0.6
4.254,-0.2,0.7,-0.2,-0.7
4.402,-0.2,0.7,-0.2,-0.7
4.643,-0.3,0.6,-0.1,-0.7
4.811,-0.2,0.7,-0.2,-0.7
5.013,-0.2,0.7,-0.2,-0.6
5.212,-0.3,0.7,-0.1,-0.6
5.412,-0.3,0.7,-0.0,-0.6
5.614,-0.3,0.7,-0.0,-0.6
5.83,-0.3,0.7,-0.2,-0.6
5.987,-0.4,0.6,-0.2,-0.6
6.221,-0.5,0.6,-0.3,-0.6
6.41,-0.5,0.6,-0.4,-0.5
6.614,-0.5,0.6,-0.4,-0.4
6.815,-0.6,0.5,-0.5,-0.4
7.011,-0.6,0.5,-0.5,-0.3
7.228,-0.6,0.4,-0.6,-0.3
7.429,-0.6,0.4,-0.6,-0.3
7.658,-0.7,0.4,-0.6,-0.3
7.818,-0.7,0.4,-0.6,-0.3
8.038,-0.7,0.3,-0.6,-0.3
8.22,-0.6,0.4,-0.6,-0.3
8.427,-0.6,0.4,-0.6,-0.3
8.707,-0.7,0.5,-0.6,-0.2
8.906,-0.7,0.5,-0.6,-0.2
9.102,-0.6,0.4,-0.6,-0.2
9.307,-0.7,0.4,-0.6,-0.2
9.511,-0.7,0.4,-0.6,-0.3
9.696,-0.6,0.4,-0.6,-0.3
9.927,-0.6,0.4,-0.6,-0.4
10.104,-0.6,0.4,-0.6,-0.3
10.328,-0.7,0.5,-0.5,-0.1
10.504,-0.7,0.5,-0.5,-0.1
10.731,-0.7,0.4,-0.6,-0.2
