accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.107,2.0,-1.6,9.1
0.322,2.0,-2.0,9.4
0.51,2.7,1.4,10.7
0.715,-2.2,-6.0,7.5
0.911,-0.1,-9.1,4.8
1.115,-4.7,-2.6,5.6
1.401,-2.9,-4.2,8.5
1.6,-4.9,-3.5,11.1
1.801,-6.1,-4.6,7.6
2.001,-3.3,-1.3,5.9
2.199,-0.2,-2.0,8.2
2.4,-12.0,-4.3,5.3
2.601,-4.5,-4.3,8.8
2.801,-1.5,-3.5,7.0
2.999,-8.3,-3.8,8.4
3.201,-2.9,-2.6,9.1
3.401,-3.2,-2.0,8.3
3.603,-3.9,-1.3,11.3
3.801,-1.4,-8.5,5.4
4.001,1.9,-6.4,4.8
4.207,-1.6,-7.9,-1.9
4.401,-3.1,-15.1,0.9
4.6,-5.6,-6.5,5.2
4.802,-5.1,-1.6,7.8
5.006,-7.7,-4.6,7.5
5.202,-1.1,-4.5,7.2
5.401,-1.4,-1.6,9.2
5.607,-1.9,-4.1,8.9
5.802,4.0,-3.9,9.7
6.002,-0.8,-6.4,9.8
6.205,-0.0,-3.5,9.1
6.382,0.2,-3.5,9.4
6.605,-2.7,-4.7,9.9
6.779,-3.1,-6.6,7.0
6.991,-2.1,-10.3,5.5
7.181,-0.1,-5.2,-0.8
7.406,1.2,-9.3,5.1
7.604,3.2,-5.4,6.2
7.803,-6.9,-6.0,8.5
8.018,-4.0,0.7,8.8
8.184,-1.1,-3.2,6.3
8.501,-12.9,-5.5,7.2
8.606,-4.1,-7.0,0.4
8.821,6.6,6.0,6.3
9.005,-4.1,-5.8,8.1
9.208,-0.7,-6.8,7.2
9.493,1.1,-4.5,6.7
9.676,4.7,-9.8,6.8
9.9,6.5,-3.2,8.0
10.096,2.4,-4.0,6.9
10.299,3.3,-1.5,7.1
10.501,3.0,-9.1,5.3
10.698,1.8,-7.9,4.5
10.898,4.4,-5.6,6.2
11.098,8.9,-2.6,1.8
11.299,14.8,-5.8,0.8
11.499,8.4,-4.7,0.1
11.699,9.6,-1.7,3.1
11.908,10.5,-1.8,3.7
12.099,7.9,-1.9,3.5
12.299,10.4,-3.5,2.7
12.506,9.3,-2.5,2.7
12.699,8.2,-2.3,2.4
12.872,10.6,-1.5,2.0
13.077,7.6,-1.7,3.1
13.278,5.9,-2.2,3.0
13.504,6.9,-2.2,2.1
13.705,6.4,0.3,2.5
13.9,9.1,-0.7,-0.4
14.1,9.4,-3.3,3.6
14.307,2.5,-3.3,2.8
14.505,25.7,-2.4,2.0
14.686,1.5,-3.1,1.5
14.909,11.3,-3.0,-0.3
15.101,14.9,-2.6,3.4
15.302,4.4,-3.5,2.2
15.509,21.5,-3.5,-1.3
15.719,6.0,-2.9,-0.5
15.902,14.7,-1.3,1.2
16.121,7.7,-5.9,4.7
16.303,4.9,-2.1,1.4
16.512,15.8,-1.6,-0.4
16.712,2.2,-2.2,2.5
16.923,16.7,-7.2,-2.4
17.107,5.5,-4.1,-1.0
17.307,8.5,-4.1,0.4
17.506,9.9,-2.3,0.2
17.709,5.3,-3.1,-1.0
17.998,14.9,-4.5,1.4
18.222,3.7,-4.2,2.7
18.302,18.4,-4.2,-1.2
18.509,7.5,-0.7,-0.8
18.795,9.9,-0.5,-0.0
18.996,9.9,-3.7,3.9
19.209,5.3,-2.0,1.6
19.42,7.3,-0.8,3.1
19.545,5.9,-2.0,1.4
19.732,7.0,-2.9,0.4
20.022,10.6,-6.8,1.3
20.226,3.9,-3.4,1.7
20.418,13.4,-2.7,-0.7
20.621,3.9,-2.4,-0.3
20.794,16.1,-4.7,1.9
21.023,5.1,-3.6,-0.4
21.221,11.2,-4.0,-1.6
21.423,9.7,-6.6,-1.8
21.62,12.7,-8.8,2.6
21.81,6.6,-1.7,6.9
21.998,-1.2,0.9,7.1
22.249,-2.6,0.8,7.7
22.433,-0.5,1.1,10.2
22.596,-1.1,0.4,9.5
22.811,-1.3,0.5,9.5
