accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.107,-1.1,3.6,9.2
0.207,-1.4,3.6,8.8
0.216,-2.4,3.1,6.7
0.417,-0.9,0.5,7.6
0.48,-1.5,-0.2,11.1
0.601,-2.6,-1.5,11.7
0.705,-2.2,-1.4,8.5
0.802,-2.4,-0.3,7.9
0.901,-5.4,3.4,7.9
1.002,-6.0,-4.1,8.8
1.101,-5.0,-0.7,8.0
1.202,-5.0,-1.9,8.0
1.321,-5.1,-2.0,8.4
1.402,-5.1,-2.4,8.3
1.501,-5.0,-1.8,8.2
1.602,-5.0,-2.0,8.2
1.7,-5.2,-2.0,8.2
1.803,-5.2,-2.0,8.1
1.904,-4.9,-2.0,8.2
2.003,-4.9,-2.0,8.1
2.105,-5.0,-2.0,8.2
2.203,-5.0,-2.0,8.2
2.314,-5.2,-2.2,8.0
2.406,-5.1,-2.3,8.1
2.482,-5.0,-2.2,8.1
2.603,-5.1,-2.2,8.1
2.713,-5.1,-2.5,8.0
2.803,-4.9,-2.3,8.1
2.903,-4.6,-2.2,8.2
3.003,-4.9,-2.3,8.3
3.102,-4.9,-2.4,8.2
3.203,-4.8,-2.2,8.2
3.306,-5.1,-2.1,8.1
3.403,-5.1,-2.1,8.2
3.504,-5.1,-2.1,8.2
3.612,-4.9,-1.9,8.2
3.705,-5.1,-1.8,8.1
3.805,-5.2,-1.8,8.1
3.904,-5.1,-2.0,8.1
4.005,-5.1,-1.8,8.0
4.104,-5.2,-1.8,8.1
4.212,-5.4,-1.9,8.0
4.311,-5.4,-1.7,8.0
4.426,-5.3,-2.0,8.0
4.504,-5.3,-1.7,8.0
4.612,-5.7,-1.6,8.0
4.707,-5.3,-1.7,7.9
4.806,-5.5,-1.8,7.7
4.909,-5.6,-1.7,7.8
5.008,-5.9,-1.3,7.8
5.108,-5.8,-1.7,7.5
5.206,-5.8,-2.1,7.8
5.309,-5.5,-2.1,7.9
5.423,-5.7,-2.0,7.9
5.505,-5.9,-2.1,7.9
5.606,-5.6,-1.4,7.9
5.709,-6.0,-1.4,7.5
5.809,-6.3,-1.2,7.9
5.91,-6.3,-0.7,7.8
6.006,-8.1,-0.2,8.6
6.118,-9.5,9.8,9.0
6.206,-7.4,10.1,2.1
6.309,-7.7,-0.6,-3.3
6.426,-12.6,-11.6,7.3
6.513,-11.1,-8.1,16.0
6.605,-8.2,-20.5,1.3
6.709,-24.3,-3.1,-8.7
6.812,-12.3,3.1,-10.4
6.914,14.1,-5.7,1.4
7.01,-7.5,38.9,39.2
7.107,-6.1,-2.7,-12.0
7.207,-2.6,-1.5,1.3
7.32,2.0,-2.7,2.7
7.406,-1.3,-2.8,1.2
7.51,-10.1,15.9,34.3
7.606,-6.7,-4.0,4.7
7.71,-3.4,0.2,-0.2
7.813,-9.8,-0.8,7.1
7.906,-7.0,-0.8,6.7
8.017,-5.5,1.8,4.5
8.113,-6.6,4.2,3.8
8.21,-8.8,0.3,9.0
8.312,-6.7,0.7,6.7
8.5,-6.6,1.6,6.0
8.6,-7.3,1.6,7.4
8.699,-6.7,1.5,6.8
8.8,-6.5,2.3,6.4
8.899,-7.2,2.0,6.8
9.002,-6.9,1.8,6.9
9.099,-6.7,1.9,6.5
9.199,-7.1,2.0,6.8
9.299,-6.8,2.0,6.7
9.399,-6.9,2.2,6.7
9.505,-7.0,1.9,6.8
9.599,-6.9,1.9,6.7
9.699,-6.8,2.1,6.6
9.8,-6.9,1.9,6.8
9.9,-6.8,2.0,6.7
9.998,-6.9,2.0,6.6
10.107,-7.0,2.0,6.7
10.201,-6.9,2.1,6.7
10.309,-6.9,1.9,6.5
10.402,-7.0,2.1,6.6
10.502,-6.9,2.1,6.7
10.601,-6.8,2.2,6.7
10.706,-7.0,2.1,6.6
10.804,-6.9,2.1,6.7
10.9,-6.9,2.0,6.7
11.001,-6.9,2.2,6.7
11.101,-6.8,2.2,6.7
11.202,-6.8,2.0,6.7
11.313,-6.9,2.1,6.7
11.4,-6.9,2.0,6.8
11.5,-8.8,1.5,8.9
11.604,-7.5,1.8,6.9
11.7,-6.0,1.2,5.1
11.806,-6.6,4.7,7.6
11.91,-5.2,7.5,6.9
12.006,-3.3,7.8,5.5
12.102,-2.3,8.9,2.6
12.227,-2.6,7.7,-0.8
12.362,-1.8,7.7,-3.8
12.452,-2.4,5.5,-7.8
12.525,-1.2,6.3,-7.3
12.605,-1.2,5.7,-7.4
12.702,-1.5,3.9,-7.4
12.802,0.7,5.1,-8.5
12.903,-1.0,5.9,-8.5
13.009,4.0,7.8,-4.9
13.106,0.0,6.7,-6.4
13.201,-2.2,5.7,-6.4
13.285,-1.9,5.8,-7.2
