accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.104,1.2,6.7,5.9
0.112,0.6,6.9,6.1
0.209,0.1,7.2,5.5
0.328,0.2,5.7,5.3
0.409,-0.2,4.4,6.1
0.508,-2.0,3.8,7.5
0.585,-3.9,-0.8,6.8
0.803,-5.6,-2.3,7.7
0.818,-7.4,-17.3,0.5
0.908,-10.5,-9.6,0.7
1.008,-9.6,-5.3,6.2
1.117,-6.9,-1.6,6.1
1.302,-7.7,3.4,6.1
1.402,-12.5,-0.4,5.1
1.501,-9.3,0.3,3.4
1.601,-8.8,-1.9,2.6
1.701,-8.8,0.2,4.4
1.801,-8.7,-2.5,2.5
1.901,-9.2,-1.3,4.7
2.002,-8.9,-3.0,4.1
2.101,-8.8,-1.7,3.5
2.203,-9.4,-2.0,3.7
2.301,-9.0,-2.4,3.4
2.401,-8.7,-2.5,3.2
2.504,-9.5,-2.5,3.4
2.601,-9.1,-2.4,3.3
2.702,-8.9,-2.5,3.3
2.801,-8.4,-2.3,3.0
2.901,-8.6,-2.8,2.8
3.028,-9.1,-2.7,3.4
3.105,-8.5,2.5,4.5
3.113,-5.8,0.0,5.3
3.303,-2.1,-5.5,-4.6
3.403,-7.5,-10.3,-8.5
3.505,7.9,-18.4,-0.2
3.605,32.4,-1.7,-37.4
3.702,-8.2,12.8,-0.9
3.804,2.4,-1.0,-5.5
3.903,-31.5,25.8,-19.1
4.004,-16.0,5.0,-0.9
4.13,1.5,13.2,-20.3
4.212,-1.3,2.9,-2.9
4.305,1.9,4.0,-10.2
4.402,-1.3,-0.3,-9.4
4.505,1.9,-1.9,-17.2
4.618,-1.0,5.1,-7.0
4.71,-0.3,-0.5,-11.5
4.804,0.2,1.3,-9.4
4.909,0.7,1.3,-10.3
5.008,0.5,1.9,-8.9
5.106,0.3,1.4,-9.8
5.207,0.5,1.1,-10.0
5.304,0.3,1.2,-9.7
5.404,0.3,0.9,-9.6
5.506,0.3,0.9,-9.9
5.604,0.4,0.8,-9.8
5.704,0.4,0.8,-9.7
5.807,0.3,0.8,-9.8
5.904,0.4,0.9,-9.9
6.004,0.4,0.8,-9.7
6.116,0.3,0.7,-9.9
6.205,0.3,0.8,-9.7
6.306,0.4,0.8,-9.7
6.403,0.4,0.8,-9.7
6.513,0.4,0.8,-9.8
6.609,0.4,0.8,-9.7
6.711,0.3,0.8,-9.7
6.805,0.3,0.8,-9.9
6.919,0.3,0.9,-9.8
7.008,0.2,0.7,-10.1
7.105,1.1,2.4,-20.2
7.205,3.7,-2.8,-14.1
7.309,3.2,-1.0,-3.6
7.41,6.2,1.8,-1.9
7.51,8.6,4.2,-2.3
7.61,8.2,3.6,1.6
7.705,7.2,4.9,-3.6
7.811,7.5,7.5,-3.0
7.909,7.0,6.3,-1.3
8.019,8.1,4.6,-3.7
8.111,8.6,4.4,-3.2
8.206,7.9,3.9,-4.1
8.307,8.0,3.3,-4.4
8.424,8.0,3.8,-4.3
8.51,10.0,4.0,-2.7
8.608,8.9,4.1,-2.7
8.712,7.7,4.1,-3.0
8.816,8.0,4.1,-3.0
8.94,9.3,3.8,-3.3
9.076,8.1,3.4,-3.0
9.09,8.0,3.3,-3.1
9.316,9.9,3.4,-4.6
9.408,7.8,3.1,-3.6
9.417,11.4,4.7,-3.8
9.511,7.2,4.0,-4.4
9.7,6.8,3.8,-4.1
9.8,8.8,3.0,-3.8
9.902,8.5,2.8,-3.5
10.003,8.4,3.0,-4.0
10.106,8.6,3.0,-4.0
10.204,8.5,2.4,-4.0
10.315,8.4,2.7,-4.2
10.399,8.5,2.9,-4.0
10.501,8.2,3.2,-3.7
