orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.016,-0.8,0.1,-0.2,-0.5
0.229,-0.8,0.1,-0.2,-0.5
0.266,-0.8,0.1,-0.2,-0.5
0.363,-0.8,0.1,-0.2,-0.5
0.528,-0.8,0.1,-0.2,-0.5
0.64,-0.8,0.1,-0.2,-0.5
0.667,-0.8,0.1,-0.2,-0.5
0.771,-0.8,0.1,-0.2,-0.5
0.838,-0.8,0.1,-0.2,-0.5
0.953,-0.8,0.3,-0.0,-0.6
1.161,-0.7,0.5,0.1,-0.6
1.244,-0.6,0.5,0.1,-0.6
1.326,-0.5,0.6,0.0,-0.6
1.426,-0.6,0.5,-0.1,-0.6
1.548,-0.7,0.4,-0.1,-0.6
1.629,-0.7,0.4,-0.0,-0.6
1.731,-0.6,0.4,0.0,-0.6
1.828,-0.6,0.4,-0.0,-0.6
1.959,-0.7,0.4,-0.0,-0.6
2.03,-0.7,0.4,-0.0,-0.6
2.125,-0.7,0.4,-0.0,-0.6
2.251,-0.7,0.4,-0.0,-0.6
2.324,-0.7,0.4,-0.0,-0.6
2.429,-0.7,0.4,-0.0,-0.6
2.526,-0.7,0.4,-0.0,-0.6
2.646,-0.7,0.4,-0.0,-0.6
2.731,-0.7,0.4,-0.0,-0.6
2.829,-0.7,0.4,0.0,-0.6
2.941,-0.7,0.4,0.0,-0.6
3.054,-0.7,0.4,0.0,-0.6
3.135,-0.7,0.4,0.0,-0.6
3.236,-0.7,0.4,0.1,-0.6
3.332,-0.7,0.4,0.1,-0.6
3.449,-0.7,0.4,0.1,-0.6
3.533,-0.7,0.4,0.1,-0.6
3.633,-0.7,0.4,0.2,-0.6
3.727,-0.7,0.4,0.2,-0.5
3.854,-0.7,0.4,0.2,-0.5
3.937,-0.7,0.4,0.2,-0.5
4.029,-0.7,0.4,0.3,-0.5
4.13,-0.6,0.5,0.4,-0.5
4.254,-0.6,0.5,0.4,-0.4
4.412,-0.6,0.6,0.5,-0.3
4.461,-0.4,0.7,0.5,-0.1
4.539,-0.2,0.8,0.6,0.2
4.671,-0.1,0.8,0.6,0.2
4.725,-0.2,0.7,0.6,0.2
4.828,-0.4,0.6,0.7,0.1
4.965,-0.3,0.6,0.7,0.2
5.036,-0.2,0.6,0.8,0.3
5.134,-0.1,0.5,0.8,0.2
5.238,-0.1,0.5,0.9,0.2
5.377,-0.0,0.5,0.9,0.1
5.438,-0.0,0.5,0.9,0.2
5.534,-0.1,0.5,0.9,0.1
5.634,-0.0,0.5,0.9,0.2
5.754,-0.0,0.5,0.9,0.2
5.846,-0.0,0.5,0.9,0.2
5.933,-0.0,0.5,0.9,0.2
6.026,-0.0,0.5,0.9,0.2
6.17,-0.0,0.5,0.9,0.2
6.239,-0.0,0.5,0.9,0.2
6.387,-0.0,0.5,0.9,0.2
6.447,-0.0,0.5,0.9,0.2
6.53,-0.0,0.5,0.9,0.2
6.64,-0.0,0.5,0.9,0.2
6.744,-0.0,0.5,0.9,0.2
6.839,-0.0,0.5,0.9,0.2
6.961,-0.0,0.5,0.9,0.2
7.039,-0.0,0.5,0.9,0.2
7.148,-0.0,0.5,0.9,0.2
7.259,-0.0,0.5,0.9,0.2
7.336,-0.0,0.5,0.9,0.2
7.42,-0.0,0.5,0.9,0.2
7.656,-0.0,0.5,0.9,0.2
7.676,-0.0,0.5,0.9,0.2
7.747,-0.0,0.5,0.9,0.2
7.841,-0.0,0.5,0.9,0.2
7.944,-0.0,0.5,0.9,0.2
8.065,-0.0,0.5,0.9,0.2
8.146,-0.0,0.5,0.9,0.2
8.243,-0.0,0.5,0.9,0.2
8.35,-0.0,0.5,0.9,0.2
8.472,-0.1,0.5,0.9,0.1
8.539,-0.1,0.5,0.9,0.1
8.639,-0.2,0.5,0.9,0.1
8.745,-0.4,0.4,0.8,-0.0
8.874,-0.5,0.3,0.8,-0.2
8.937,-0.6,0.1,0.7,-0.3
9.055,-0.7,-0.0,0.7,-0.2
9.139,-0.7,-0.1,0.7,-0.2
9.278,-0.7,-0.1,0.7,-0.2
9.436,-0.7,-0.2,0.7,-0.2
9.5,-0.7,-0.2,0.7,-0.2
