gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.0,0.2,0.0,0.1
0.001,1.0,0.2,0.1
0.003,-0.1,0.1,-0.1
0.005,-0.4,0.0,0.0
0.109,0.5,0.1,0.0
0.111,0.0,-0.0,-0.0
0.116,-0.1,0.0,-0.0
0.118,-0.1,-0.0,-0.1
0.202,-0.1,0.0,-0.1
0.203,-0.1,0.0,0.0
0.205,-0.1,0.0,0.1
0.21,-0.1,0.0,0.2
0.316,-0.1,0.0,0.1
0.318,-0.2,0.0,0.1
0.32,-0.2,-0.0,0.0
0.323,-0.1,0.0,0.0
0.405,-0.1,0.0,0.0
0.407,-0.2,0.0,0.1
0.408,-0.2,0.0,0.2
0.41,-0.2,0.1,0.3
0.506,-0.5,0.3,0.3
0.51,-1.0,0.4,0.1
0.512,-1.1,0.6,0.8
0.514,-1.4,1.0,1.0
0.606,-2.2,1.3,1.4
0.608,-2.5,1.4,1.6
0.609,-3.0,1.6,1.8
0.611,-3.4,1.7,1.9
0.719,-3.8,1.6,2.2
0.72,-4.0,1.7,2.3
0.722,-3.9,1.8,2.5
0.732,-4.0,1.9,2.6
0.809,-4.6,1.9,2.8
0.814,-4.8,1.9,2.9
0.816,-5.1,1.9,3.1
0.818,-5.4,1.8,3.2
0.903,-5.6,1.2,3.4
0.909,-5.2,0.8,3.3
0.911,-4.2,0.3,3.2
0.912,-2.6,-0.0,2.9
1.008,-0.1,-0.1,2.0
1.01,0.6,0.1,1.4
1.011,0.7,0.2,0.9
1.013,0.5,0.3,0.4
1.117,-0.2,0.3,-0.3
1.118,-0.4,0.2,-0.5
1.131,-0.5,0.1,-0.6
1.133,-0.6,0.0,-0.6
1.207,-1.0,-0.1,-0.6
1.208,-0.9,-0.1,-0.6
1.21,-0.4,-0.2,-0.4
1.215,-0.3,-0.3,-0.4
1.303,-0.0,-0.3,-0.2
1.304,0.2,-0.1,-0.2
1.306,0.5,-0.1,-0.1
1.308,0.9,-0.0,-0.1
1.411,0.9,0.0,-0.0
1.413,0.6,-0.0,-0.1
1.414,0.2,-0.1,-0.1
1.416,-0.0,-0.2,-0.1
1.516,-0.2,-0.2,-0.2
1.525,-0.2,-0.2,-0.3
1.527,-0.2,-0.2,-0.3
1.529,-0.3,-0.2,-0.4
1.602,-0.4,-0.2,-0.4
1.603,-0.1,-0.1,-0.4
1.613,0.1,-0.1,-0.4
1.614,0.2,-0.1,-0.3
1.709,0.1,-0.0,-0.3
1.711,-0.0,-0.1,-0.2
1.713,-0.1,-0.1,-0.2
1.714,-0.0,0.0,-0.2
1.807,0.1,0.0,-0.1
1.808,0.1,0.1,-0.1
1.81,0.0,0.1,-0.0
1.811,-0.0,0.1,-0.0
1.926,0.1,0.1,0.0
1.927,0.2,0.1,0.0
1.929,0.2,0.1,-0.0
1.93,0.3,0.1,-0.1
2.009,0.4,0.1,-0.1
2.011,0.3,0.0,-0.2
2.012,0.1,0.0,-0.2
2.014,0.1,0.1,-0.2
2.11,0.2,-0.0,-0.2
2.111,0.3,-0.1,-0.1
2.113,0.2,-0.1,-0.1
2.115,-0.0,-0.1,-0.0
2.239,-0.6,-0.2,0.1
2.251,-0.5,-0.2,0.2
2.252,-0.4,-0.2,0.3
2.254,-0.5,-0.1,0.3
2.333,-1.2,-0.0,0.3
2.338,-1.8,0.0,0.1
2.34,-2.3,-0.1,0.1
2.341,-1.9,-0.1,0.1
2.402,-0.0,-0.1,0.4
2.404,0.3,-0.1,0.5
2.406,0.4,0.0,0.5
2.407,0.4,0.2,0.6
2.5,-0.4,0.3,0.5
2.502,-0.6,0.3,0.5
2.503,-0.8,0.2,0.5
2.628,-0.7,0.2,0.5
2.631,-0.4,0.1,0.3
2.633,-0.3,0.0,0.2
2.634,-0.4,-0.0,0.0
2.704,-0.5,-0.0,-0.2
2.708,-0.0,-0.0,-0.3
2.709,-0.2,0.1,-0.3
2.711,-0.4,0.1,-0.2
2.804,-0.7,0.1,-0.2
2.81,-0.6,-0.0,-0.2
2.812,-0.2,-0.0,-0.1
2.813,0.3,-0.0,-0.1
2.901,0.7,-0.0,-0.0
2.909,0.9,0.0,-0.1
2.91,0.7,0.1,-0.1
2.912,0.5,0.1,-0.1
3.013,0.4,0.1,-0.1
3.016,0.3,0.0,-0.0
3.018,0.2,0.0,0.0
3.027,0.0,-0.0,0.0
3.1,-0.2,-0.0,0.0
3.107,-0.6,-0.1,-0.0
3.109,-0.6,-0.0,-0.1
3.11,-0.6,-0.0,-0.1
3.205,-0.6,-0.0,-0.1
3.208,-0.4,0.0,-0.1
3.209,-0.3,0.0,-0.1
3.211,-0.1,0.0,-0.1
3.301,0.0,0.1,-0.1
3.304,0.2,0.1,-0.1
3.305,0.1,0.1,-0.1
3.307,0.1,0.1,-0.1
3.409,0.1,0.0,-0.1
3.417,0.0,-0.1,-0.1
3.427,0.2,-0.1,-0.1
3.429,0.2,-0.1,-0.1
