accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-0.8,2.7,9.4
0.001,-0.9,2.8,9.5
0.003,-0.5,3.1,9.3
0.005,-2.1,3.3,9.4
0.117,0.0,2.9,9.6
0.119,-0.7,2.4,9.3
0.121,-1.1,3.3,9.7
0.122,-1.8,2.9,9.2
0.221,-1.9,3.4,8.8
0.223,-1.6,3.4,8.6
0.224,-2.7,3.7,8.5
0.226,-3.3,3.4,8.7
0.319,-3.3,1.2,7.5
0.32,-1.8,1.5,7.3
0.322,-1.7,2.9,7.4
0.328,-2.4,3.4,6.8
0.423,-2.8,2.5,4.7
0.424,-3.7,1.3,5.0
0.426,-3.3,0.4,5.2
0.428,-2.9,1.0,6.3
0.519,-4.3,-0.7,5.3
0.52,-4.9,-1.2,4.6
0.525,-5.9,-1.9,4.3
0.527,-7.2,-2.5,3.6
0.618,-9.5,-3.3,2.1
0.62,-10.3,-3.2,1.5
0.621,-12.4,-3.7,1.2
0.623,-16.0,-5.2,1.3
0.718,-20.8,-9.9,2.1
0.719,-17.5,-10.1,0.7
0.721,-13.8,-8.8,0.6
0.731,-12.5,-6.2,2.1
0.82,-12.1,1.0,4.0
0.822,-10.8,1.9,3.7
0.852,-9.5,0.6,2.7
0.854,-9.4,-1.1,1.6
0.92,-9.4,-3.6,0.8
0.922,-9.2,-4.3,0.9
0.923,-8.7,-4.8,1.1
0.929,-8.3,-5.3,1.5
1.025,-8.1,-4.4,3.1
1.027,-8.3,-3.9,3.4
1.028,-8.9,-3.3,3.3
1.03,-9.5,-2.7,3.0
1.12,-10.0,-3.0,2.6
1.121,-10.5,-2.6,2.4
1.131,-10.8,-2.2,2.0
1.132,-10.8,-1.8,1.7
1.223,-10.6,-1.4,1.9
1.225,-10.2,-1.0,2.2
1.226,-10.0,-0.7,2.5
1.228,-10.0,-0.6,2.5
1.32,-9.5,-1.1,2.4
1.321,-9.2,-1.2,2.3
1.323,-8.9,-1.3,2.3
1.325,-8.6,-1.5,2.2
1.42,-8.3,-1.4,2.4
1.421,-8.3,-1.4,2.3
1.423,-8.2,-1.4,2.3
1.425,-8.2,-1.2,2.5
1.522,-8.4,-1.2,2.4
1.533,-8.5,-1.4,2.4
1.537,-8.8,-1.4,2.6
1.539,-9.0,-1.5,2.7
1.619,-9.3,-1.6,2.6
1.621,-9.3,-1.6,2.6
1.624,-9.4,-1.7,2.7
1.628,-9.6,-1.7,2.6
1.719,-9.7,-1.8,2.6
1.721,-9.8,-1.8,2.8
1.722,-9.9,-1.5,2.8
1.724,-9.9,-1.7,2.5
1.82,-9.9,-2.0,2.6
1.822,-9.7,-2.2,2.6
1.824,-9.6,-2.3,2.6
1.825,-9.5,-2.3,2.6
1.928,-9.6,-2.0,2.6
1.929,-9.5,-2.2,2.6
1.931,-9.4,-2.3,2.6
1.933,-9.4,-2.3,2.7
2.019,-9.5,-2.2,2.6
2.025,-9.3,-2.2,2.7
2.026,-9.5,-2.2,2.6
2.028,-9.8,-2.0,2.6
2.119,-9.5,-2.0,2.5
2.126,-9.7,-1.9,2.5
2.127,-9.9,-1.8,2.5
2.129,-9.8,-1.8,2.5
2.219,-9.7,-1.6,2.4
2.221,-9.5,-1.6,2.4
2.223,-9.4,-1.5,2.5
2.224,-9.5,-1.5,2.4
2.318,-9.4,-1.5,2.3
2.32,-9.3,-1.6,2.4
2.322,-9.2,-1.4,2.6
2.418,-9.4,-1.3,2.4
2.421,-8.9,-1.3,2.4
2.423,-9.1,-1.4,2.3
2.424,-9.4,-1.6,2.1
2.518,-9.2,-1.5,2.5
2.526,-8.4,-1.5,2.7
2.528,-8.7,-1.5,2.5
2.529,-8.6,-1.7,2.6
2.618,-8.7,-1.7,2.7
2.627,-9.2,-1.8,2.4
2.629,-10.3,-1.9,2.6
2.63,-10.1,-1.9,3.0
2.717,-9.3,-2.0,3.1
2.725,-10.1,-1.7,2.2
2.726,-10.2,-1.9,1.7
2.728,-9.9,-2.0,2.4
2.819,-9.6,-1.9,3.3
2.822,-8.5,-1.8,3.7
2.824,-8.2,-1.9,3.2
2.83,-8.5,-1.7,2.9
2.918,-9.1,-1.4,2.7
2.921,-9.8,-0.8,3.3
2.928,-9.1,-1.1,3.3
