vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.401,-2.905,-7.55,0.0
2.21,0.852,-9.605,0.002
1.068,-3.438,-9.884,0.004
-0.151,-1.543,-9.774,0.006
-0.285,-3.476,-8.208,0.103
1.353,-2.167,-8.527,0.108
2.452,-2.162,-8.976,0.11
1.961,-2.005,-9.13,0.111
1.218,-2.29,-9.259,0.201
1.322,-2.31,-8.961,0.203
1.365,-2.124,-9.232,0.204
1.203,-2.214,-9.651,0.206
1.68,-2.1,-9.24,0.3
1.235,-1.876,-8.568,0.305
1.963,-1.614,-7.831,0.307
3.34,-2.3,-8.12,0.309
1.831,-2.414,-6.231,0.401
1.582,-2.224,-5.882,0.402
3.145,-2.851,-6.345,0.404
3.943,-3.631,-7.843,0.405
0.3,0.108,-8.838,0.5
-1.2,1.1,-8.1,0.501
-1.4,1.446,-7.631,0.506
-0.7,1.469,-6.646,0.508
-0.196,2.856,-3.823,0.6
-1.125,3.407,-2.84,0.602
-1.995,3.784,-2.184,0.604
-3.014,4.375,-1.209,0.605
-4.227,7.173,2.682,0.703
-5.925,9.255,3.796,0.705
-8.469,10.391,1.647,0.707
-10.196,10.964,-2.171,0.717
-7.11,16.563,0.34,0.797
-8.115,17.294,1.961,0.799
-8.185,16.906,1.839,0.8
-8.738,16.798,0.854,0.802
-0.678,17.578,6.016,0.898
-1.186,15.386,7.337,0.9
-1.18,13.48,8.196,0.902
0.413,11.803,9.242,0.908
3.656,8.589,9.989,1.003
3.695,7.474,9.583,1.004
4.361,6.515,8.906,1.006
4.76,6.29,7.963,1.013
3.429,4.223,8.226,1.1
3.852,3.255,8.07,1.101
3.09,3.499,8.078,1.111
2.895,3.55,7.939,1.113
1.667,1.384,8.407,1.2
1.048,1.311,9.108,1.201
1.164,0.505,10.324,1.206
0.94,0.6,11.42,1.208
-0.367,-0.038,12.301,1.3
-0.366,0.876,13.098,1.301
-0.438,1.87,13.314,1.303
-0.635,2.511,12.705,1.305
1.724,4.478,15.096,1.424
2.233,3.533,13.367,1.425
1.84,2.4,11.62,1.427
1.182,1.989,10.558,1.429
0.074,3.876,10.709,1.503
-0.111,3.946,12.256,1.513
0.942,4.055,12.357,1.515
0.658,4.085,11.623,1.521
-0.126,3.656,9.169,1.525
-0.294,4.5,7.776,1.598
-0.146,5.124,6.6,1.599
0.845,5.137,6.133,1.601
-1.259,4.978,6.061,1.704
-1.437,4.61,5.945,1.705
-1.422,4.467,6.116,1.707
-1.894,5.082,6.959,1.708
-1.867,4.933,6.733,1.801
-2.133,5.267,6.867,1.803
-2.733,5.867,7.467,1.804
-2.633,6.167,7.667,1.806
-2.093,5.623,9.407,1.914
-3.398,6.335,12.402,1.915
-2.227,6.044,11.973,1.917
-0.411,4.807,9.189,1.919
1.68,3.703,9.254,2.001
1.52,5.097,11.446,2.006
1.937,5.35,12.374,2.008
2.235,4.32,12.23,2.01
1.509,0.956,12.271,2.101
2.098,1.711,11.482,2.107
2.116,2.722,10.524,2.109
1.816,3.022,9.624,2.111
0.0,-1.212,9.416,2.205
0.0,-1.696,8.828,2.206
0.2,-1.56,8.58,2.208
0.1,-1.42,9.06,2.21
0.4,-1.84,10.12,2.301
0.7,-1.676,9.968,2.303
0.8,-0.784,9.812,2.304
0.2,-0.18,9.74,2.306
0.314,-2.002,10.486,2.404
-0.223,-2.125,11.923,2.406
-0.865,-1.605,12.765,2.408
-0.951,-1.507,12.651,2.409
-0.7,-3.9,11.7,2.501
-0.5,-4.1,11.7,2.503
-0.2,-4.3,11.2,2.504
0.5,-4.4,9.8,2.506
1.22,-3.083,7.12,2.601
1.092,-2.887,7.192,2.602
0.178,-2.689,9.478,2.604
-1.635,-2.505,12.565,2.614
-1.498,3.589,14.818,2.707
-0.04,4.0,15.78,2.708
-0.367,4.533,16.567,2.71
-0.256,4.778,13.956,2.712
-0.651,6.533,9.437,2.801
0.059,6.6,9.665,2.807
0.275,5.967,9.969,2.809
0.696,5.133,9.249,2.811
-1.177,3.786,8.023,2.909
-1.072,3.573,7.428,2.911
-1.103,3.347,6.797,2.912
-0.975,3.321,6.325,2.914
0.016,3.624,5.051,3.002
0.035,3.602,4.396,3.008
0.49,3.835,3.531,3.018
0.976,4.163,3.273,3.099
-0.398,4.153,4.594,3.102
-0.443,4.286,4.329,3.104
-0.035,4.798,4.704,3.106
-0.578,4.668,6.822,3.2
-1.099,6.018,10.501,3.203
-1.624,6.297,12.376,3.209
-2.306,6.695,13.694,3.211
1.028,3.74,16.881,3.299
1.785,3.294,18.187,3.303
2.306,2.617,16.934,3.304
2.385,2.194,15.687,3.306
-0.7,-0.608,14.344,3.399
-0.6,-0.224,11.732,3.402
-0.5,-0.572,10.896,3.412
0.0,-1.304,10.172,3.414
-0.61,-2.941,8.71,3.499
-0.59,-2.959,6.49,3.502
-0.851,-3.407,5.951,3.507
-0.924,-3.939,5.724,3.509
