vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.732,-0.572,10.392,0.0
1.902,-0.992,10.511,0.002
1.86,-0.558,9.162,0.004
0.964,-0.943,9.585,0.005
1.736,-1.157,9.915,0.104
1.811,-0.755,9.968,0.106
1.713,-0.647,9.479,0.107
1.523,-0.109,9.636,0.109
1.564,-0.943,9.485,0.202
1.675,-0.998,9.553,0.204
1.794,-0.923,9.566,0.205
1.721,-0.817,9.625,0.207
1.513,-1.047,9.779,0.307
1.655,-0.881,9.828,0.309
1.579,-0.983,9.575,0.311
1.645,-1.219,9.572,0.312
1.617,-0.932,9.702,0.402
1.557,-1.074,9.54,0.403
1.615,-1.14,9.391,0.405
1.615,-1.14,9.391,0.407
1.645,-0.919,9.372,0.5
1.332,-1.172,9.092,0.502
1.355,-1.081,9.128,0.504
1.37,-0.821,9.019,0.505
1.385,0.34,8.309,0.601
1.243,1.074,7.66,0.604
0.845,0.981,6.472,0.605
0.326,0.306,5.158,0.607
-1.032,-1.745,3.94,0.701
-1.757,-3.881,3.151,0.702
-2.615,-5.45,2.396,0.704
-3.095,-5.679,2.266,0.727
0.428,-7.672,-0.135,0.801
-0.165,-9.465,-0.344,0.803
-1.109,-10.309,-0.714,0.805
-1.947,-10.147,-0.916,0.807
-0.228,-9.88,-5.796,0.91
-0.868,-11.38,-5.776,0.912
-1.552,-12.52,-5.664,0.914
-1.34,-13.5,-7.38,0.916
1.858,-10.166,-12.103,1.001
2.212,-9.652,-11.328,1.002
2.974,-9.403,-10.873,1.004
3.343,-8.93,-10.233,1.006
3.488,-7.848,-10.013,1.101
3.27,-7.959,-9.991,1.102
3.227,-7.378,-9.788,1.114
3.152,-6.981,-9.461,1.117
3.3,-6.808,-8.362,1.183
3.2,-6.385,-8.077,1.188
3.1,-6.185,-7.777,1.19
3.0,-6.223,-7.685,1.191
2.8,-6.854,-7.731,1.299
2.7,-7.023,-7.585,1.3
2.5,-7.285,-7.477,1.302
2.235,-7.079,-8.145,1.402
1.946,-7.643,-7.925,1.405
1.828,-7.766,-7.895,1.407
1.675,-8.197,-7.927,1.409
1.525,-8.503,-7.773,1.41
0.475,-9.447,-6.602,1.502
0.155,-10.072,-6.819,1.518
0.072,-10.47,-6.887,1.528
0.006,-10.266,-6.823,1.53
0.155,-7.378,-6.596,1.602
0.191,-7.336,-6.679,1.604
0.279,-7.783,-7.351,1.605
1.021,-7.617,-6.949,1.607
0.784,-7.663,-5.03,1.704
0.217,-6.833,-4.006,1.709
-0.238,-6.65,-3.146,1.711
-0.052,-7.01,-3.611,1.713
-0.184,-7.051,-6.124,1.803
-0.11,-6.931,-6.135,1.804
-0.19,-6.269,-5.765,1.806
-0.151,-5.853,-5.473,1.808
0.345,-5.665,-5.567,1.893
0.812,-5.863,-5.518,1.896
0.739,-5.984,-5.508,1.898
0.753,-5.941,-5.88,1.901
0.616,-4.851,-7.543,2.0
0.751,-4.816,-7.89,2.002
0.871,-5.029,-7.894,2.003
0.975,-4.592,-8.155,2.102
1.051,-4.216,-8.49,2.108
1.075,-4.192,-9.055,2.11
1.124,-4.576,-9.565,2.112
1.124,-5.076,-10.365,2.113
1.449,-6.459,-13.404,2.202
1.288,-6.71,-13.549,2.204
0.939,-5.651,-11.545,2.206
0.598,-4.618,-10.608,2.207
1.874,-4.557,-9.341,2.303
2.026,-3.443,-8.659,2.305
1.683,-2.705,-8.527,2.306
1.274,-2.957,-9.241,2.314
1.017,-5.701,-10.785,2.402
0.95,-6.697,-10.844,2.407
1.035,-6.99,-10.046,2.409
1.301,-6.694,-8.887,2.41
1.965,-8.021,-6.055,2.504
1.675,-7.897,-6.027,2.506
1.302,-7.875,-6.414,2.509
1.1,-8.1,-6.8,2.511
-0.305,-8.02,-7.122,2.585
-0.186,-7.645,-6.999,2.587
-0.08,-7.721,-7.113,2.588
-0.179,-8.217,-7.049,2.6
-2.186,-9.657,-5.829,2.704
-2.929,-10.486,-5.543,2.705
-5.843,-9.471,-5.714,2.802
-5.151,-9.176,-4.984,2.808
-2.48,-6.49,-4.427,2.811
-1.384,-5.392,-4.061,2.813
-1.169,-5.435,-3.59,2.814
-0.996,-5.788,-4.906,2.901
-0.692,-6.576,-7.112,2.904
0.235,-7.596,-6.602,2.91
1.002,-7.894,-6.553,2.912
1.135,-7.696,-6.202,2.914
0.635,-5.065,-8.047,3.003
0.802,-4.731,-8.38,3.011
1.235,-4.765,-8.647,3.022
1.088,-4.612,-8.718,3.1
0.812,-4.488,-8.582,3.103
0.922,-4.745,-9.084,3.105
1.108,-4.825,-9.222,3.107
1.653,-4.022,-9.088,3.2
2.088,-3.81,-9.249,3.203
2.329,-3.643,-9.186,3.205
2.169,-3.976,-9.122,3.211
1.922,-2.614,-9.92,3.275
1.649,-2.102,-9.857,3.278
1.702,-2.191,-10.172,3.28
1.656,-2.276,-10.473,3.282
1.426,-2.297,-10.665,3.398
0.998,-2.309,-10.828,3.401
0.924,-2.505,-11.292,3.42
0.878,-2.986,-12.18,3.502
0.846,-3.715,-12.899,3.504
0.399,-3.904,-11.714,3.517
0.453,-3.589,-10.715,3.519
0.549,-3.502,-10.057,3.52
0.252,-5.845,-8.23,3.6
-0.538,-6.644,-9.208,3.603
-0.729,-7.223,-9.726,3.605
-1.348,-8.145,-10.63,3.612
-0.645,-11.278,-9.296,3.7
-0.99,-11.46,-9.056,3.704
-0.991,-10.064,-7.621,3.705
-1.143,-9.17,-6.867,3.708
-3.306,-8.853,-4.851,3.799
-2.251,-7.563,-4.913,3.812
-1.889,-7.002,-4.972,3.814
-1.769,-6.224,-4.967,3.815
-0.486,-4.867,-5.619,3.9
-0.11,-4.064,-5.146,3.903
0.039,-3.885,-4.575,3.905
0.311,-3.894,-3.995,3.906
-0.58,-3.284,-4.184,3.975
-0.285,-3.519,-4.019,3.98
-0.121,-3.875,-4.275,3.982
-0.247,-4.703,-4.803,3.986
1.076,-6.076,-4.797,4.098
0.426,-7.626,-5.738,4.101
0.252,-8.952,-6.176,4.103
-1.003,-10.327,-6.576,4.201
-1.478,-10.987,-7.191,4.203
-0.766,-12.639,-8.928,4.215
