accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.002,-3.7,3.5,8.4
0.103,-1.4,3.7,9.4
0.11,-1.8,2.2,8.5
0.114,-2.5,3.0,9.1
0.202,-1.9,3.1,9.0
0.205,-2.3,3.1,8.9
0.209,-2.2,3.1,9.1
0.303,-2.3,3.3,9.1
0.31,-2.3,2.9,9.0
0.402,-2.3,3.1,8.9
0.405,-2.3,3.0,8.7
0.409,-2.4,2.9,8.5
0.507,-2.5,3.1,8.1
0.514,-2.5,3.1,7.3
0.602,-2.7,2.7,6.3
0.605,-3.0,1.7,5.5
0.608,-3.8,1.1,5.0
0.703,-4.8,0.1,4.5
0.706,-5.8,-0.8,3.0
0.802,-7.4,-1.3,1.6
0.805,-11.4,-1.6,0.7
0.808,-16.8,-2.3,-0.7
0.902,-18.1,-2.9,-0.7
0.906,-16.5,-5.7,2.1
0.976,-13.6,-5.2,0.8
0.98,-13.3,-3.5,0.8
0.988,-11.4,-1.4,1.6
1.102,-10.0,-1.3,2.0
1.119,-9.1,-2.4,1.6
1.204,-8.7,-4.0,2.1
1.208,-9.0,-4.6,1.5
1.211,-9.7,-3.7,2.5
1.303,-10.1,-3.1,1.8
1.306,-9.9,-2.5,2.0
1.405,-10.5,-2.4,1.6
1.409,-12.9,-2.1,1.1
1.412,-11.8,-2.2,0.9
1.502,-11.4,-2.2,0.8
1.532,-10.8,-2.4,0.7
1.6,-9.8,-2.4,0.1
1.603,-9.2,-2.1,0.1
1.701,-8.6,-2.0,-0.0
1.707,-8.6,-2.3,-0.2
1.711,-8.4,-2.4,-0.3
1.802,-8.4,-2.7,-0.2
1.806,-8.9,-2.9,-0.1
1.901,-10.0,-3.1,-0.2
1.912,-11.9,-2.9,-0.1
1.915,-13.4,-3.0,0.2
2.002,-16.0,-2.5,-0.3
2.012,-15.8,-1.9,-0.7
2.101,-12.7,-1.9,1.9
2.104,-9.5,-0.7,1.4
2.112,-7.8,0.7,0.9
2.207,-8.4,1.6,0.4
2.21,-7.7,1.0,0.2
2.309,-7.6,0.4,0.1
2.32,-7.6,0.2,0.6
2.323,-7.2,-0.4,1.0
2.406,-6.9,0.2,1.0
2.409,-7.1,-0.1,1.0
2.5,-8.2,-0.1,1.1
2.517,-9.7,-0.9,1.2
2.52,-11.3,-1.7,1.5
2.603,-12.5,-2.1,1.4
2.606,-14.9,-2.4,1.5
2.703,-12.9,-2.0,1.0
2.706,-11.2,-2.1,0.9
2.713,-12.0,-1.9,-0.2
2.806,-11.7,-2.1,-0.1
2.809,-12.3,-1.9,-0.6
2.901,-10.5,-2.2,-0.6
2.908,-10.6,-2.4,-0.9
2.912,-9.3,-2.4,-1.3
3.007,-9.8,-2.5,-1.0
3.01,-10.1,-1.9,-1.3
3.101,-9.7,-2.0,-1.0
3.104,-10.2,-1.9,-0.8
3.107,-9.5,-2.2,-0.1
3.202,-11.3,-2.4,0.2
3.211,-11.0,-2.0,0.5
3.301,-10.0,-1.5,2.7
3.304,-9.1,-0.4,3.0
3.307,-9.1,0.6,1.7
3.402,-9.9,1.1,2.2
3.413,-10.0,0.6,2.7
3.512,-9.0,-0.5,3.5
3.515,-8.2,-2.0,2.6
3.601,-7.2,-2.0,2.6
3.604,-7.8,-2.3,2.3
3.607,-8.8,-1.9,2.5
3.705,-9.7,-1.7,2.4
3.708,-10.7,-2.0,2.1
3.8,-10.2,-2.1,2.6
3.804,-11.1,-2.5,2.7
3.815,-13.7,-2.5,2.1
3.904,-13.3,-2.5,1.6
3.907,-11.6,-2.4,0.6
4.0,-11.9,-2.0,0.6
4.007,-12.4,-2.1,0.1
4.01,-12.7,-1.9,-0.1
4.076,-11.3,-1.7,-0.6
4.084,-9.7,-1.9,-0.6
4.204,-8.8,-2.3,-0.5
4.215,-7.7,-2.5,-0.5
4.302,-7.4,-2.3,-0.8
4.305,-6.4,-2.0,-0.7
4.308,-6.9,-2.1,-0.5
4.401,-6.8,-2.3,-0.2
4.409,-8.6,-2.4,-0.0
4.412,-10.0,-2.4,0.2
4.503,-10.1,-2.6,1.6
4.507,-9.4,-2.7,3.4
4.601,-11.0,-1.8,2.2
4.613,-12.3,-0.7,2.8
4.616,-11.3,0.7,4.1
4.72,-9.3,0.3,4.6
4.723,-9.7,-0.2,3.9
4.8,-9.9,-0.0,4.1
4.804,-9.5,0.2,2.8
4.807,-9.1,-0.3,2.6
4.908,-10.0,-0.8,2.2
4.912,-9.2,-1.7,1.4
5.004,-10.5,-2.0,0.4
5.007,-10.3,-2.3,-0.2
