gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.109,-0.1,-0.0,-0.0
0.372,-1.0,0.2,-0.0
0.529,-4.4,1.6,1.2
0.746,-0.3,0.8,3.8
1.029,-2.3,0.3,1.1
1.137,-0.9,-0.1,0.3
1.399,2.4,0.2,-0.8
1.599,1.8,-1.0,-2.3
1.799,0.0,-0.4,-1.2
2.005,-1.2,1.1,3.3
2.213,-1.7,-0.1,0.8
2.402,-0.8,-0.2,0.3
2.613,1.8,-0.5,-0.7
2.807,1.5,-1.0,-2.7
3.014,-0.4,-0.3,-0.8
3.204,-1.4,1.6,3.3
3.417,-2.1,0.1,1.1
3.603,-1.2,0.0,0.4
3.812,1.3,0.5,-0.7
4.002,-1.8,-3.2,0.0
4.221,3.3,-0.7,-3.1
4.407,-1.6,2.2,-3.3
4.617,-1.0,4.2,1.5
4.801,-1.9,1.0,2.1
5.006,-3.0,-2.3,-2.9
5.206,-0.4,-1.6,-4.7
5.406,4.7,2.8,1.7
5.605,-3.1,-0.4,-0.8
5.809,-0.6,-0.4,2.1
6.007,-0.6,-1.7,0.3
6.202,0.5,-1.3,0.1
6.409,0.4,-0.7,-0.4
6.601,0.1,-0.3,-0.2
6.81,0.1,0.1,-0.2
7.009,0.1,-0.2,-0.1
7.247,-0.0,-0.2,0.4
7.429,-0.2,0.1,0.3
7.617,0.1,-0.3,0.0
7.814,-0.0,-0.2,0.0
8.026,-0.1,-0.1,0.0
