vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
-0.429,9.77,-0.572,0.0
-0.536,8.615,0.086,0.002
-0.65,10.496,-0.003,0.003
-1.186,9.911,-1.117,0.005
-0.48,10.358,-1.781,0.124
-0.132,10.147,-1.99,0.126
-0.09,9.679,0.659,0.128
-0.908,9.537,-0.848,0.129
-0.633,9.639,-0.396,0.131
-0.656,9.749,-0.739,0.226
-0.237,9.807,-0.72,0.228
-0.119,9.75,-0.513,0.229
-0.331,9.754,-0.584,0.231
-0.766,9.669,-0.698,0.233
-0.986,9.511,-0.617,0.234
-0.554,9.664,-0.627,0.324
-0.656,9.749,-0.739,0.326
-0.66,9.817,-0.862,0.327
-0.645,9.844,-0.767,0.333
-0.652,9.68,-0.615,0.345
-0.649,9.612,-0.491,0.424
-0.637,9.707,-0.52,0.426
-0.656,9.749,-0.739,0.428
-0.786,9.711,-0.917,0.429
-0.814,9.589,-0.983,0.431
-0.582,9.543,-0.693,0.525
-0.92,9.442,-0.819,0.527
-0.978,9.374,-0.369,0.529
-1.402,9.384,-0.512,0.531
-1.575,9.198,-0.851,0.532
-0.169,9.023,-1.008,0.624
-1.223,9.008,-0.869,0.626
-1.777,9.092,-1.031,0.628
-1.323,8.508,-1.469,0.629
-1.085,7.662,-1.554,0.635
-1.254,6.685,-1.362,0.755
-1.062,5.454,-0.685,0.757
-0.746,4.615,-0.038,0.759
-1.0,4.1,0.5,0.77
-1.338,3.646,1.485,0.772
1.749,2.588,4.946,0.857
2.616,1.846,8.41,0.859
2.179,1.83,9.651,0.861
1.83,2.367,8.712,0.862
1.536,2.191,8.252,0.865
4.083,0.057,7.936,0.925
2.406,-0.267,9.217,0.926
0.77,-0.563,10.716,0.928
-0.171,-0.592,12.598,0.929
-0.189,-0.69,15.048,0.931
0.557,-7.898,15.5,1.024
2.102,-9.057,16.0,1.037
3.574,-9.908,14.3,1.044
3.638,-9.632,12.5,1.045
0.561,-11.225,8.739,1.124
0.12,-9.337,8.88,1.126
-0.018,-8.176,9.218,1.128
0.047,-7.329,9.353,1.144
0.308,-6.455,9.592,1.147
-0.6,-2.9,11.0,1.224
-0.5,-3.0,10.9,1.226
-0.7,-3.2,10.4,1.227
-0.9,-3.1,9.5,1.232
-0.8,-3.4,8.8,1.234
-0.325,-2.746,8.875,1.324
-0.155,-3.236,8.845,1.326
0.002,-3.628,8.802,1.327
-0.071,-3.81,9.029,1.334
-0.06,-3.866,9.34,1.335
0.527,-5.0,9.212,1.424
0.719,-4.9,9.892,1.431
0.839,-4.7,10.784,1.433
0.747,-4.2,11.604,1.434
1.065,-3.4,12.469,1.436
2.578,0.578,12.949,1.524
2.535,0.035,12.147,1.526
2.829,-0.771,11.106,1.538
2.945,-0.555,11.116,1.54
3.151,-0.249,12.157,1.549
-0.87,-4.324,12.63,1.624
-0.579,-3.597,11.721,1.626
-0.384,-0.726,11.616,1.629
-0.462,-1.537,12.438,1.635
-0.952,-1.579,13.348,1.636
-0.639,-0.785,13.62,1.742
-0.824,-0.153,13.225,1.745
-0.734,-0.375,12.955,1.75
-0.257,-0.266,12.248,1.751
0.008,-0.203,11.136,1.753
-0.863,-0.716,10.004,1.823
-0.439,-0.894,8.873,1.825
-0.043,-0.914,7.929,1.827
0.314,-0.729,6.857,1.828
0.635,-0.527,5.982,1.83
0.566,0.371,5.317,1.924
0.63,0.452,5.002,1.936
0.653,0.433,4.907,1.938
0.726,0.371,4.937,1.941
0.823,0.286,5.189,1.943
0.889,0.357,5.506,2.024
0.763,0.586,6.269,2.032
0.081,0.495,7.376,2.034
-0.249,0.243,7.974,2.035
-0.247,0.233,8.607,2.037
1.134,-0.856,9.747,2.126
1.183,-0.972,11.177,2.128
1.041,-1.114,13.408,2.129
0.099,1.823,16.12,2.131
-2.513,-0.185,18.577,2.133
7.283,-15.756,19.839,2.224
2.957,-13.834,11.748,2.226
1.067,-7.413,11.978,2.228
-0.534,-5.775,11.745,2.23
0.8,-7.9,10.0,2.232
-1.5,-7.952,7.264,2.324
-1.2,-5.688,7.716,2.326
-0.9,-5.512,8.184,2.327
-0.6,-5.964,7.948,2.329
-0.7,-6.264,7.548,2.33
-0.2,-4.2,8.9,2.424
-0.5,-4.0,9.7,2.429
-1.0,-3.6,9.9,2.431
-1.0,-3.7,9.2,2.432
-0.9,-4.2,8.6,2.434
-0.9,-4.3,8.8,2.524
-0.9,-4.0,9.1,2.525
-0.8,-3.7,8.9,2.527
-0.4,-3.5,9.0,2.529
-0.7,-3.4,9.6,2.53
0.004,-3.228,10.0,2.623
-0.272,-2.996,10.0,2.63
-0.34,-3.12,10.0,2.635
-0.408,-3.244,9.9,2.637
-0.293,-2.065,9.969,2.73
-0.108,-1.997,9.864,2.733
-0.019,-1.943,9.96,2.741
0.031,-1.812,9.944,2.742
0.167,-1.613,10.122,2.744
0.141,0.207,11.17,2.824
-0.359,0.607,12.27,2.829
-0.641,1.093,12.43,2.83
-0.696,1.337,12.152,2.832
-0.759,1.207,11.87,2.834
-0.93,1.004,11.185,2.924
-0.107,0.626,9.896,2.926
0.963,0.13,9.281,2.927
1.774,-0.259,9.137,2.929
1.804,-0.363,8.752,2.931
1.846,-1.58,8.249,3.024
1.63,-1.074,8.577,3.025
1.409,-0.541,9.103,3.027
1.075,-0.216,10.058,3.029
1.129,0.164,10.21,3.048
1.236,0.399,9.979,3.124
1.283,0.282,9.794,3.125
1.319,-0.057,9.64,3.128
1.168,-0.45,9.689,3.131
1.395,-1.711,9.465,3.133
1.02,-1.395,9.007,3.224
0.241,-0.89,8.814,3.227
0.042,-1.428,8.781,3.228
0.07,-1.726,8.923,3.234
0.122,-2.571,9.041,3.236
0.256,-4.092,8.6,3.323
0.004,-3.228,8.5,3.325
0.212,-3.584,8.3,3.327
0.076,-3.832,8.2,3.328
0.184,-3.488,8.3,3.33
0.948,-4.655,8.017,3.423
1.138,-4.877,8.587,3.425
1.437,-5.139,9.754,3.427
1.756,-5.396,10.215,3.438
2.429,-5.436,10.29,3.441
4.06,-5.573,10.386,3.524
3.906,-5.599,11.692,3.526
3.934,-6.428,12.422,3.528
3.829,-6.812,12.195,3.53
3.725,-6.379,11.334,3.531
4.508,-6.731,9.923,3.63
4.308,-7.131,9.023,3.635
4.531,-5.623,7.592,3.636
2.692,-1.469,9.677,3.64
3.746,1.015,13.738,3.642
2.032,0.176,8.6,3.723
2.508,1.044,10.6,3.725
0.848,-1.836,12.3,3.727
0.976,-5.132,10.5,3.728
-0.616,-2.888,10.3,3.732
-1.276,2.635,10.124,3.848
-0.68,1.263,10.02,3.85
0.11,0.231,9.41,3.862
0.092,0.655,9.392,3.872
-0.502,0.914,9.398,3.874
-1.789,0.184,8.826,3.956
-1.649,-0.296,8.026,3.957
-1.328,-0.727,7.679,3.959
-1.365,-1.022,7.637,3.961
-1.253,-1.021,7.768,3.964
-0.923,-0.985,7.942,3.967
-0.431,-2.153,8.163,4.022
-0.671,-1.957,8.714,4.024
-0.863,-2.116,9.304,4.025
-0.569,-1.847,9.337,4.027
0.524,-2.735,8.994,4.123
0.831,-2.509,9.249,4.125
0.538,-2.783,10.003,4.127
0.273,-2.605,10.283,4.128
0.261,-2.464,10.289,4.13
0.818,-3.784,10.18,4.223
0.9,-3.8,11.0,4.236
0.641,-4.208,11.31,4.238
0.955,-4.051,10.039,4.24
1.659,-3.992,9.19,4.242
2.175,-4.316,9.442,4.323
1.927,-4.56,10.324,4.324
1.827,-3.16,11.024,4.326
2.786,-5.77,10.638,4.328
4.457,-7.881,8.183,4.423
3.83,-5.19,9.715,4.424
2.78,-5.407,9.124,4.426
2.533,-5.922,8.179,4.428
2.574,-5.275,7.613,4.434
