vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
2.375,-9.3,4.764,0.0
2.038,-8.8,4.032,0.002
1.781,-6.2,5.134,0.004
2.866,-7.1,3.281,0.005
1.053,-8.3,3.585,0.1
1.277,-8.1,2.621,0.102
2.162,-7.867,2.901,0.103
2.317,-7.863,3.489,0.105
2.768,-8.7,4.638,0.2
2.757,-8.9,4.998,0.206
2.46,-9.0,4.711,0.208
1.964,-8.8,3.725,0.21
2.357,-8.46,3.381,0.3
2.729,-8.841,4.322,0.302
2.666,-8.752,4.457,0.304
2.62,-8.649,4.146,0.309
2.557,-8.56,4.281,0.4
2.11,-8.214,4.141,0.402
1.883,-7.537,4.111,0.403
1.111,-6.835,4.105,0.405
-2.075,-4.955,0.866,0.5
-2.355,-4.783,0.548,0.501
-0.559,-5.297,2.391,0.503
0.883,-5.637,3.511,0.505
-0.668,-5.2,3.424,0.577
0.04,-5.2,2.28,0.579
0.884,-5.3,0.888,0.58
1.788,-6.2,0.416,0.582
-0.1,-6.512,-2.316,0.703
-0.2,-7.34,-4.12,0.706
1.9,-8.64,-5.02,0.712
3.064,-7.922,-5.716,0.802
-2.191,-9.044,-8.171,0.805
-3.127,-7.867,-9.387,0.807
-3.531,-7.544,-9.051,0.809
-3.738,-8.311,-7.998,0.81
-1.991,-9.079,-13.528,0.907
4.6,-19.1,-31.2,0.908
8.762,-13.783,-16.987,0.91
2.102,-9.836,-6.906,0.912
-0.184,0.28,-5.088,1.002
1.424,0.52,-4.732,1.003
2.275,-1.522,-7.532,1.005
1.201,-3.71,-10.473,1.007
0.785,-4.936,-10.634,1.102
0.25,-5.045,-8.664,1.104
-0.432,-4.05,-8.321,1.113
-0.338,-2.879,-8.911,1.115
2.423,-1.716,-9.407,1.205
2.343,-1.425,-9.628,1.207
2.496,-1.193,-9.515,1.208
2.429,-0.776,-9.484,1.21
2.451,-0.915,-9.494,1.301
2.474,-1.054,-9.505,1.303
2.344,-1.002,-9.524,1.304
2.366,-1.141,-9.535,1.306
2.513,-0.973,-9.548,1.402
2.52,-0.909,-9.421,1.408
2.611,-0.62,-9.255,1.409
2.663,-0.835,-9.15,1.412
2.774,-0.654,-9.405,1.504
2.875,-0.631,-9.501,1.514
2.907,-0.613,-9.67,1.516
2.907,-0.613,-9.67,1.523
3.129,-0.376,-9.484,1.602
3.028,-0.399,-9.388,1.604
2.927,-0.422,-9.292,1.606
2.667,-0.318,-9.331,1.607
2.9,-0.02,-9.36,1.702
2.891,0.067,-9.471,1.707
2.773,0.142,-9.493,1.709
2.773,0.142,-9.493,1.71
3.619,-0.616,-9.197,1.802
3.612,-0.838,-9.092,1.803
3.604,-1.059,-8.988,1.805
3.733,-0.633,-9.033,1.806
3.959,-0.788,-8.962,1.909
3.902,-0.78,-9.044,1.911
3.903,-0.719,-8.916,1.913
3.963,-0.647,-8.951,1.914
3.245,0.124,-9.365,2.001
3.191,0.187,-9.311,2.003
3.127,0.198,-9.387,2.005
3.914,-0.417,-9.137,2.013
3.855,-0.429,-8.974,2.101
3.855,-0.429,-8.974,2.103
3.911,-0.498,-9.02,2.109
3.911,-0.498,-9.02,2.111
3.911,-0.498,-9.02,2.23
3.849,-0.63,-9.114,2.232
3.785,-0.843,-9.091,2.234
3.789,-0.702,-9.08,2.302
3.858,-0.348,-9.09,2.314
3.798,-0.42,-9.056,2.315
3.855,-0.429,-8.974,2.322
3.911,-0.498,-9.02,2.323
3.915,-0.357,-9.009,2.398
3.915,-0.357,-9.009,2.399
3.971,-0.426,-9.055,2.401
3.911,-0.498,-9.02,2.5
3.906,-0.639,-9.032,2.503
3.794,-0.561,-9.068,2.505
3.854,-0.489,-9.102,2.511
3.854,-0.489,-9.102,2.6
3.738,-0.492,-9.022,2.603
3.798,-0.42,-9.056,2.605
3.858,-0.348,-9.09,2.606
3.918,-0.276,-9.125,2.7
3.971,-0.426,-9.055,2.703
3.911,-0.498,-9.02,2.705
4.028,-0.434,-8.973,2.706
4.084,-0.503,-9.019,2.8
4.028,-0.434,-8.973,2.803
4.028,-0.434,-8.973,2.805
3.971,-0.426,-9.055,2.806
3.915,-0.357,-9.009,2.9
3.798,-0.42,-9.056,2.903
3.858,-0.348,-9.09,2.905
3.798,-0.42,-9.056,2.906
3.742,-0.352,-9.01,2.999
3.915,-0.357,-9.009,3.002
3.915,-0.357,-9.009,3.004
4.032,-0.294,-8.961,3.014
4.032,-0.294,-8.961,3.1
4.145,-0.371,-8.926,3.103
4.089,-0.302,-8.88,3.105
4.206,-0.239,-8.832,3.106
4.211,-0.098,-8.82,3.2
4.331,0.046,-8.889,3.207
3.948,-1.78,-8.836,3.209
3.888,-1.78,-8.916,3.211
3.948,-1.78,-8.836,3.3
4.072,-1.72,-8.804,3.303
4.196,-1.66,-8.772,3.305
4.208,-1.58,-8.656,3.306
4.272,-1.52,-8.704,3.4
4.336,-1.46,-8.752,3.403
4.396,-1.46,-8.672,3.412
4.396,-1.46,-8.672,3.414
4.52,-1.4,-8.64,3.499
4.504,-1.54,-8.628,3.503
4.468,-1.38,-8.476,3.504
