gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.001,-0.0,0.0,-0.1
0.01,0.1,0.1,-0.0
0.097,-0.2,-0.1,-0.0
0.1,-0.0,0.1,0.0
0.103,-0.1,-0.0,0.0
0.202,-0.0,-0.0,0.0
0.205,-0.0,0.0,0.0
0.314,-0.0,0.0,0.0
0.318,-0.1,0.1,0.0
0.331,-0.2,0.2,0.1
0.401,-0.6,0.5,0.2
0.406,-0.8,1.2,0.9
0.5,-1.1,1.6,1.2
0.506,-0.6,1.9,1.8
0.509,1.0,1.9,2.0
0.595,0.0,1.8,1.9
0.603,0.1,1.5,1.8
0.713,-0.4,1.4,1.5
0.724,-0.8,1.1,1.1
0.735,-1.1,1.0,0.9
0.798,-1.6,1.3,0.7
0.805,-2.3,1.7,0.6
0.901,-5.0,1.7,-0.4
0.904,-0.9,-0.4,0.5
0.907,-0.1,-0.4,-0.1
1.006,0.4,0.5,-0.0
1.01,0.3,-0.1,-0.1
1.109,-0.2,0.1,-0.0
1.123,-0.3,-0.1,-0.0
1.126,-0.1,-0.1,-0.0
1.201,0.1,-0.0,-0.0
1.207,-0.1,-0.0,-0.0
1.299,-0.1,-0.0,-0.0
1.302,-0.0,0.1,-0.0
1.309,0.1,0.1,-0.0
1.398,0.1,0.0,-0.1
1.402,0.1,0.1,-0.0
1.509,0.0,0.0,-0.1
1.529,0.0,0.0,-0.0
1.596,0.1,0.1,0.0
1.599,0.1,-0.1,0.0
1.607,-0.0,-0.2,0.1
1.699,-0.1,-0.1,0.1
1.702,-0.1,-0.1,0.1
1.8,0.0,0.0,0.1
1.804,0.1,0.0,0.1
1.807,0.0,-0.1,0.0
1.923,-0.1,-0.1,-0.0
1.926,-0.1,-0.0,-0.0
2.011,-0.1,0.1,-0.0
2.014,-0.0,0.1,-0.0
2.017,-0.0,0.1,-0.0
2.097,-0.1,0.1,-0.1
2.1,-0.1,0.0,-0.1
2.195,-0.0,0.0,-0.0
2.202,-0.0,0.1,-0.0
2.206,-0.0,0.1,-0.0
2.312,-0.0,0.1,-0.0
2.315,-0.0,0.1,-0.0
2.396,-0.0,0.1,-0.1
2.4,-0.0,0.1,-0.1
2.403,0.0,0.1,-0.0
