orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.242,0.2,0.0,0.0,-1.0
0.389,0.2,0.0,0.0,-1.0
0.517,0.2,0.0,0.1,-1.0
0.833,0.1,-0.0,0.1,-1.0
0.961,-0.1,-0.2,0.2,-0.9
1.166,-0.5,-0.4,0.5,-0.6
1.346,-0.5,-0.4,0.4,-0.6
1.569,-0.5,-0.4,0.5,-0.6
1.828,-0.5,-0.3,0.5,-0.7
2.034,-0.4,-0.3,0.5,-0.7
2.241,-0.4,-0.5,0.4,-0.7
2.43,-0.3,-0.2,0.2,-0.9
2.651,-0.3,0.2,0.1,-0.9
2.857,-0.3,0.1,0.2,-0.9
2.954,-0.3,0.1,0.3,-0.9
3.23,-0.3,0.1,0.4,-0.9
3.451,-0.3,0.1,0.3,-0.9
3.635,-0.3,0.1,0.3,-0.9
3.855,-0.3,0.1,0.3,-0.9
4.032,-0.3,0.1,0.3,-0.9
4.255,-0.3,0.1,0.3,-0.9
4.441,-0.3,0.2,0.3,-0.9
4.64,-0.3,0.2,0.3,-0.9
4.833,-0.3,0.1,0.2,-0.9
5.035,-0.3,0.1,0.2,-0.9
5.238,-0.3,0.1,0.2,-0.9
5.434,-0.3,0.1,0.2,-0.9
5.639,-0.3,0.1,0.2,-0.9
5.855,-0.3,0.1,0.2,-0.9
6.035,-0.3,0.1,0.2,-0.9
6.235,-0.3,0.1,0.2,-0.9
6.44,-0.3,0.1,0.2,-0.9
6.639,-0.3,0.1,0.2,-0.9
6.858,-0.3,0.1,0.2,-0.9
7.04,-0.3,0.1,0.2,-0.9
7.249,-0.3,0.1,0.2,-0.9
7.448,-0.1,0.4,0.1,-0.9
7.654,0.1,0.7,-0.3,-0.7
7.844,0.1,0.7,-0.5,-0.5
8.062,0.1,0.7,-0.5,-0.4
8.241,0.1,0.8,-0.5,-0.4
8.467,0.1,0.7,-0.5,-0.5
8.643,0.1,0.7,-0.5,-0.5
8.868,0.2,0.7,-0.5,-0.5
9.132,0.2,0.7,-0.5,-0.4
9.239,0.2,0.7,-0.5,-0.5
9.439,0.2,0.7,-0.6,-0.5
