accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.124,-0.4,4.1,8.6
0.317,-0.4,4.5,8.4
0.505,-0.9,3.2,8.7
0.721,-0.7,-0.1,9.1
0.905,-1.3,-0.3,10.4
1.136,-1.6,-0.7,9.0
1.311,-2.9,-1.9,8.4
1.504,-4.6,-2.0,6.5
1.707,-6.9,-2.2,4.5
1.911,-10.7,-2.6,2.7
2.106,-10.4,-3.8,0.3
2.306,-9.1,-2.7,0.8
2.51,-9.6,-2.1,0.4
2.71,-10.3,-2.5,0.1
2.906,-9.1,-2.6,1.0
3.204,-8.4,-1.8,2.2
3.4,-13.8,-3.0,0.9
3.602,4.9,-2.5,12.2
3.8,11.0,2.9,3.2
3.999,6.3,-5.1,4.0
4.203,1.9,-6.6,7.7
4.399,1.7,-5.5,3.7
4.599,1.2,-11.8,3.2
4.8,1.8,-9.5,2.1
5.001,0.8,-8.8,2.6
5.201,1.6,-9.3,3.7
5.404,1.4,-8.9,3.4
5.604,1.3,-8.7,3.6
5.802,1.6,-8.9,3.7
6.001,1.4,-9.2,3.1
6.224,1.5,-9.1,3.5
6.401,1.4,-9.1,3.4
6.602,1.5,-9.1,3.5
6.806,1.2,-10.1,4.5
7.002,2.7,-12.8,5.5
7.202,5.3,2.2,-1.0
7.407,6.8,4.1,-5.2
7.606,6.2,3.0,-6.4
7.787,6.7,5.1,-5.1
8.016,6.7,4.9,-4.7
8.206,7.4,4.1,-4.5
8.413,6.7,4.5,-5.7
