vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.369,3.546,8.4,0.0
1.462,3.508,9.0,0.002
2.1,4.0,9.3,0.003
1.646,3.431,9.7,0.005
1.123,3.215,9.0,0.006
0.438,3.392,8.5,0.1
1.523,3.915,8.7,0.101
1.285,4.123,8.7,0.103
1.431,3.954,9.1,0.105
1.3,3.9,9.2,0.11
1.085,4.423,9.0,0.205
1.223,3.715,8.9,0.207
1.2,3.4,9.0,0.208
1.015,3.477,9.1,0.21
0.977,3.385,9.2,0.212
1.015,3.477,9.1,0.301
0.885,3.423,8.9,0.302
0.885,3.423,8.8,0.304
0.662,3.408,8.5,0.309
0.792,3.462,7.9,0.323
0.069,3.546,6.9,0.43
-1.246,6.369,6.5,0.431
-1.062,4.992,5.7,0.433
0.279,2.392,6.1,0.434
-0.875,3.748,6.2,0.436
-2.1,1.988,6.319,0.5
-1.7,1.244,5.964,0.502
-1.2,-0.069,5.393,0.506
-1.463,-1.373,5.263,0.508
-2.108,-1.222,5.408,0.51
-1.852,-2.841,4.952,0.6
-1.422,-4.189,3.622,0.601
-1.196,-7.719,0.896,0.603
1.685,-11.255,-2.323,0.605
-0.015,-10.655,-0.523,0.611
2.433,-8.912,-0.38,0.699
4.155,-10.208,-4.253,0.701
4.694,-11.91,-8.416,0.703
2.086,-11.557,-7.471,0.712
1.755,-11.108,-5.853,0.724
3.914,-7.443,-10.271,0.803
4.045,-8.363,-11.01,0.804
3.993,-10.097,-9.912,0.806
3.565,-9.785,-10.459,0.808
2.993,-9.697,-10.912,0.809
1.237,-7.053,-12.219,0.9
0.552,-7.09,-11.689,0.901
0.518,-6.929,-11.742,0.904
0.429,-6.485,-12.034,0.905
-0.16,-5.742,-12.026,0.907
1.016,-1.335,-12.547,1.0
1.141,-1.537,-11.667,1.002
1.465,-2.339,-10.488,1.004
2.398,-3.908,-9.082,1.009
2.349,-4.604,-8.041,1.01
-0.27,-2.293,-8.559,1.1
-1.026,-0.281,-9.248,1.101
-1.308,2.291,-10.077,1.119
-1.329,2.692,-10.913,1.12
-1.417,2.755,-11.048,1.122
2.933,5.776,-11.571,1.2
2.975,4.221,-10.836,1.202
2.103,1.756,-10.531,1.203
1.947,-3.172,-9.859,1.205
1.158,-4.365,-9.083,1.207
0.637,-4.838,-9.155,1.3
1.8,-4.98,-8.86,1.302
2.184,-4.349,-9.394,1.303
1.9,-4.12,-8.84,1.305
1.126,-3.864,-7.971,1.306
0.735,-4.1,-7.759,1.4
0.849,-3.533,-8.537,1.401
0.969,-3.367,-9.092,1.403
1.011,-1.954,-9.544,1.404
1.047,-1.932,-9.679,1.406
1.053,-1.988,-9.761,1.499
0.989,-2.146,-9.656,1.508
0.989,-2.406,-9.476,1.51
1.211,-2.634,-9.304,1.512
1.342,-2.895,-9.237,1.6
1.368,-3.019,-9.027,1.601
1.332,-3.041,-8.893,1.603
1.078,-4.233,-8.32,1.604
1.075,-4.067,-8.469,1.606
1.321,-2.667,-8.908,1.699
1.384,-2.509,-9.014,1.701
1.453,-2.408,-9.201,1.706
1.489,-2.386,-9.336,1.708
1.489,-2.386,-9.336,1.709
1.367,-3.631,-8.906,1.802
1.386,-3.557,-8.971,1.804
1.314,-3.543,-9.129,1.805
1.314,-3.543,-9.129,1.807
1.224,-3.602,-9.22,1.809
1.235,-3.461,-9.212,1.9
1.235,-3.461,-9.212,1.915
1.322,-3.61,-9.202,1.917
1.412,-3.551,-9.11,1.919
1.333,-3.469,-9.194,1.92
1.261,-3.455,-9.351,2.0
1.182,-3.373,-9.435,2.001
1.137,-3.453,-9.231,2.005
1.368,-2.239,-9.567,2.014
1.274,-2.216,-9.589,2.016
1.3,-2.08,-9.56,2.099
1.368,-2.239,-9.567,2.101
1.426,-2.284,-9.411,2.107
1.426,-2.284,-9.411,2.109
1.426,-2.284,-9.411,2.111
1.495,-2.443,-9.418,2.2
1.495,-2.443,-9.418,2.202
1.589,-2.466,-9.396,2.203
1.553,-2.488,-9.261,2.205
1.658,-2.625,-9.403,2.207
1.5,-2.5,-9.5,2.3
1.526,-2.364,-9.471,2.301
1.458,-2.465,-9.283,2.303
1.426,-2.544,-9.231,2.304
1.337,-2.578,-9.335,2.306
1.337,-2.578,-9.335,2.402
1.242,-2.555,-9.357,2.404
1.237,-2.498,-9.275,2.405
1.432,-2.601,-9.313,2.407
1.474,-2.636,-9.529,2.409
1.463,-2.522,-9.365,2.501
1.6,-2.42,-8.94,2.503
1.568,-2.499,-8.887,2.505
1.484,-2.589,-9.074,2.506
1.484,-2.589,-9.074,2.508
1.579,-2.613,-9.052,2.599
1.458,-2.725,-9.103,2.601
1.253,-2.928,-9.341,2.603
1.047,-3.132,-9.579,2.604
0.958,-3.165,-9.683,2.614
0.989,-3.086,-9.736,2.699
1.126,-2.724,-9.491,2.701
1.426,-2.124,-8.791,2.703
1.579,-1.773,-8.172,2.704
1.716,-1.411,-7.926,2.706
1.942,-1.435,-8.017,2.799
2.068,-1.799,-8.487,2.801
1.795,-2.423,-9.778,2.803
1.09,-4.441,-10.508,2.809
0.249,-4.704,-11.041,2.811
-0.378,-5.01,-11.102,2.899
-0.6,-5.0,-11.0,2.901
-0.298,-4.292,-10.118,2.908
0.182,-3.673,-9.135,2.916
