gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,-0.2,0.1,0.1
0.009,-0.5,0.0,-0.1
0.106,0.4,0.0,0.0
0.113,-0.1,0.1,0.0
0.116,-0.0,-0.0,0.0
0.202,-0.0,-0.1,-0.0
0.21,-0.1,-0.1,-0.0
0.213,-0.0,-0.1,-0.0
0.312,-0.0,-0.1,0.0
0.337,-0.1,-0.1,0.0
0.406,-0.1,-0.0,0.0
0.409,-0.1,0.0,0.0
0.416,-0.1,0.0,0.0
0.506,-0.3,0.0,0.0
0.509,-0.2,0.0,0.0
0.603,-0.1,0.0,0.2
0.607,-1.2,0.1,0.4
0.614,-1.8,-0.2,1.0
0.721,0.0,-1.0,-0.4
0.739,-2.5,-1.2,0.3
0.826,-4.4,-0.6,0.0
0.829,-4.2,-0.7,-0.3
0.88,-3.1,-0.6,-0.2
0.883,-3.4,-0.6,-0.6
0.886,-3.3,-0.5,-1.3
0.998,-2.4,-0.7,-1.6
1.001,-2.2,-0.7,-1.7
1.121,-2.6,-0.9,-1.9
1.141,-3.4,-0.5,-2.0
1.145,-2.3,-0.3,-2.1
1.208,-0.7,0.0,-2.2
1.214,1.5,-0.2,-1.2
1.304,2.5,-0.3,-0.5
1.307,0.5,-0.2,-0.1
1.314,-0.2,0.0,0.3
1.401,-0.3,0.2,0.4
1.404,-0.0,0.1,0.3
1.508,-0.1,0.1,0.1
1.524,0.1,0.1,-0.1
1.536,0.4,0.0,-0.2
1.608,0.3,0.0,-0.3
1.612,-0.0,0.1,-0.2
1.704,-0.1,0.1,-0.2
1.707,0.0,0.2,-0.2
1.71,0.1,0.3,-0.0
1.817,0.4,0.5,-0.0
1.821,0.8,1.1,0.2
1.902,-0.7,1.5,0.1
1.906,-3.2,1.9,-0.3
1.915,-3.7,2.0,-0.6
2.001,-2.3,1.9,-1.0
2.007,-2.5,2.0,-2.3
2.099,-3.1,2.1,-2.9
2.102,-1.9,1.8,-3.5
2.106,-1.2,1.5,-4.0
2.218,-1.0,1.0,-3.9
2.228,-0.3,0.6,-3.3
2.298,1.0,0.2,-2.3
2.308,1.6,-0.2,-1.2
2.403,1.4,-0.4,-0.3
2.409,0.4,-0.5,0.2
2.412,-0.3,-0.4,0.6
2.501,-0.6,-0.3,0.7
2.508,-0.3,-0.3,0.6
2.61,0.2,-0.3,0.6
2.615,0.6,-0.3,0.5
2.635,0.9,-0.1,0.7
2.704,0.5,0.1,0.8
2.707,-0.0,0.3,1.0
2.803,0.2,0.3,1.2
2.81,0.3,0.4,1.3
2.814,-0.0,0.4,1.3
2.888,-0.5,0.3,1.4
2.891,-1.3,0.3,1.7
3.013,-1.6,0.4,2.1
3.017,-1.2,0.5,2.3
3.105,-0.8,0.3,2.4
3.109,-0.7,0.2,2.3
3.115,0.2,-0.0,2.5
3.2,-0.2,0.2,2.6
3.203,1.7,-0.1,2.7
3.211,-0.1,-0.1,2.2
3.301,0.2,-0.8,1.3
3.309,-0.2,-1.1,1.4
3.418,0.1,-1.2,1.9
3.431,0.4,-1.3,1.9
3.435,0.4,-1.1,1.5
