accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.008,-5.2,-0.8,8.2
0.11,-5.5,-0.1,8.3
0.3,-5.2,-0.7,8.3
0.4,-5.2,-0.6,8.2
0.522,-5.1,-0.8,8.3
0.6,-5.1,-0.7,8.3
0.7,-5.1,-0.7,8.3
0.8,-5.1,-0.7,8.3
0.9,-5.1,-0.8,8.3
1.0,-5.1,-0.7,8.3
1.099,-5.1,-0.8,8.3
1.2,-5.2,-1.2,8.3
1.3,-5.7,-1.3,7.9
1.4,-4.8,-1.1,8.3
1.512,-5.0,-1.6,8.4
1.6,-4.3,-1.3,8.0
1.7,-3.5,-4.6,8.2
1.8,-4.7,-4.8,6.7
1.919,-4.7,-4.7,7.7
2.001,-4.4,-5.1,7.4
2.101,-5.6,-6.7,7.0
2.206,-5.6,-6.1,6.9
2.317,-5.8,-6.3,5.1
2.401,-6.7,-6.3,3.5
2.504,-5.1,-4.7,5.0
2.606,-7.2,-4.6,1.5
2.704,-8.2,-5.8,0.4
2.801,-9.4,-4.9,0.4
2.9,-9.7,-4.3,0.5
3.001,-8.6,-4.7,1.4
3.1,-8.5,-4.3,1.5
3.201,-8.7,-4.0,0.8
3.3,-9.0,-4.5,0.9
3.4,-9.2,-4.3,1.0
3.503,-8.9,-4.0,0.7
3.602,-8.8,-3.9,1.0
3.702,-8.5,-4.8,1.5
3.806,-8.1,-5.6,3.5
3.902,-4.7,-7.8,2.6
4.002,-3.0,-6.6,0.8
4.104,-7.3,-12.7,5.1
4.21,-2.0,-3.8,3.1
4.302,-3.4,-4.4,11.5
4.402,-4.1,-5.4,8.0
4.478,-3.1,-2.6,7.0
4.618,-7.9,-0.5,6.3
4.707,-5.9,-1.0,5.8
4.802,-4.5,-2.9,7.8
4.903,-5.9,-1.6,7.5
5.01,-5.7,-1.8,7.7
5.102,-5.7,-1.2,7.9
5.201,-5.7,-1.4,7.8
5.304,-5.8,-1.6,7.8
5.404,-5.8,-1.6,7.7
5.509,-5.8,-1.5,7.7
5.608,-5.7,-1.6,7.8
5.709,-5.8,-1.5,7.7
5.807,-5.8,-1.5,7.7
5.904,-5.7,-1.6,7.7
6.007,-5.8,-1.5,7.7
6.111,-5.8,-1.5,7.8
6.204,-5.8,-1.6,7.7
6.303,-5.9,-1.6,7.7
6.405,-5.8,-1.5,7.7
6.524,-5.8,-1.5,7.7
6.603,-5.8,-1.6,7.7
6.708,-5.8,-1.6,7.7
6.803,-5.8,-1.5,7.7
6.916,-5.8,-1.5,7.7
7.008,-6.0,-1.4,7.7
7.081,-5.4,-2.4,7.5
7.3,-4.8,-1.8,8.3
7.327,-5.5,-1.8,7.8
7.437,-5.6,-2.1,7.8
7.508,-5.2,-2.0,8.1
7.609,-5.5,-1.9,7.9
7.738,-5.4,-1.8,8.0
7.812,-4.4,-2.5,6.8
7.909,-5.4,-1.8,7.8
8.019,-5.4,-1.9,7.8
8.105,-5.3,-1.8,8.0
8.212,-5.2,-1.7,8.1
8.307,-5.4,-1.8,8.0
8.413,-6.9,-4.2,5.5
