vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
3.727,-8.271,5.831,0.0
2.427,-7.871,5.631,0.002
2.464,-8.085,6.265,0.007
2.473,-7.849,6.329,0.009
2.627,-7.631,5.811,0.102
2.373,-7.509,5.709,0.104
2.655,-7.682,5.682,0.106
2.673,-7.469,5.989,0.111
2.491,-7.616,5.776,0.199
2.373,-7.509,5.709,0.201
2.564,-7.505,5.825,0.203
2.636,-7.395,5.875,0.204
2.564,-7.505,5.825,0.299
2.518,-7.287,5.807,0.305
2.655,-7.042,5.662,0.306
2.818,-6.727,5.727,0.308
3.522,-5.176,6.228,0.399
3.595,-4.61,6.381,0.401
3.514,-4.271,5.757,0.403
3.135,-3.71,5.101,0.404
1.308,-2.469,5.923,0.505
1.015,-1.738,5.946,0.507
0.028,-0.578,4.366,0.514
-0.992,0.563,2.848,0.516
-3.704,1.4,-0.872,0.599
-4.808,2.2,-2.444,0.601
-6.06,3.2,-4.58,0.603
-7.8,3.8,-7.9,0.604
-2.287,5.236,-15.404,0.707
-3.2,4.3,-17.7,0.709
-4.896,3.579,-19.968,0.71
-5.504,3.321,-20.732,0.72
4.396,14.537,-17.452,0.799
4.97,16.896,-17.915,0.804
10.126,22.741,-15.737,0.806
3.793,20.274,-11.904,0.808
2.5,-4.1,-14.5,0.899
1.44,-0.505,-14.03,0.905
4.822,-2.128,-11.966,0.907
7.517,-1.54,-11.938,0.909
4.427,4.973,-13.292,0.999
3.81,3.59,-10.569,1.001
4.543,2.057,-10.002,1.002
4.457,3.876,-10.29,1.004
4.27,4.195,-9.44,1.099
3.787,4.081,-9.15,1.101
3.252,3.692,-9.263,1.111
2.932,3.139,-9.291,1.113
2.381,2.98,-9.858,1.199
2.479,2.847,-10.128,1.201
2.499,2.783,-10.535,1.203
2.543,2.524,-10.91,1.208
1.288,3.6,-11.127,1.299
1.315,3.4,-11.326,1.301
1.242,3.2,-11.537,1.302
1.071,3.0,-11.762,1.304
0.044,3.008,-11.8,1.399
-0.052,3.036,-11.9,1.401
-0.148,3.064,-11.8,1.402
-0.244,3.092,-11.5,1.404
-0.183,1.482,-11.306,1.499
-0.212,1.446,-10.896,1.508
-0.187,1.292,-10.371,1.51
-0.125,1.216,-9.958,1.512
-1.242,-0.063,-9.195,1.601
-1.042,-0.163,-8.795,1.603
-0.804,-0.366,-8.589,1.604
-0.597,-0.625,-8.258,1.606
-0.694,-1.9,-7.624,1.701
-0.808,-1.867,-7.269,1.703
-0.753,-1.8,-7.088,1.704
-0.725,-1.767,-6.998,1.706
0.497,-1.641,-7.391,1.805
0.526,-1.533,-7.879,1.807
0.344,-1.488,-8.331,1.809
0.175,-1.353,-8.824,1.81
-0.2,0.136,-10.248,1.91
-0.2,0.352,-10.936,1.919
-0.3,0.596,-11.528,1.92
-0.3,0.744,-12.092,1.922
-0.965,3.005,-12.865,2.001
-0.666,3.019,-13.066,2.003
-0.992,3.187,-12.992,2.01
-1.345,2.836,-12.945,2.012
2.949,0.573,-11.689,2.102
2.782,0.355,-11.382,2.108
3.293,0.182,-10.413,2.109
3.665,0.364,-9.885,2.111
3.576,0.991,-9.716,2.23
3.08,1.3,-10.06,2.232
2.342,1.755,-10.302,2.233
1.635,2.236,-10.215,2.235
-0.359,1.828,-10.347,2.329
-0.202,1.783,-10.405,2.331
-0.0,1.5,-10.5,2.332
0.052,1.113,-10.921,2.336
0.131,2.256,-10.971,2.397
0.138,2.089,-11.258,2.402
0.127,1.933,-11.447,2.404
0.24,1.8,-11.82,2.405
0.5,1.2,-11.5,2.505
0.818,0.489,-12.998,2.507
1.051,-0.044,-14.531,2.509
0.916,0.078,-13.036,2.51
-0.446,0.951,-10.646,2.606
-0.159,1.12,-9.759,2.607
-0.108,1.513,-9.208,2.609
-0.425,1.554,-10.025,2.621
-0.555,0.964,-11.155,2.707
-0.531,0.838,-10.631,2.708
-0.408,0.713,-10.208,2.71
-0.256,0.378,-9.856,2.712
-0.2,-1.188,-8.716,2.801
-0.3,-0.98,-8.36,2.802
-0.3,-0.732,-8.224,2.809
-0.3,-0.512,-8.184,2.811
-0.118,-1.158,-8.245,2.901
0.011,-0.95,-8.232,2.902
0.014,-0.91,-8.141,2.909
0.0,-1.0,-8.1,2.911
-0.024,-1.14,-7.927,3.001
0.081,-1.072,-7.742,3.002
0.081,-1.072,-7.742,3.018
0.201,-0.986,-8.003,3.019
0.1,0.156,-9.108,3.101
-0.0,0.084,-9.712,3.102
-0.1,0.108,-10.344,3.104
-0.1,0.244,-10.592,3.105
1.219,1.231,-11.781,3.2
1.546,1.049,-11.954,3.206
0.22,2.517,-12.48,3.208
-1.706,4.685,-12.506,3.299
-1.422,3.311,-13.822,3.302
-0.346,2.651,-16.646,3.304
1.009,3.273,-13.691,3.305
4.032,4.298,-12.324,3.426
3.667,2.167,-10.167,3.429
3.16,1.62,-8.6,3.439
2.975,1.184,-9.252,3.446
3.35,-1.325,-9.566,3.501
2.882,-0.509,-9.258,3.507
2.398,-0.301,-9.636,3.509
2.124,-0.088,-9.935,3.512
