orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.002,0.2,0.0,0.0,1.0
0.011,0.2,0.0,0.0,1.0
0.104,0.2,0.0,0.0,1.0
0.109,0.2,0.0,0.0,1.0
0.118,0.2,0.0,0.0,1.0
0.201,0.2,0.0,0.0,1.0
0.21,0.2,0.0,0.0,1.0
0.215,0.2,0.0,0.0,1.0
0.33,0.2,0.0,0.0,1.0
0.335,0.2,0.0,0.0,1.0
0.403,0.2,0.0,0.0,1.0
0.408,0.2,0.0,0.0,1.0
0.413,0.2,0.0,0.0,1.0
0.51,0.2,0.0,0.0,1.0
0.515,0.2,0.0,0.0,1.0
0.6,0.2,0.0,0.0,1.0
0.612,0.1,0.0,-0.0,1.0
0.702,0.1,0.0,-0.0,1.0
0.707,0.1,0.0,-0.0,1.0
0.716,0.0,0.0,-0.1,1.0
0.801,-0.0,0.0,-0.1,1.0
0.806,-0.1,0.0,-0.2,1.0
0.908,-0.1,0.0,-0.3,1.0
0.917,-0.2,-0.0,-0.3,0.9
0.938,-0.2,-0.0,-0.3,0.9
1.003,-0.3,-0.0,-0.4,0.9
1.008,-0.3,-0.1,-0.4,0.9
1.121,-0.4,-0.1,-0.4,0.8
1.126,-0.4,-0.1,-0.4,0.8
1.137,-0.5,-0.1,-0.4,0.8
1.206,-0.5,-0.2,-0.4,0.7
1.215,-0.5,-0.2,-0.5,0.7
1.301,-0.5,-0.2,-0.5,0.7
1.306,-0.6,-0.2,-0.5,0.6
1.316,-0.6,-0.2,-0.5,0.6
1.399,-0.6,-0.2,-0.5,0.6
1.409,-0.6,-0.2,-0.5,0.6
1.52,-0.6,-0.2,-0.5,0.6
1.531,-0.6,-0.2,-0.5,0.6
1.536,-0.5,-0.2,-0.5,0.6
1.611,-0.5,-0.3,-0.5,0.6
1.616,-0.5,-0.3,-0.5,0.6
1.7,-0.5,-0.3,-0.5,0.6
1.71,-0.5,-0.3,-0.5,0.6
1.715,-0.5,-0.3,-0.5,0.6
1.829,-0.5,-0.3,-0.5,0.6
1.837,-0.5,-0.3,-0.5,0.6
1.903,-0.5,-0.3,-0.5,0.6
1.915,-0.5,-0.3,-0.5,0.6
1.929,-0.5,-0.3,-0.5,0.6
2.004,-0.5,-0.3,-0.5,0.6
2.009,-0.5,-0.3,-0.5,0.6
2.1,-0.5,-0.3,-0.5,0.6
2.105,-0.5,-0.3,-0.5,0.6
2.114,-0.5,-0.3,-0.5,0.6
2.227,-0.5,-0.3,-0.5,0.6
2.247,-0.5,-0.3,-0.5,0.6
2.298,-0.5,-0.3,-0.5,0.6
2.306,-0.5,-0.3,-0.5,0.6
2.402,-0.5,-0.3,-0.5,0.6
2.407,-0.5,-0.3,-0.5,0.6
2.416,-0.5,-0.3,-0.5,0.6
2.503,-0.5,-0.3,-0.5,0.6
2.512,-0.5,-0.3,-0.5,0.6
2.621,-0.5,-0.3,-0.5,0.6
2.626,-0.5,-0.4,-0.5,0.6
2.635,-0.5,-0.4,-0.5,0.6
2.705,-0.5,-0.4,-0.5,0.6
2.71,-0.5,-0.4,-0.5,0.6
2.802,-0.5,-0.4,-0.5,0.6
2.807,-0.5,-0.4,-0.5,0.6
2.816,-0.5,-0.4,-0.5,0.6
2.904,-0.5,-0.4,-0.5,0.6
2.913,-0.5,-0.4,-0.5,0.6
3.022,-0.5,-0.4,-0.5,0.6
3.027,-0.5,-0.4,-0.5,0.6
3.036,-0.5,-0.4,-0.5,0.6
3.105,-0.5,-0.4,-0.5,0.6
3.11,-0.5,-0.4,-0.5,0.6
3.207,-0.5,-0.4,-0.5,0.5
3.222,-0.5,-0.4,-0.5,0.5
3.232,-0.5,-0.4,-0.5,0.5
3.303,-0.5,-0.4,-0.5,0.5
3.312,-0.5,-0.4,-0.5,0.5
3.417,-0.5,-0.4,-0.5,0.5
3.43,-0.5,-0.4,-0.5,0.5
3.435,-0.5,-0.4,-0.5,0.5
