accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.002,0.3,3.5,9.1
0.005,-0.3,3.3,9.1
0.133,-1.9,3.2,8.6
0.136,-0.6,3.7,7.9
0.203,-1.3,3.7,6.9
0.211,-2.4,0.6,6.2
0.215,-1.9,1.5,8.7
0.324,-2.4,4.4,7.4
0.328,-3.3,5.0,4.9
0.428,-5.5,1.0,2.8
0.438,-8.1,-1.5,0.8
0.441,-10.5,-4.6,1.2
0.527,-14.0,-3.9,3.1
0.53,-16.3,-10.8,-1.0
0.55,-14.8,-8.9,4.2
0.628,-11.8,-6.3,2.7
0.631,-10.8,-5.1,3.2
0.726,-9.9,-3.9,2.7
0.729,-9.1,-2.6,1.9
0.742,-8.7,-2.3,3.1
0.829,-7.7,-2.4,2.7
0.836,-8.4,-3.3,3.5
0.901,-8.7,-3.5,3.7
0.905,-9.5,-3.4,3.5
0.908,-10.2,-2.3,3.1
1.026,-10.9,-1.7,2.5
1.127,-11.2,-1.7,2.2
1.131,-10.3,-1.4,2.0
1.144,-9.4,-1.7,1.9
1.227,-9.4,-2.0,2.1
1.237,-9.0,-1.8,2.3
1.241,-8.8,-1.8,2.3
1.327,-9.0,-1.4,2.3
1.331,-8.6,-1.2,2.1
1.431,-8.4,-1.1,2.0
1.434,-8.3,-1.5,2.2
1.438,-8.1,-1.7,2.4
1.528,-8.6,-1.3,2.9
1.549,-8.5,-1.3,2.5
1.601,-9.4,-1.7,2.5
1.605,-9.8,-2.0,2.6
1.609,-10.1,-2.0,2.8
1.725,-10.2,-1.8,2.8
1.732,-9.9,-1.7,2.7
1.828,-9.7,-2.0,2.6
1.835,-9.6,-1.9,2.8
1.843,-9.3,-2.2,2.8
1.939,-9.6,-2.4,2.6
1.953,-9.4,-2.3,2.7
2.025,-9.5,-2.1,2.6
2.037,-9.4,-1.9,2.5
2.043,-9.4,-1.9,2.5
2.131,-9.6,-1.8,2.3
2.134,-9.4,-1.8,2.2
2.227,-9.5,-1.7,2.2
2.23,-9.5,-1.5,2.1
2.237,-9.0,-1.5,2.1
2.302,-8.9,-1.4,2.3
2.309,-8.6,-1.5,2.3
2.424,-8.6,-1.4,2.5
2.433,-8.8,-1.4,2.5
2.527,-8.9,-1.5,2.6
2.53,-9.3,-1.5,2.7
2.538,-9.3,-1.5,2.7
2.626,-9.4,-1.6,2.6
2.634,-9.4,-1.7,2.6
2.647,-9.6,-1.8,2.5
2.734,-9.6,-1.8,2.5
2.737,-9.6,-2.0,2.4
2.824,-9.3,-2.1,2.3
2.828,-9.4,-2.0,2.5
2.925,-9.2,-2.0,2.4
2.928,-9.3,-2.0,2.4
2.932,-9.4,-1.8,2.6
3.002,-9.3,-1.9,2.5
3.011,-9.5,-2.1,2.4
3.124,-9.4,-2.1,2.5
3.127,-9.3,-1.9,2.6
3.227,-8.8,-2.0,2.5
3.23,-9.7,-1.8,2.5
3.238,-9.4,-1.9,2.5
3.327,-9.9,-2.0,2.3
3.33,-10.1,-1.5,2.6
3.333,-9.6,-1.4,2.4
3.427,-9.6,-1.3,2.4
3.44,-9.7,-1.9,1.6
3.525,-9.8,-1.5,1.2
3.532,-9.0,-1.7,1.4
3.536,-8.7,-2.1,1.5
3.628,-9.3,-2.1,1.6
3.631,-9.3,-1.7,1.8
3.7,-9.9,-1.2,2.1
3.703,-9.4,-1.2,2.1
3.706,-9.4,-1.3,2.1
3.826,-9.4,-1.2,2.1
3.844,-9.6,-1.3,2.1
3.928,-9.6,-1.3,2.1
3.935,-9.2,-1.4,2.3
3.938,-8.8,-1.1,2.5
4.028,-8.4,-1.6,2.6
4.032,-9.1,-1.7,2.9
4.125,-9.5,-1.8,2.8
4.129,-8.9,-1.7,2.5
4.132,-9.5,-1.6,2.4
4.237,-10.1,-1.6,2.2
4.241,-10.7,-1.2,2.0
4.326,-10.3,-1.1,2.3
4.334,-10.1,-0.7,2.3
4.337,-9.3,-0.9,2.5
4.402,-9.7,0.0,3.5
4.405,-8.5,-0.6,3.2
4.523,-9.5,-0.3,3.8
4.526,-10.5,-0.1,2.4
4.628,-9.9,1.2,2.7
4.654,-9.8,2.4,1.1
4.658,-7.4,1.9,4.7
4.73,-4.7,0.3,4.5
4.733,-5.0,-2.7,12.9
4.825,-9.8,-1.6,3.9
4.828,-2.6,-3.3,6.3
4.835,-5.7,-2.0,7.3
4.927,-8.3,1.7,2.9
4.93,-11.6,5.3,2.5
5.025,-10.8,9.5,2.7
5.032,-12.5,12.1,6.6
5.037,-28.5,2.5,-15.6
5.102,-10.9,-10.0,-18.6
5.106,-17.8,-11.5,-33.6
5.223,17.6,-10.9,-21.3
5.226,15.3,-4.1,13.8
5.326,-27.8,-19.6,39.1
5.334,39.2,-3.4,39.2
5.339,0.5,-30.2,30.9
5.427,-24.8,-21.1,-25.5
5.432,11.4,3.8,-12.0
5.44,3.8,19.0,-23.5
5.526,13.5,11.9,-9.6
5.53,2.2,2.7,-6.6
5.625,5.4,1.6,-2.6
5.628,-0.7,-0.2,-0.1
5.631,6.9,-6.5,6.0
5.727,-3.3,-3.0,10.7
5.758,-7.8,-10.6,14.9
5.827,-12.7,-39.2,34.6
5.838,6.0,-1.1,5.3
5.841,3.5,-3.2,5.0
5.926,1.3,-3.0,3.0
6.027,1.0,1.7,-0.3
6.03,1.0,-3.5,6.3
6.033,4.0,-1.4,11.8
6.126,3.4,-0.6,13.1
6.129,-10.3,1.5,24.5
6.149,2.0,-2.9,10.8
6.225,-4.0,0.8,4.5
6.228,1.9,-1.8,4.3
6.231,2.2,-4.0,10.2
6.326,2.9,-5.9,11.4
6.331,1.6,-9.1,8.9
6.427,0.9,-5.1,6.7
6.431,0.3,-3.5,6.7
6.5,0.5,-3.9,8.9
6.512,1.2,-4.9,10.1
6.516,0.9,-5.1,8.8
6.629,0.9,-4.4,7.6
6.632,0.6,-4.8,8.1
6.728,0.6,-5.4,8.9
6.745,0.6,-5.1,8.9
6.752,1.0,-4.8,8.1
6.827,1.1,-5.2,7.7
6.83,0.8,-6.0,8.1
6.925,0.5,-6.1,8.2
6.945,0.6,-5.4,8.1
6.949,0.8,-5.2,8.2
7.026,1.0,-5.0,8.3
7.029,1.2,-5.1,8.3
7.129,1.1,-5.1,8.4
7.132,0.9,-5.1,8.4
7.136,0.8,-5.0,8.5
7.204,0.9,-5.2,8.5
7.207,0.9,-5.3,8.1
