orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.13,-0.9,-0.0,0.0,0.5
0.361,-0.9,-0.0,0.0,0.4
0.515,-0.9,0.0,-0.1,0.3
0.733,-0.9,0.2,-0.2,0.1
0.959,-0.9,0.3,-0.4,-0.1
1.217,-0.8,0.4,-0.5,-0.3
1.408,-0.7,0.4,-0.5,-0.2
1.604,-0.8,0.4,-0.5,-0.2
1.801,-0.8,0.3,-0.5,-0.1
2.004,-0.8,0.3,-0.4,-0.0
2.221,-0.9,0.3,-0.4,-0.0
2.407,-0.9,0.3,-0.4,-0.0
2.64,-0.8,0.3,-0.5,-0.1
2.805,-0.7,0.3,-0.5,-0.3
3.027,-0.7,0.3,-0.6,-0.3
3.212,-0.7,0.3,-0.6,-0.3
3.425,-0.8,0.3,-0.5,-0.2
3.629,-0.9,0.3,-0.3,-0.1
3.829,-0.9,0.3,-0.3,-0.1
4.007,-0.8,0.4,-0.4,-0.2
4.237,-0.7,0.4,-0.5,-0.3
4.41,-0.6,0.4,-0.5,-0.4
4.63,-0.7,0.4,-0.5,-0.4
4.812,-0.8,0.4,-0.4,-0.2
5.026,-0.9,0.3,-0.3,-0.1
5.215,-0.9,0.4,-0.3,-0.1
5.412,-0.8,0.3,-0.4,-0.2
5.622,-0.7,0.4,-0.5,-0.3
5.821,-0.6,0.4,-0.5,-0.4
6.014,-0.6,0.4,-0.5,-0.4
6.207,-0.7,0.4,-0.5,-0.4
6.417,-0.8,0.3,-0.4,-0.4
6.618,-0.9,0.1,-0.4,-0.2
6.819,-0.9,0.1,-0.4,-0.2
7.017,-0.9,0.2,-0.4,-0.2
7.237,-0.7,0.1,-0.7,-0.3
7.43,-1.0,0.1,-0.1,-0.2
7.638,-1.0,0.1,-0.0,-0.2
7.808,-1.0,0.2,0.0,-0.2
8.046,-1.0,0.1,-0.0,-0.2
8.226,-1.0,0.2,-0.0,-0.2
8.449,-1.0,0.2,0.0,-0.2
8.619,-1.0,0.2,0.0,-0.2
8.843,-1.0,0.2,0.0,-0.2
9.03,-1.0,0.2,0.0,-0.2
9.238,-1.0,0.2,0.0,-0.2
9.424,-1.0,0.2,0.0,-0.2
9.705,-1.0,0.2,0.0,-0.2
9.925,-1.0,0.2,0.0,-0.2
10.111,-1.0,0.2,0.0,-0.2
10.322,-1.0,0.2,0.0,-0.2
10.51,-1.0,0.2,0.0,-0.2
10.726,-1.0,0.2,0.0,-0.2
10.907,-1.0,0.2,0.0,-0.2
11.124,-1.0,0.2,0.0,-0.2
11.319,-1.0,0.2,0.0,-0.2
11.527,-1.0,0.2,0.0,-0.2
11.71,-1.0,0.2,0.0,-0.2
11.927,-1.0,0.2,0.0,-0.2
12.11,-1.0,0.1,-0.0,-0.2
12.31,-1.0,0.1,-0.0,-0.2
12.506,-1.0,0.1,-0.0,-0.2
12.706,-1.0,0.1,-0.1,-0.2
12.916,-1.0,0.1,-0.1,-0.2
13.119,-1.0,0.1,-0.1,-0.2
13.351,-1.0,0.1,-0.1,-0.2
13.53,-1.0,0.1,-0.1,-0.2
13.715,-1.0,0.1,-0.1,-0.2
13.92,-1.0,0.1,-0.1,-0.2
