orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.119,0.6,0.1,-0.1,-0.8
0.35,0.6,0.1,-0.1,-0.8
0.526,0.6,0.1,-0.1,-0.8
0.835,0.6,0.1,-0.1,-0.8
0.938,0.6,0.1,-0.1,-0.8
1.148,0.6,0.1,-0.1,-0.8
1.334,0.7,0.2,0.1,-0.7
1.544,0.7,0.3,0.5,-0.3
1.74,0.7,0.2,0.7,-0.1
1.943,0.6,0.2,0.8,0.0
2.129,0.7,0.2,0.7,-0.1
2.37,0.6,0.4,0.5,-0.4
2.546,0.7,0.2,0.5,-0.5
2.82,0.7,0.2,0.5,-0.5
3.037,0.7,0.2,0.7,-0.2
3.213,0.7,0.2,0.7,-0.0
3.445,0.6,0.4,0.6,-0.3
3.616,0.7,0.2,0.5,-0.5
3.846,0.7,0.1,0.5,-0.5
4.013,0.6,0.3,0.6,-0.3
4.185,0.6,0.4,0.6,-0.2
4.423,0.7,0.2,0.5,-0.4
4.61,0.7,0.0,0.3,-0.7
4.825,0.7,-0.1,0.1,-0.7
5.011,0.7,-0.1,0.3,-0.7
5.215,0.6,-0.2,0.3,-0.7
5.421,0.6,-0.2,0.4,-0.7
5.62,0.6,-0.2,0.3,-0.7
5.826,0.6,-0.2,0.3,-0.7
6.018,0.6,-0.2,0.3,-0.7
6.212,0.6,-0.2,0.3,-0.7
6.423,0.6,-0.2,0.3,-0.7
6.618,0.6,-0.2,0.3,-0.7
6.846,0.6,-0.2,0.3,-0.7
7.017,0.6,-0.2,0.3,-0.7
7.241,0.6,-0.2,0.3,-0.7
7.459,0.5,-0.1,0.2,-0.9
7.641,0.4,-0.2,0.1,-0.9
7.833,0.6,-0.2,0.1,-0.8
8.046,0.5,-0.1,-0.1,-0.9
8.223,0.5,-0.1,-0.1,-0.9
8.536,0.5,-0.1,-0.1,-0.8
8.659,0.5,-0.0,-0.1,-0.8
8.862,0.5,-0.1,-0.1,-0.8
9.026,0.5,-0.1,-0.1,-0.8
