vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
-0.173,-1.667,-9.7,0.0
-0.095,-1.55,-9.7,0.003
0.199,-1.49,-9.9,0.005
-0.114,-1.961,-9.5,0.007
0.241,-2.706,-9.3,0.008
-0.014,-2.961,-9.2,0.014
0.887,-2.371,-9.8,0.1
1.102,-1.92,-9.5,0.102
-0.272,-1.177,-8.9,0.103
0.315,-0.549,-9.5,0.105
0.041,-0.706,-9.5,0.107
0.12,-1.098,-9.7,0.196
-0.173,-1.667,-9.5,0.197
-0.115,-1.451,-9.8,0.199
-0.174,-1.157,-10.0,0.201
0.1,-1.0,-10.1,0.202
0.002,-1.02,-9.8,0.297
-0.174,-1.157,-9.6,0.298
-0.037,-1.334,-9.7,0.3
-0.037,-1.334,-9.7,0.311
0.061,-1.314,-9.7,0.313
-0.2,-1.1,-9.7,0.396
-0.2,-1.2,-9.6,0.398
0.1,-1.3,-9.7,0.4
-0.3,-1.2,-9.5,0.401
-0.1,-1.3,-9.4,0.403
0.0,-1.4,-9.3,0.497
-0.3,-1.5,-8.9,0.499
-0.1,-2.4,-8.3,0.5
-0.3,-3.4,-7.0,0.502
-0.3,-3.6,-6.0,0.504
-0.4,-1.871,-5.887,0.596
-0.5,-1.324,-5.062,0.598
-1.8,-0.816,-4.042,0.6
-1.2,-1.383,-4.768,0.605
-2.4,-3.108,-5.321,0.607
-5.78,0.096,-4.38,0.697
2.188,3.582,-2.912,0.704
0.324,3.035,-3.976,0.718
-0.994,3.059,-3.794,0.719
-3.798,4.22,-2.598,0.721
1.684,8.004,2.449,0.799
2.628,9.693,4.438,0.801
1.236,10.391,3.964,0.803
-0.948,10.412,1.448,0.805
-2.545,11.236,3.045,0.806
-0.759,11.965,9.6,0.903
-0.769,14.425,11.033,0.904
-1.496,16.816,11.167,0.906
-4.129,18.182,14.6,0.908
-5.947,17.112,18.7,0.909
-3.366,-3.043,23.615,0.996
-6.0,-9.9,18.3,0.998
-2.237,-10.739,15.363,1.0
-3.392,-6.755,12.408,1.001
-4.478,-3.151,11.022,1.003
-3.467,-3.267,10.533,1.096
-3.5,-1.92,10.56,1.111
-3.3,-2.348,10.164,1.114
-3.0,-2.664,10.152,1.115
-2.6,-3.184,10.512,1.196
-2.1,-2.992,10.456,1.198
-2.1,-2.692,10.056,1.199
-1.9,-2.692,10.056,1.202
