vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.866,8.429,-7.583,0.0
2.167,8.767,-7.167,0.002
3.493,8.533,-5.213,0.004
1.39,7.319,-4.862,0.103
0.222,6.976,-5.328,0.104
0.562,7.176,-5.448,0.106
0.163,7.414,-5.931,0.111
1.889,8.843,-5.494,0.113
2.643,8.714,-4.071,0.114
0.962,7.776,-5.648,0.202
0.954,7.871,-5.677,0.204
0.954,7.871,-5.677,0.206
0.649,7.743,-5.674,0.207
0.928,7.705,-5.53,0.209
1.006,7.529,-5.103,0.21
1.138,7.524,-5.152,0.301
1.459,7.462,-5.096,0.302
0.798,7.324,-5.032,0.304
0.798,7.324,-5.032,0.306
1.516,7.184,-4.51,0.402
1.169,7.131,-4.38,0.403
1.122,6.278,-5.551,0.405
-0.018,7.818,-2.876,0.406
-0.388,7.888,-2.682,0.408
-1.006,7.406,-4.459,0.523
0.304,7.996,-4.027,0.525
0.951,8.349,-4.157,0.526
0.745,8.955,-4.616,0.528
-0.398,9.098,-3.914,0.53
-0.25,9.303,-4.104,0.579
0.169,9.416,-3.454,0.58
0.526,9.454,-3.106,0.582
0.382,9.393,-4.157,0.588
0.235,9.608,-4.977,0.59
1.14,9.98,-1.4,0.675
1.48,9.36,0.4,0.677
1.356,9.292,1.6,0.678
0.672,9.804,1.4,0.68
0.204,9.628,0.7,0.801
0.916,9.212,0.4,0.802
2.781,8.518,0.273,0.804
2.957,8.681,0.96,0.805
2.321,9.01,2.37,0.807
0.741,9.394,3.294,0.903
0.024,9.482,2.982,0.905
-0.002,9.443,1.843,0.91
0.471,9.247,0.347,0.911
0.455,8.592,-0.508,0.913
0.42,7.269,-0.031,0.914
1.291,5.883,1.547,1.001
0.53,5.36,1.736,1.005
-0.166,5.568,2.313,1.007
-1.687,5.726,3.23,1.009
-4.206,5.587,4.385,1.011
-3.072,5.728,7.76,1.101
-4.569,5.831,9.184,1.103
-5.654,5.946,10.605,1.104
-6.783,6.117,12.804,1.12
-7.487,6.013,15.638,1.121
0.196,1.384,19.296,1.202
1.74,-0.554,18.74,1.204
2.522,-1.305,16.622,1.209
2.051,0.093,14.451,1.21
1.588,-0.118,12.588,1.212
0.945,2.775,10.734,1.301
0.781,3.672,9.342,1.303
0.516,3.983,8.647,1.304
0.275,3.653,9.224,1.306
-0.258,3.316,10.125,1.308
-0.7,1.24,10.68,1.401
-0.6,0.36,10.52,1.407
-0.1,-0.204,10.372,1.409
0.2,-0.576,10.168,1.411
0.2,-1.444,9.692,1.412
0.928,-5.596,7.172,1.501
1.32,-5.483,6.78,1.503
1.252,-5.021,7.048,1.512
0.983,-4.56,7.117,1.514
0.872,-4.504,7.328,1.521
1.678,-5.449,7.222,1.601
1.959,-5.412,7.741,1.603
2.48,-5.063,7.82,1.604
2.473,-5.008,7.627,1.606
2.91,-6.169,7.59,1.608
2.667,-4.667,8.133,1.701
3.004,-0.927,9.396,1.703
3.133,2.167,10.067,1.708
4.008,2.045,9.892,1.709
3.867,-0.233,10.433,1.712
3.355,-4.084,10.145,1.826
2.363,-5.639,9.637,1.828
1.573,-6.108,9.327,1.829
1.037,-6.761,9.163,1.831
0.68,-7.663,8.92,1.833
0.765,-8.353,9.135,1.902
1.067,-8.767,9.733,1.912
1.653,-8.271,9.747,1.914
2.084,-6.69,8.516,1.915
1.827,-5.292,7.573,1.917
1.304,-4.527,7.396,1.918
1.029,-4.306,7.471,2.007
1.484,-4.49,7.816,2.008
1.186,-5.004,8.514,2.01
0.937,-5.261,8.763,2.101
0.8,-5.5,8.7,2.103
0.929,-5.906,8.371,2.104
0.908,-6.155,8.092,2.106
0.808,-6.155,7.992,2.107
-0.038,-6.197,7.89,2.201
0.182,-5.934,8.001,2.203
-0.018,-5.534,7.901,2.204
-0.073,-4.949,7.348,2.206
0.145,-4.616,6.847,2.211
