vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.004,9.915,-4.056,0.0
1.205,11.493,-2.82,0.002
1.211,13.265,-4.405,0.003
2.592,14.171,-4.087,0.005
-0.708,5.8,-3.644,0.01
-1.364,6.7,0.748,0.125
3.552,7.6,-1.464,0.126
2.928,8.0,-2.896,0.133
1.416,7.5,-2.712,0.135
1.868,8.1,-2.476,0.136
2.404,9.1,-2.528,0.226
1.7,9.5,-1.9,0.228
1.188,9.6,-1.216,0.231
1.076,9.7,-0.832,0.232
1.204,9.8,-1.628,0.234
1.304,9.9,-2.328,0.236
1.456,9.8,-2.492,0.325
1.332,9.9,-2.424,0.327
1.304,9.9,-2.328,0.328
1.44,9.9,-2.08,0.34
1.316,9.8,-2.012,0.342
1.248,9.8,-2.136,0.428
1.248,9.6,-2.136,0.43
1.248,9.3,-2.136,0.432
1.22,9.2,-2.04,0.433
1.208,9.3,-2.356,0.435
1.112,9.2,-2.384,0.528
1.056,9.0,-2.192,0.53
0.96,8.8,-2.22,0.536
0.836,8.4,-2.152,0.538
0.604,8.2,-2.428,0.54
0.084,7.8,-2.788,0.625
-0.384,7.8,-2.612,0.626
0.024,8.0,-1.868,0.628
1.024,8.9,-1.368,0.634
1.56,10.0,-1.42,0.635
-0.807,11.142,1.055,0.725
-0.922,11.531,1.474,0.727
-0.711,11.765,1.887,0.744
-0.965,11.692,1.623,0.746
-1.212,11.371,1.495,0.748
0.6,11.3,1.7,0.825
0.759,11.159,1.488,0.827
0.482,10.882,1.324,0.829
0.465,10.165,1.647,0.83
0.573,9.873,1.592,0.832
0.594,9.794,1.141,0.951
0.431,9.331,1.28,0.957
0.627,9.227,1.308,0.959
0.71,9.31,1.031,0.961
0.659,9.159,1.188,0.962
0.641,9.341,0.912,1.025
0.624,9.524,0.635,1.026
0.549,9.249,0.857,1.028
0.696,9.396,0.727,1.029
0.72,9.52,0.663,1.031
0.696,9.396,0.727,1.131
0.449,9.349,0.857,1.141
0.473,9.473,0.792,1.143
0.663,9.963,0.561,1.145
0.512,9.912,0.718,1.151
0.241,9.741,0.912,1.226
0.245,9.645,0.884,1.228
0.176,9.676,0.765,1.23
0.171,9.571,0.406,1.232
-0.102,9.198,0.214,1.233
-0.171,8.529,-0.006,1.325
-0.424,7.676,-0.335,1.327
-1.029,6.571,-0.194,1.332
-1.557,5.643,-0.302,1.334
-1.965,4.835,-0.447,1.335
-2.3,4.408,0.244,1.424
-2.928,3.922,0.434,1.426
-2.9,3.8,0.5,1.427
-2.208,3.708,1.545,1.429
-1.275,1.981,3.88,1.525
-0.885,0.713,5.875,1.536
-0.897,0.023,7.935,1.542
-1.714,-0.539,9.703,1.544
-2.096,-2.303,11.313,1.546
5.363,-6.614,10.111,1.627
5.202,-5.476,11.628,1.628
5.759,-10.362,11.456,1.63
8.101,-14.838,12.064,1.632
8.171,-12.557,10.986,1.633
8.507,-12.295,0.595,1.724
6.875,-11.532,0.532,1.726
6.022,-11.656,-0.144,1.728
5.305,-10.154,-0.046,1.729
4.524,-9.097,0.597,1.731
2.5,-9.5,-1.0,1.824
1.64,-9.592,-0.956,1.826
1.74,-9.552,-0.736,1.828
2.04,-9.732,-0.476,1.829
2.26,-10.348,0.036,1.835
0.611,-11.469,-3.477,1.926
0.711,-13.129,-4.357,1.927
0.9,-13.3,-4.9,1.929
1.189,-12.111,-2.963,1.934
2.011,-11.349,-0.817,1.936
1.196,-10.989,3.436,2.024
1.031,-10.193,4.091,2.026
1.256,-9.069,4.736,2.028
1.415,-8.644,4.855,2.029
1.118,-8.855,4.318,2.031
0.6,-9.3,3.4,2.124
0.064,-9.691,2.564,2.126
-0.333,-9.602,1.927,2.128
-0.451,-9.747,1.509,2.129
0.31,-10.124,0.628,2.131
0.858,-10.262,-2.113,2.224
1.074,-10.166,-2.178,2.225
1.374,-10.106,-1.098,2.231
1.679,-9.941,0.614,2.232
2.258,-9.642,2.047,2.244
1.702,-7.848,5.77,2.324
1.547,-7.667,5.827,2.326
1.448,-7.89,5.562,2.328
1.536,-8.205,5.039,2.329
1.529,-8.614,4.557,2.331
0.434,-9.351,3.647,2.424
0.328,-9.491,3.426,2.426
0.209,-9.413,3.162,2.427
1.46,-9.394,2.13,2.429
1.376,-9.328,2.038,2.434
1.376,-9.328,2.038,2.524
1.327,-9.284,2.114,2.526
1.327,-9.284,2.114,2.527
0.0,-9.0,3.0,2.529
-0.013,-9.081,3.057,2.531
0.066,-9.149,3.153,2.624
0.066,-9.149,3.153,2.626
0.066,-9.149,3.153,2.627
0.104,-9.206,3.081,2.637
0.143,-9.264,3.009,2.639
0.918,-9.052,3.57,2.724
0.918,-9.052,3.57,2.726
0.949,-9.114,3.497,2.727
0.978,-9.252,3.49,2.729
0.879,-9.576,3.725,2.731
1.01,-9.262,3.788,2.824
1.143,-8.771,3.286,2.83
1.267,-8.967,3.367,2.832
1.106,-9.243,3.811,2.834
0.95,-9.062,3.868,2.835
0.952,-8.91,3.738,2.925
1.042,-9.248,3.65,2.927
1.135,-9.381,3.804,2.928
1.045,-9.119,3.956,2.934
1.045,-9.119,3.956,2.937
0.948,-9.29,4.062,3.023
0.852,-9.31,4.038,3.025
0.728,-9.19,4.022,3.04
0.699,-8.976,3.965,3.042
0.67,-8.838,3.972,3.124
0.641,-8.624,3.915,3.126
0.677,-8.329,3.954,3.127
0.744,-8.095,3.921,3.129
0.745,-8.019,3.856,3.134
0.686,-7.743,3.871,3.231
0.63,-7.262,4.128,3.232
0.455,-6.381,4.544,3.234
0.433,-5.733,4.533,3.236
0.674,-6.457,4.149,3.237
0.388,-8.652,2.587,3.324
0.137,-9.045,2.54,3.326
0.091,-8.689,2.565,3.327
0.162,-8.742,3.067,3.329
0.24,-8.882,3.619,3.331
-0.6,-8.16,4.62,3.451
-0.6,-7.58,4.56,3.453
-0.1,-7.24,4.68,3.463
0.3,-7.3,4.6,3.469
0.3,-7.22,4.54,3.471
0.3,-7.04,4.78,3.526
0.2,-7.48,4.86,3.528
0.2,-8.32,4.74,3.529
0.0,-8.26,4.82,3.531
-0.6,-7.86,6.02,3.532
-0.9,-8.02,6.64,3.534
-1.1,-8.04,5.78,3.536
-0.5,-7.12,4.34,3.622
0.4,-6.6,3.7,3.623
0.9,-6.56,3.92,3.625
0.8,-6.98,4.86,3.726
0.3,-7.66,6.12,3.732
-0.5,-8.18,6.76,3.733
-0.9,-8.64,6.48,3.735
-0.9,-9.72,6.04,3.737
0.238,-12.058,4.933,3.85
0.198,-12.075,5.514,3.859
0.178,-10.44,5.752,3.861
0.322,-9.56,5.048,3.862
0.334,-10.008,4.262,3.864
0.446,-9.757,3.675,3.96
0.91,-9.224,3.328,3.962
1.154,-9.843,3.825,3.963
1.107,-10.587,4.349,3.966
1.073,-10.278,4.288,3.969
1.046,-10.057,4.275,3.971
0.806,-9.974,4.657,4.022
0.601,-9.912,4.593,4.023
0.438,-9.958,4.133,4.025
0.22,-10.535,3.963,4.031
0.085,-11.214,4.208,4.124
-0.111,-11.364,4.379,4.126
0.021,-11.247,3.756,4.127
0.135,-11.121,3.355,4.129
0.274,-10.691,3.48,4.131
-0.747,-9.958,4.273,4.224
-0.864,-9.909,4.336,4.226
-0.729,-10.013,4.191,4.228
-0.607,-9.978,4.073,4.229
-0.315,-9.656,4.045,4.231
-0.009,-9.473,3.991,4.324
0.176,-9.629,4.136,4.329
0.067,-9.802,4.227,4.331
-0.135,-9.896,4.245,4.332
-0.013,-9.862,4.127,4.334
0.792,-9.31,5.118,4.424
1.43,-8.938,4.792,4.425
1.658,-8.352,4.25,4.427
1.505,-7.919,3.676,4.429
1.413,-7.633,3.393,4.431
1.353,-8.23,4.211,4.524
8.079,-12.368,-2.904,4.53
2.277,-11.115,-9.045,4.532
0.366,-9.249,3.253,4.534
0.834,-8.151,5.947,4.543
2.278,-9.77,2.739,4.624
2.479,-8.741,0.689,4.629
1.906,-8.825,0.503,4.631
1.898,-9.958,-0.301,4.632
2.092,-9.633,0.296,4.634
1.722,-8.63,1.461,4.724
1.405,-8.454,1.552,4.725
1.369,-8.432,1.384,4.727
1.217,-8.105,1.758,4.728
0.055,-7.683,2.951,4.824
0.391,-7.887,2.738,4.825
3.249,-9.123,2.33,4.827
5.702,-11.153,0.54,4.829
4.894,-11.14,0.379,4.83
4.215,-7.787,3.855,4.925
4.232,-9.209,2.104,4.927
3.777,-8.77,1.668,4.931
3.506,-8.508,2.583,4.933
3.719,-8.558,3.043,4.943
3.195,-9.557,2.933,5.024
2.789,-10.325,2.053,5.026
2.207,-9.021,2.694,5.028
2.51,-8.087,3.034,5.03
2.732,-7.948,3.515,5.031
2.68,-8.015,3.745,5.124
3.104,-7.955,3.554,5.125
3.553,-8.122,3.084,5.127
3.452,-8.433,2.97,5.133
3.369,-8.84,2.398,5.135
4.732,-8.349,1.453,5.225
4.755,-8.566,1.502,5.227
4.711,-8.658,1.725,5.229
4.668,-8.451,1.847,5.231
4.443,-8.308,2.177,5.233
4.126,-8.27,2.491,5.324
3.851,-8.213,2.46,5.326
3.957,-8.692,1.923,5.327
3.974,-9.13,1.609,5.338
4.792,-8.994,1.017,5.339
4.651,-9.413,0.86,5.423
4.453,-9.04,1.381,5.425
4.391,-8.768,1.796,5.43
4.583,-7.962,2.213,5.432
4.017,-7.938,2.787,5.434
4.219,-8.164,2.508,5.523
3.877,-8.583,2.851,5.526
4.4,-7.8,2.2,5.527
4.355,-7.966,2.302,5.529
4.375,-7.957,2.13,5.534
4.781,-8.036,1.592,5.651
5.275,-8.757,1.03,5.654
