gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.0,-0.2,-0.1,-0.1
0.001,0.2,-0.2,-0.1
0.003,0.1,0.2,-0.0
0.005,-0.1,-0.0,0.1
0.126,-0.3,-0.0,0.0
0.132,-0.1,0.1,0.1
0.133,-0.0,0.1,0.1
0.135,-0.1,-0.1,-0.0
0.136,0.1,-0.0,-0.1
0.236,0.2,0.1,-0.1
0.237,0.0,0.1,-0.0
0.239,0.0,0.1,-0.0
0.241,0.0,0.0,-0.0
0.242,0.0,-0.0,-0.1
0.243,0.0,-0.0,-0.0
0.341,-0.0,0.0,0.0
0.35,-0.1,0.1,0.1
0.353,-0.0,0.1,0.1
0.354,0.0,0.1,0.2
0.369,0.0,0.2,0.4
0.432,-0.0,0.2,0.5
0.434,0.1,0.2,0.5
0.435,0.0,0.0,-0.0
0.437,0.0,0.0,0.0
0.438,0.0,0.1,0.0
0.532,0.0,0.0,-0.0
0.534,0.0,0.0,-0.0
0.539,0.0,0.0,-0.0
0.54,0.0,0.0,-0.0
0.542,0.0,0.0,-0.0
0.629,0.0,0.0,-0.0
0.631,0.0,0.0,-0.0
0.637,0.1,0.0,-0.0
0.638,0.1,0.0,-0.0
0.64,0.0,0.1,-0.0
0.737,-0.0,0.1,0.0
0.746,-0.1,0.1,0.0
0.749,-0.1,0.1,-0.0
0.764,-0.1,0.1,-0.0
0.766,-0.1,0.2,-0.0
0.827,-0.0,0.3,-0.1
0.829,-0.0,0.4,-0.0
0.834,0.0,0.4,-0.0
0.836,0.0,0.5,-0.1
0.837,0.0,0.6,-0.1
0.919,-0.0,0.7,-0.1
0.92,-0.0,0.8,-0.1
0.922,0.0,0.8,-0.1
0.923,0.2,0.9,-0.1
0.925,0.2,0.9,-0.1
1.022,0.2,0.9,-0.1
1.024,0.2,0.9,-0.2
1.025,0.2,0.9,-0.2
1.141,0.3,0.8,-0.1
1.143,0.4,0.8,-0.1
1.152,0.5,0.7,0.0
1.154,0.5,0.6,0.0
1.165,0.3,0.5,0.0
1.166,0.1,0.5,0.0
1.231,0.1,0.4,0.0
1.232,0.1,0.4,0.0
1.234,0.3,0.4,0.0
1.238,0.5,0.4,0.0
1.24,0.6,0.3,0.0
1.242,0.6,0.2,0.0
1.325,0.4,0.2,0.0
1.327,0.3,0.1,0.0
1.337,0.2,0.1,0.1
1.338,0.3,0.1,0.1
1.431,0.4,0.1,0.1
1.434,0.4,0.0,0.1
1.435,0.4,0.0,0.1
1.437,0.4,0.1,0.1
1.44,0.4,0.1,0.1
1.544,0.4,0.1,0.1
1.546,0.3,-0.0,0.1
1.557,0.3,-0.1,0.1
1.559,0.4,-0.2,0.1
1.561,0.5,-0.3,0.1
1.63,0.5,-0.4,0.0
1.631,0.4,-0.5,0.0
1.633,0.3,-0.6,-0.0
1.634,0.2,-0.6,0.0
1.641,0.2,-0.7,-0.0
1.729,0.2,-0.8,-0.0
1.731,0.2,-0.8,-0.1
1.737,0.3,-0.8,-0.1
1.739,0.3,-0.8,-0.1
1.741,0.3,-0.8,-0.1
1.826,0.4,-0.8,-0.1
1.833,0.5,-0.8,-0.0
1.836,0.4,-0.9,0.1
1.838,-0.1,-0.9,0.3
1.84,-0.7,-0.8,0.5
1.928,-1.5,-0.7,0.6
1.939,-2.0,-0.6,0.5
1.941,-2.0,-0.4,0.4
1.943,-1.5,-0.3,0.3
1.944,-0.6,-0.3,0.1
1.996,0.1,-0.4,-0.0
2.004,0.5,-0.5,0.0
2.006,0.4,-0.6,0.1
2.007,0.2,-0.6,0.2
2.125,-0.2,-0.5,0.4
2.127,-0.4,-0.6,0.4
2.129,-0.4,-0.5,0.4
2.131,-0.3,-0.4,0.4
2.137,-0.1,-0.4,0.4
2.235,0.1,-0.3,0.3
2.236,0.3,-0.3,0.1
2.238,0.4,-0.2,0.1
2.239,0.5,-0.2,0.0
2.241,0.4,-0.2,0.0
2.243,0.2,-0.2,0.0
