gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,0.0,-0.1,0.0
0.009,0.1,-0.1,0.1
0.102,2.4,0.3,0.6
0.105,-2.4,0.1,0.2
0.118,-0.0,0.0,0.2
0.225,-0.0,0.1,0.0
0.229,0.2,0.1,0.0
0.357,-0.0,0.0,0.1
0.365,-0.0,0.0,0.1
0.377,-0.1,0.0,0.1
0.438,-0.1,0.0,0.1
0.441,-0.2,-0.0,0.2
0.444,-0.5,-0.0,0.4
0.534,-1.3,-0.2,0.8
0.537,-2.4,-0.4,1.5
0.629,-2.4,-0.7,1.6
0.633,-1.6,-0.1,2.0
0.636,-1.8,-0.4,1.9
0.72,-1.6,-0.2,2.0
0.732,-1.5,-0.3,1.5
0.798,-0.8,0.1,1.2
0.803,-1.0,0.6,1.2
0.94,-1.1,1.3,1.3
0.944,0.0,2.4,1.4
1.032,1.2,3.4,1.6
1.035,1.1,2.8,1.3
1.039,-0.9,-0.6,0.5
1.142,-1.8,-0.8,-0.1
1.153,-0.2,0.3,-0.0
1.157,-0.1,0.6,-0.3
1.23,-0.4,0.1,-0.3
1.234,-0.8,0.0,-0.1
1.327,-0.3,0.1,0.0
1.332,-0.4,0.1,0.1
1.338,-0.9,-0.0,0.1
1.437,-0.9,-0.2,0.1
1.446,-0.8,-0.1,0.1
1.531,-0.5,-0.1,0.0
1.544,-0.3,0.0,-0.0
1.547,-0.2,0.0,-0.0
1.614,-0.1,0.0,-0.0
1.617,-0.1,0.0,-0.0
1.723,-0.1,0.0,-0.0
1.726,-0.1,-0.0,-0.0
1.829,-0.1,-0.0,0.0
1.834,-0.1,-0.0,0.0
1.845,-0.1,-0.0,-0.0
1.9,-0.0,-0.0,-0.0
1.903,-0.1,0.0,-0.0
2.005,-0.0,0.0,-0.0
2.008,-0.0,0.0,-0.1
2.011,-0.0,0.0,-0.1
2.105,-0.0,0.0,-0.1
2.108,-0.0,0.0,-0.1
2.221,-0.1,-0.0,-0.1
2.233,-0.0,-0.0,-0.1
2.302,-0.0,-0.0,-0.1
2.321,-0.1,-0.1,-0.1
2.324,-0.1,-0.1,-0.1
2.408,-0.1,-0.0,-0.1
2.414,-0.0,-0.0,-0.1
2.523,-0.0,-0.0,-0.1
2.527,-0.0,-0.0,-0.1
2.534,-0.0,-0.0,-0.1
2.637,-0.0,-0.0,-0.1
2.648,-0.0,-0.1,-0.1
2.659,-0.0,-0.1,-0.1
2.728,0.0,-0.1,-0.1
2.731,0.0,-0.1,-0.1
2.827,-0.0,-0.1,-0.0
2.831,-0.1,-0.2,-0.0
2.834,-0.1,-0.2,0.0
2.93,-0.2,-0.2,0.0
2.933,-0.2,-0.3,0.1
3.036,-0.3,-0.3,0.1
3.04,-0.2,-0.3,0.0
3.058,-0.3,-0.3,-0.0
3.128,-0.1,-0.2,-0.1
3.134,-0.0,-0.2,-0.1
3.223,-0.4,-0.2,-0.1
3.226,-0.4,-0.2,-0.0
3.235,-0.3,-0.3,-0.0
3.325,-0.6,-0.4,-0.1
3.328,-0.5,-0.4,-0.2
