accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.001,-2.7,-0.2,9.1
0.102,-1.4,-0.5,9.6
0.109,-2.4,-0.6,9.6
0.113,-2.3,-1.0,9.5
0.203,-2.6,-0.6,9.5
0.211,-2.5,-0.5,9.4
0.302,-2.6,-0.6,9.4
0.31,-2.4,-0.7,9.5
0.313,-2.6,-0.6,9.5
0.444,-2.4,-0.8,9.4
0.448,-2.4,-0.8,9.5
0.52,-2.4,-0.8,9.5
0.527,-2.5,-0.9,9.5
0.53,-2.5,-1.0,9.4
0.625,-2.1,-1.6,9.1
0.628,-2.4,-1.1,9.9
0.703,-2.2,-1.6,9.4
0.712,-2.3,-0.7,9.7
0.715,-2.4,-2.4,9.3
0.8,-2.3,-2.8,9.2
0.813,-2.6,-3.0,9.0
0.902,-2.5,-2.5,9.1
0.905,-2.5,-2.6,9.3
0.908,-2.5,-2.1,9.4
1.029,-2.3,-3.2,8.6
1.032,-2.5,-1.6,9.9
1.13,-2.3,-2.5,9.1
1.133,-2.7,-3.9,8.6
1.144,-2.8,-4.5,8.6
1.228,-2.8,-4.7,8.4
1.231,-2.9,-4.0,8.3
1.235,-2.7,-4.2,8.5
1.334,-2.3,-4.0,8.8
1.337,-2.0,-4.2,8.5
1.428,-2.0,-4.1,8.6
1.433,-2.2,-4.2,8.6
1.437,-2.4,-4.5,8.3
1.529,-2.6,-4.9,8.1
1.546,-2.7,-4.7,8.4
1.627,-2.6,-4.5,8.4
1.631,-2.6,-4.5,8.4
1.634,-2.7,-4.5,8.3
1.729,-2.7,-4.6,8.3
1.734,-2.8,-4.7,8.2
1.829,-2.8,-4.7,8.1
1.833,-2.9,-4.6,8.2
1.931,-2.8,-4.4,8.0
1.944,-3.0,-4.8,8.2
1.953,-3.0,-4.8,8.1
2.031,-3.0,-5.0,8.0
2.036,-3.1,-4.8,8.0
2.126,-3.3,-4.7,8.0
2.13,-3.3,-4.9,7.9
2.133,-3.4,-5.0,7.8
2.228,-3.4,-4.8,7.9
2.232,-3.3,-4.7,8.1
2.326,-3.4,-4.6,8.1
2.34,-3.6,-4.4,8.1
2.353,-3.9,-4.3,8.0
2.428,-4.2,-4.4,8.0
2.436,-4.3,-4.8,7.8
2.531,-4.3,-4.5,7.6
2.534,-4.6,-4.7,7.3
2.537,-4.6,-5.0,6.8
2.628,-5.0,-4.9,7.0
2.636,-5.5,-4.8,7.6
2.729,-5.4,-4.5,6.7
2.732,-5.6,-5.3,6.4
2.739,-6.1,-4.7,6.6
2.803,-6.4,-4.4,5.7
2.806,-6.8,-5.0,5.5
2.924,-6.9,-5.0,5.2
2.928,-7.1,-4.4,5.3
3.03,-7.1,-4.2,4.9
3.034,-7.0,-4.4,4.5
3.037,-7.2,-4.6,4.9
3.126,-7.2,-4.9,4.6
3.131,-7.0,-4.7,4.1
3.14,-7.2,-5.4,3.8
3.228,-7.3,-5.1,4.4
3.235,-7.2,-3.8,4.3
3.326,-7.1,-4.3,4.0
3.336,-7.4,-5.3,3.9
3.426,-7.8,-4.6,3.5
3.429,-7.9,-5.0,3.3
3.443,-8.1,-4.8,3.5
3.503,-8.0,-4.4,3.0
3.509,-8.0,-5.3,2.4
3.625,-7.9,-4.8,2.7
3.628,-8.1,-4.2,2.8
3.727,-8.1,-4.6,2.6
3.731,-8.2,-5.1,2.3
3.741,-8.1,-4.9,2.6
3.826,-8.2,-5.0,2.6
3.83,-7.8,-4.4,2.5
3.851,-7.4,-4.8,2.3
3.928,-7.4,-4.2,2.4
3.931,-7.3,-4.2,3.2
4.029,-7.4,-4.6,3.1
4.032,-6.2,-4.2,3.7
4.036,-6.2,-4.5,4.0
4.127,-6.4,-4.6,4.9
4.13,-5.5,-5.0,4.4
4.201,-6.1,-6.9,4.4
4.215,-6.0,-5.3,4.4
4.219,-4.2,-4.0,4.0
4.33,-5.3,-6.8,8.1
4.334,2.4,-11.2,8.4
4.429,-1.9,-6.2,16.7
4.432,-5.5,-2.9,2.0
4.435,-6.4,-10.2,6.7
4.528,1.9,-0.6,4.9
4.531,0.6,-2.0,7.0
4.626,-1.3,-2.1,8.8
4.64,-2.3,-1.1,16.4
4.645,0.4,-5.7,9.0
4.734,-0.6,-4.4,7.0
4.737,0.1,-6.2,7.0
4.826,-0.7,-4.2,7.0
4.831,-2.3,-2.7,7.2
4.835,-6.4,-4.0,11.3
4.908,-6.9,-3.4,9.2
4.911,-5.0,-4.4,6.2
5.028,-3.1,-5.0,7.4
5.031,-3.1,-3.6,8.8
5.129,-2.8,-3.7,9.1
5.136,-2.7,-4.7,8.1
5.139,-2.6,-4.0,8.4
5.227,-3.1,-4.1,8.5
5.231,-3.5,-4.6,8.0
5.326,-3.6,-5.1,7.9
5.33,-3.3,-4.4,8.2
5.333,-3.4,-3.8,8.5
5.427,-3.3,-3.6,8.5
5.43,-3.3,-4.1,8.4
5.526,-3.1,-4.1,8.2
5.529,-3.1,-4.4,8.4
5.532,-3.2,-4.4,8.2
5.606,-3.1,-4.5,8.2
5.61,-3.2,-4.4,8.2
5.723,-3.2,-4.2,8.2
5.726,-3.2,-4.2,8.4
5.833,-3.3,-4.3,8.3
5.838,-3.3,-3.9,8.3
5.841,-3.2,-4.1,8.3
5.925,-3.2,-4.2,8.3
5.929,-3.2,-4.3,8.3
5.932,-3.2,-4.1,8.3
6.027,-3.2,-4.1,8.3
6.03,-3.3,-4.2,8.3
6.15,-3.2,-4.2,8.3
6.154,-3.2,-4.1,8.3
6.176,-3.3,-4.1,8.3
6.255,-3.3,-4.1,8.3
6.258,-3.2,-4.0,8.4
6.261,-3.2,-4.1,8.3
6.325,-3.2,-4.2,8.3
6.333,-3.2,-4.1,8.4
6.427,-3.2,-4.3,8.3
6.43,-3.2,-4.1,8.3
6.501,-3.2,-4.0,8.3
6.514,-3.3,-4.1,8.4
6.517,-3.2,-4.0,8.4
6.625,-3.2,-4.2,8.3
6.728,-3.3,-4.1,8.3
6.731,-3.2,-4.0,8.4
6.734,-3.2,-4.1,8.4
6.825,-3.3,-4.1,8.4
6.834,-3.2,-4.0,8.4
6.838,-3.2,-4.2,8.3
6.927,-3.2,-4.1,8.3
6.94,-3.2,-4.1,8.3
7.025,-3.2,-4.2,8.3
7.028,-3.2,-4.0,8.4
7.035,-3.2,-4.1,8.4
7.127,-3.2,-4.0,8.4
7.13,-3.2,-4.1,8.4
7.2,-3.2,-4.1,8.4
7.203,-3.3,-4.1,8.4
7.207,-3.2,-4.1,8.3
7.343,-3.2,-4.0,8.4
7.347,-3.2,-4.1,8.4
7.43,-3.2,-4.0,8.4
7.439,-3.2,-4.1,8.3
7.442,-3.2,-4.0,8.4
7.527,-3.2,-4.0,8.4
7.536,-3.2,-4.0,8.3
7.625,-3.2,-4.0,8.4
7.628,-3.2,-4.1,8.4
7.631,-3.2,-4.0,8.4
7.729,-3.1,-4.1,8.4
7.733,-3.3,-4.2,8.4
7.825,-3.1,-4.0,8.4
7.834,-3.4,-4.0,8.2
7.837,-3.3,-3.8,8.4
7.901,-3.3,-3.8,8.5
7.911,-3.1,-3.8,8.5
8.031,-3.2,-3.8,8.6
8.035,-3.1,-4.1,8.5
8.137,-3.2,-4.0,8.4
8.142,-3.3,-3.7,8.5
8.145,-3.4,-3.7,8.5
8.227,-3.2,-3.7,8.5
8.231,-3.2,-3.4,8.6
8.237,-3.3,-3.7,8.5
8.326,-3.3,-3.8,8.4
8.329,-3.1,-3.7,8.5
8.428,-3.1,-3.4,8.7
8.436,-3.1,-3.3,8.8
8.525,-3.2,-3.3,8.7
8.528,-3.3,-2.9,8.9
8.531,-2.9,-3.1,8.7
8.601,-3.7,-3.4,8.6
8.605,-2.9,-3.1,8.8
8.723,-4.3,-3.6,8.6
8.726,-4.8,-3.4,8.5
8.808,-2.7,-3.9,8.7
8.817,-2.3,-3.6,8.7
8.831,-2.6,-2.6,8.9
8.93,-3.8,-3.0,8.8
8.933,-2.9,-3.2,9.0
9.025,-3.6,-3.1,8.5
9.028,-4.3,-3.2,8.4
9.031,-3.9,-2.8,8.6
9.131,-1.6,-3.5,8.9
9.134,-3.2,-3.8,8.4
9.139,-3.8,-4.3,8.4
9.208,-2.9,-3.6,8.6
9.22,-3.1,-3.5,8.7
9.299,-3.6,-3.2,8.6
9.302,-3.2,-3.5,8.7
9.424,-2.9,-3.2,8.8
9.428,-3.3,-3.2,8.7
9.527,-3.1,-3.2,8.7
9.53,-3.1,-3.2,8.8
9.533,-3.0,-3.5,8.7
9.542,-3.1,-3.4,8.7
9.613,-3.0,-3.3,8.7
9.624,-3.0,-3.5,8.7
9.702,-2.9,-3.5,8.7
9.705,-3.9,-4.3,8.8
