accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.006,-5.3,-1.8,8.1
0.011,-4.7,-2.3,8.2
0.096,-4.6,-2.3,8.3
0.099,-4.7,-2.2,8.3
0.106,-4.6,-2.4,8.3
0.194,-4.9,-2.3,8.2
0.198,-4.7,-2.3,8.2
0.298,-4.7,-2.3,8.3
0.301,-4.8,-2.3,8.3
0.315,-4.8,-2.3,8.2
0.395,-4.7,-2.3,8.3
0.399,-4.8,-2.3,8.2
0.493,-4.8,-2.3,8.2
0.497,-4.8,-2.2,8.2
0.593,-4.8,-2.2,8.2
0.596,-4.8,-2.3,8.2
0.599,-4.8,-2.3,8.2
0.695,-4.8,-2.2,8.2
0.699,-4.8,-2.3,8.2
0.793,-4.9,-2.3,8.2
0.796,-4.9,-2.3,8.1
0.803,-4.8,-2.3,8.3
0.897,-4.8,-2.3,8.2
0.904,-4.8,-2.3,8.2
0.999,-4.7,-2.4,8.1
1.003,-4.9,-2.4,8.1
1.006,-5.0,-2.4,8.1
1.099,-5.1,-2.5,8.0
1.112,-4.9,-2.6,8.0
1.193,-4.8,-3.3,7.9
1.199,-4.9,-2.2,8.2
1.203,-4.9,-3.4,7.7
1.295,-5.3,0.9,9.9
1.3,-5.0,-2.4,7.9
1.396,-4.4,-3.5,8.4
1.4,-3.9,-3.9,7.3
1.403,-2.5,-6.6,6.7
1.494,-2.8,-5.2,7.2
1.509,-3.9,-4.4,6.9
1.593,-4.2,-5.5,7.5
1.597,-5.2,-5.0,6.6
1.601,-5.6,-5.8,7.5
1.695,-5.6,-3.7,7.0
1.702,-5.2,-5.3,6.8
1.792,-4.6,-6.8,7.0
1.796,-4.3,-5.6,6.6
1.799,-5.0,-6.5,6.6
1.904,-5.9,-5.6,5.8
1.909,-6.0,-5.1,5.9
1.992,-5.7,-5.6,5.3
1.996,-5.8,-6.3,4.6
2.006,-5.4,-7.0,4.1
2.094,-5.1,-7.1,3.9
2.102,-4.6,-7.7,2.7
2.192,-5.8,-6.9,3.2
2.195,-5.7,-7.4,2.6
2.292,-6.2,-6.2,3.0
2.314,-7.0,-6.9,2.1
2.318,-7.3,-6.7,1.4
2.394,-7.4,-6.3,1.0
2.401,-7.5,-5.9,1.4
