gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.115,0.0,0.0,0.1
0.354,-0.1,-0.0,0.2
0.603,-4.6,0.2,1.6
0.802,-5.6,0.4,4.9
1.004,0.9,0.1,3.7
1.2,2.7,0.2,0.3
1.398,-0.1,-0.2,-0.4
1.6,1.4,0.0,-0.7
1.803,0.2,0.3,-0.1
2.002,0.4,0.5,0.0
2.215,1.7,-0.0,-1.2
2.404,-0.3,-0.4,-1.6
2.613,0.6,-0.9,0.9
2.8,0.3,-1.6,2.0
3.011,-3.1,-1.7,1.7
3.2,-0.3,0.0,-0.4
3.42,-0.6,1.2,-0.8
3.603,-4.3,-0.5,0.4
3.82,1.3,0.6,-0.0
4.005,-0.4,-0.2,-0.1
4.234,-0.3,-0.1,0.1
4.402,0.1,-0.1,-0.0
4.64,-0.0,-0.0,-0.0
4.806,-0.0,-0.0,0.0
5.008,0.0,0.0,-0.0
5.207,-0.0,-0.0,-0.0
5.408,-0.0,0.0,-0.0
5.607,0.0,-0.0,-0.0
5.811,-0.0,-0.0,-0.0
6.002,0.1,-0.1,-0.0
6.21,-0.0,0.1,0.0
6.402,-0.6,-0.0,0.1
6.609,1.3,-0.6,-0.7
6.81,2.4,0.7,-0.0
7.005,0.3,1.1,0.4
7.238,-0.5,1.1,-1.5
7.41,-1.7,1.2,-0.1
7.617,-0.1,0.4,0.6
7.807,0.4,0.2,2.1
8.025,0.1,0.2,0.3
8.227,-1.4,-0.6,-0.2
8.435,-0.1,-0.5,0.2
8.61,0.1,-0.5,-0.1
8.897,-1.2,0.3,0.7
9.103,-1.0,0.0,0.1
9.301,0.4,-0.2,-0.0
9.495,1.3,-1.9,-2.1
9.704,1.4,-2.7,-3.3
9.909,2.5,-0.7,-1.6
10.129,1.0,-0.1,-1.0
10.303,0.1,0.2,-0.2
10.498,-0.1,0.3,-0.2
10.707,0.0,0.2,-0.2
