orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.003,0.9,0.3,-0.1,-0.1
0.011,0.9,0.3,-0.1,-0.1
0.112,0.9,0.3,-0.1,-0.1
0.122,0.9,0.3,-0.1,-0.1
0.127,0.9,0.3,-0.1,-0.2
0.188,0.9,0.3,-0.1,-0.2
0.197,0.9,0.3,-0.1,-0.2
0.323,0.9,0.3,-0.1,-0.2
0.344,0.9,0.3,-0.1,-0.2
0.407,0.9,0.3,-0.1,-0.2
0.416,0.9,0.3,-0.1,-0.2
0.424,0.9,0.3,-0.1,-0.2
0.508,1.0,0.3,-0.1,-0.1
0.513,1.0,0.2,-0.1,-0.1
0.522,1.0,0.1,-0.0,-0.1
0.61,1.0,-0.1,-0.0,-0.1
0.624,1.0,-0.2,-0.0,-0.0
0.731,0.9,-0.4,-0.0,0.0
0.736,0.9,-0.4,0.0,0.1
0.745,0.8,-0.5,0.0,0.2
0.821,0.8,-0.6,0.1,0.3
0.826,0.7,-0.6,0.1,0.4
0.904,0.6,-0.6,0.2,0.5
0.913,0.5,-0.7,0.2,0.5
0.931,0.4,-0.7,0.2,0.6
1.009,0.4,-0.7,0.2,0.6
1.014,0.3,-0.7,0.2,0.6
1.121,0.3,-0.7,0.2,0.6
1.129,0.3,-0.7,0.2,0.6
1.14,0.2,-0.7,0.2,0.6
1.21,0.2,-0.7,0.2,0.6
1.219,0.3,-0.7,0.2,0.6
1.31,0.3,-0.7,0.2,0.6
1.315,0.3,-0.7,0.2,0.6
1.32,0.3,-0.7,0.2,0.6
1.41,0.3,-0.7,0.2,0.6
1.419,0.3,-0.7,0.2,0.6
1.524,0.3,-0.7,0.2,0.6
1.534,0.3,-0.7,0.2,0.6
1.539,0.3,-0.7,0.2,0.6
1.609,0.3,-0.7,0.2,0.6
1.614,0.3,-0.7,0.2,0.6
1.708,0.3,-0.7,0.2,0.6
1.717,0.3,-0.7,0.2,0.6
1.809,0.3,-0.7,0.2,0.6
1.818,0.3,-0.7,0.2,0.6
1.823,0.3,-0.7,0.2,0.6
1.918,0.3,-0.7,0.2,0.6
1.94,0.3,-0.7,0.2,0.6
2.006,0.3,-0.7,0.2,0.6
2.01,0.3,-0.7,0.2,0.6
2.015,0.3,-0.7,0.3,0.6
2.11,0.3,-0.7,0.3,0.6
2.115,0.3,-0.7,0.3,0.6
2.22,0.4,-0.7,0.3,0.5
2.225,0.4,-0.7,0.4,0.5
2.245,0.4,-0.7,0.4,0.5
2.305,0.4,-0.6,0.4,0.5
2.313,0.4,-0.6,0.4,0.5
2.403,0.4,-0.6,0.4,0.5
2.408,0.4,-0.6,0.4,0.5
2.417,0.5,-0.6,0.4,0.5
2.505,0.5,-0.6,0.4,0.5
2.514,0.5,-0.6,0.4,0.5
2.621,0.4,-0.7,0.3,0.5
2.626,0.4,-0.7,0.3,0.5
2.639,0.4,-0.7,0.3,0.5
2.713,0.4,-0.7,0.3,0.5
2.722,0.4,-0.7,0.3,0.5
2.795,0.4,-0.7,0.3,0.5
2.8,0.4,-0.7,0.3,0.5
2.81,0.4,-0.7,0.3,0.5
2.901,0.4,-0.7,0.2,0.5
3.054,0.4,-0.7,0.2,0.6
3.061,0.4,-0.7,0.2,0.6
3.07,0.3,-0.7,0.2,0.6
3.076,0.3,-0.7,0.2,0.6
3.108,0.3,-0.7,0.2,0.6
3.113,0.3,-0.7,0.2,0.6
3.196,0.2,-0.7,0.2,0.6
3.213,0.2,-0.7,0.2,0.7
3.303,0.2,-0.7,0.2,0.7
3.318,0.2,-0.7,0.2,0.7
3.323,0.2,-0.7,0.2,0.7
3.465,0.2,-0.7,0.2,0.6
3.473,0.3,-0.7,0.2,0.6
3.502,0.3,-0.7,0.2,0.6
3.507,0.4,-0.7,0.2,0.6
3.53,0.4,-0.7,0.2,0.6
3.578,0.4,-0.7,0.2,0.5
3.583,0.5,-0.7,0.2,0.5
3.685,0.5,-0.7,0.2,0.5
3.694,0.5,-0.7,0.2,0.5
3.807,0.5,-0.7,0.2,0.5
3.812,0.5,-0.7,0.2,0.5
3.825,0.5,-0.7,0.2,0.5
3.886,0.5,-0.7,0.2,0.5
3.895,0.5,-0.7,0.3,0.5
4.01,0.5,-0.7,0.3,0.5
4.015,0.4,-0.7,0.3,0.5
4.04,0.4,-0.7,0.3,0.5
4.095,0.4,-0.7,0.3,0.5
4.101,0.4,-0.7,0.3,0.5
4.106,0.4,-0.7,0.3,0.5
4.23,0.4,-0.7,0.2,0.5
4.235,0.4,-0.7,0.2,0.6
4.338,0.4,-0.7,0.2,0.6
4.343,0.4,-0.7,0.2,0.6
4.354,0.4,-0.7,0.2,0.6
4.407,0.4,-0.7,0.2,0.6
4.416,0.4,-0.7,0.2,0.6
4.527,0.4,-0.7,0.2,0.6
4.539,0.4,-0.7,0.2,0.6
4.55,0.4,-0.7,0.2,0.6
4.617,0.4,-0.7,0.2,0.6
4.625,0.4,-0.7,0.2,0.6
4.713,0.4,-0.7,0.2,0.5
4.718,0.5,-0.7,0.2,0.5
4.729,0.5,-0.7,0.2,0.5
4.781,0.5,-0.7,0.2,0.5
4.801,0.5,-0.6,0.3,0.5
4.873,0.6,-0.6,0.3,0.4
4.884,0.6,-0.6,0.3,0.4
5.005,0.7,-0.6,0.3,0.4
5.026,0.7,-0.6,0.3,0.3
5.082,0.7,-0.5,0.3,0.3
5.087,0.7,-0.5,0.4,0.2
5.097,0.8,-0.5,0.4,0.2
5.183,0.8,-0.4,0.4,0.1
5.188,0.8,-0.4,0.4,0.1
5.285,0.9,-0.3,0.4,0.1
5.29,0.9,-0.3,0.4,0.0
5.295,0.9,-0.3,0.4,-0.1
5.395,0.9,-0.2,0.4,-0.1
5.402,0.9,-0.1,0.4,-0.2
5.478,0.9,-0.2,0.3,-0.3
5.496,0.8,-0.3,0.3,-0.3
5.503,0.8,-0.4,0.2,-0.4
5.585,0.7,-0.6,0.1,-0.4
5.595,0.6,-0.7,0.1,-0.4
5.724,0.5,-0.8,0.1,-0.4
5.737,0.5,-0.8,0.1,-0.4
5.746,0.4,-0.8,0.1,-0.3
5.82,0.3,-0.9,0.1,-0.3
5.834,0.3,-0.9,0.2,-0.3
5.847,0.2,-0.9,0.2,-0.3
5.909,0.2,-0.9,0.2,-0.3
5.914,0.2,-0.9,0.2,-0.3
6.019,0.1,-0.9,0.2,-0.3
6.029,0.1,-0.9,0.2,-0.3
6.034,0.1,-0.9,0.3,-0.3
6.124,0.1,-0.9,0.3,-0.3
6.136,0.2,-0.9,0.3,-0.3
6.207,0.2,-0.9,0.3,-0.4
6.212,0.2,-0.8,0.3,-0.4
6.217,0.2,-0.8,0.4,-0.4
6.305,0.2,-0.8,0.4,-0.3
6.315,0.3,-0.8,0.5,-0.2
6.383,0.3,-0.8,0.4,-0.3
6.388,0.2,-0.8,0.4,-0.3
6.404,0.2,-0.8,0.4,-0.3
6.503,0.2,-0.8,0.4,-0.3
6.585,0.1,-0.9,0.4,-0.2
6.59,-0.0,-0.9,0.5,-0.1
6.595,-0.1,-0.9,0.5,-0.1
6.709,-0.1,-0.9,0.5,-0.1
6.718,-0.1,-0.9,0.5,-0.1
6.823,-0.1,-0.9,0.5,-0.1
6.835,-0.1,-0.9,0.5,-0.1
