orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.006,-0.6,-0.1,-0.1,-0.8
0.121,-0.6,-0.1,-0.1,-0.8
0.125,-0.6,-0.1,-0.1,-0.8
0.131,-0.6,-0.1,-0.1,-0.8
0.14,-0.6,-0.1,-0.1,-0.8
0.21,-0.6,-0.1,-0.1,-0.8
0.219,-0.6,-0.1,-0.1,-0.8
0.339,-0.6,-0.1,-0.1,-0.8
0.36,-0.6,-0.1,-0.1,-0.8
0.365,-0.6,-0.1,-0.1,-0.8
0.407,-0.6,-0.1,-0.1,-0.8
0.416,-0.6,-0.1,-0.1,-0.8
0.512,-0.6,-0.1,-0.1,-0.8
0.517,-0.5,-0.1,-0.1,-0.8
0.608,-0.5,-0.1,-0.1,-0.8
0.617,-0.5,-0.1,-0.1,-0.8
0.63,-0.5,-0.1,-0.1,-0.8
0.769,-0.5,-0.1,-0.1,-0.8
0.774,-0.5,-0.1,-0.1,-0.8
0.827,-0.5,-0.1,-0.1,-0.9
0.835,-0.5,-0.1,-0.0,-0.9
0.84,-0.5,-0.0,0.1,-0.9
0.886,-0.4,0.0,0.2,-0.9
0.895,-0.3,0.1,0.2,-0.9
1.008,-0.3,0.1,0.3,-0.9
1.013,-0.2,0.2,0.4,-0.9
1.111,-0.1,0.2,0.4,-0.9
1.116,0.0,0.3,0.4,-0.9
1.125,0.1,0.4,0.4,-0.8
1.201,0.1,0.4,0.4,-0.8
1.211,0.2,0.5,0.3,-0.8
1.313,0.2,0.5,0.3,-0.8
1.333,0.2,0.6,0.2,-0.7
1.338,0.3,0.6,0.2,-0.7
1.41,0.3,0.6,0.2,-0.7
1.419,0.3,0.6,0.2,-0.7
1.428,0.3,0.6,0.2,-0.7
1.527,0.3,0.6,0.2,-0.7
1.54,0.3,0.6,0.2,-0.7
1.608,0.3,0.6,0.2,-0.7
1.619,0.2,0.5,0.3,-0.8
1.63,0.2,0.5,0.3,-0.8
1.712,0.2,0.5,0.3,-0.8
1.754,0.1,0.5,0.3,-0.8
1.808,0.1,0.5,0.3,-0.8
1.819,0.1,0.5,0.3,-0.8
1.824,0.1,0.5,0.3,-0.8
1.936,0.0,0.5,0.3,-0.8
1.948,0.1,0.5,0.3,-0.8
2.018,0.0,0.5,0.3,-0.8
2.023,0.1,0.5,0.2,-0.9
2.028,0.1,0.4,0.3,-0.9
2.111,0.1,0.4,0.3,-0.8
2.12,0.2,0.4,0.4,-0.8
2.217,0.2,0.4,0.4,-0.8
2.222,0.2,0.4,0.4,-0.8
2.33,0.2,0.4,0.4,-0.8
2.335,0.2,0.5,0.3,-0.8
2.343,0.2,0.5,0.3,-0.8
2.416,0.2,0.5,0.2,-0.8
2.421,0.2,0.6,0.2,-0.7
2.516,0.2,0.6,0.2,-0.7
2.521,0.3,0.6,0.2,-0.7
2.53,0.3,0.6,0.2,-0.7
2.63,0.3,0.6,0.3,-0.7
2.635,0.2,0.6,0.3,-0.7
2.768,0.2,0.5,0.3,-0.8
2.773,0.1,0.6,0.2,-0.8
2.782,0.0,0.6,0.1,-0.8
2.811,0.0,0.6,0.1,-0.8
2.824,0.0,0.5,0.1,-0.8
2.902,0.0,0.5,0.1,-0.9
2.919,0.0,0.5,0.1,-0.9
3.038,0.0,0.5,0.1,-0.9
3.046,0.0,0.4,0.2,-0.9
3.055,0.1,0.4,0.2,-0.9
3.108,0.0,0.4,0.3,-0.9
3.117,0.0,0.4,0.3,-0.9
3.122,0.1,0.4,0.3,-0.9
3.21,0.1,0.4,0.3,-0.9
3.227,0.1,0.4,0.3,-0.9
3.311,0.1,0.4,0.3,-0.9
3.316,0.1,0.5,0.3,-0.8
3.325,0.2,0.5,0.3,-0.8
3.428,0.2,0.5,0.3,-0.8
