vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.257,5.914,7.629,0.0
-0.632,5.855,8.59,0.002
-0.858,6.364,7.748,0.004
-0.202,6.056,8.252,0.005
-0.058,5.764,7.848,0.126
0.352,5.605,8.01,0.128
-0.243,5.914,7.229,0.133
0.005,6.11,7.719,0.135
-0.414,5.971,7.843,0.136
-1.142,5.636,7.752,0.228
-0.144,6.292,7.905,0.234
-0.266,5.789,7.657,0.236
-0.266,5.789,7.657,0.238
-0.312,5.615,7.79,0.239
-0.359,5.442,7.924,0.241
0.081,5.862,8.024,0.326
0.196,5.912,7.905,0.332
0.142,5.864,7.748,0.334
0.25,5.961,8.062,0.335
0.081,5.862,8.024,0.347
0.147,5.973,7.967,0.427
0.147,5.973,7.967,0.429
-0.091,5.997,7.914,0.43
0.132,6.145,8.11,0.432
-0.007,6.047,7.933,0.434
-0.146,5.949,7.757,0.53
0.107,5.753,7.667,0.532
0.135,5.91,8.181,0.536
-0.03,5.921,8.362,0.538
0.173,5.787,8.333,0.54
1.78,5.886,7.904,0.626
1.584,5.849,7.543,0.628
1.79,5.643,7.702,0.63
1.996,5.837,9.261,0.631
1.488,6.012,8.382,0.638
1.516,5.751,7.757,0.725
1.425,5.508,7.055,0.727
1.302,5.531,7.12,0.729
0.992,5.475,7.322,0.741
1.412,5.288,7.418,0.826
1.231,5.202,7.414,0.828
1.284,5.349,6.843,0.83
1.463,5.204,6.927,0.831
1.569,5.398,7.986,0.833
1.612,5.488,9.118,0.926
1.751,5.416,9.41,0.928
1.592,5.075,8.922,0.929
1.525,5.008,8.355,0.931
1.304,4.563,7.939,0.933
1.461,4.762,7.968,1.029
1.759,4.907,8.448,1.038
2.502,5.454,8.821,1.04
0.873,4.814,8.902,1.042
0.326,5.359,8.388,1.043
-0.472,5.713,7.608,1.126
2.159,6.407,8.348,1.132
0.85,6.164,8.255,1.134
1.435,5.903,8.68,1.143
1.998,5.246,8.279,1.145
3.115,4.355,7.087,1.226
3.525,4.926,7.666,1.228
4.081,4.757,8.442,1.229
3.309,4.772,9.179,1.235
3.274,5.079,9.298,1.236
3.065,5.46,8.12,1.326
3.522,5.207,8.597,1.328
3.952,4.896,8.502,1.329
3.282,5.115,8.443,1.331
3.633,4.88,9.01,1.333
4.545,5.864,7.055,1.426
4.222,5.478,6.611,1.428
4.089,4.511,6.444,1.429
3.87,3.777,5.968,1.431
3.943,3.308,6.177,1.433
3.811,3.058,6.525,1.528
3.121,2.991,6.328,1.534
2.885,3.289,5.934,1.543
3.26,3.845,6.764,1.545
3.172,3.804,6.989,1.547
4.487,3.815,7.555,1.633
5.023,4.317,8.349,1.634
3.611,5.758,7.925,1.636
3.325,5.843,7.07,1.638
4.615,4.811,7.166,1.639
5.126,4.87,7.691,1.725
3.419,6.264,7.408,1.727
3.662,6.772,6.885,1.728
4.304,5.953,6.542,1.73
4.215,6.211,6.866,1.732
2.741,6.718,7.876,1.826
2.72,6.96,7.7,1.832
2.312,6.575,7.39,1.834
2.161,5.778,5.576,1.836
3.059,6.682,6.824,1.837
2.927,6.847,7.633,1.926
2.834,6.731,7.543,1.935
2.904,5.792,8.005,1.937
2.606,5.689,7.557,1.939
2.188,5.925,6.91,1.95
2.058,5.784,6.448,2.026
2.211,5.377,5.814,2.028
3.289,5.123,6.586,2.029
3.093,6.013,6.867,2.031
3.562,6.376,7.252,2.039
3.555,6.59,7.319,2.126
3.518,6.564,6.948,2.127
3.647,6.307,7.033,2.129
3.089,6.523,6.886,2.135
3.135,6.53,6.719,2.137
3.045,6.71,6.581,2.226
3.105,6.29,6.281,2.232
3.157,6.186,6.471,2.233
3.426,6.449,6.857,2.235
3.343,6.314,6.229,2.237
2.777,6.346,5.771,2.326
2.926,7.449,6.757,2.328
2.95,7.901,7.262,2.33
3.066,6.469,6.757,2.331
3.187,6.027,6.533,2.333
3.217,6.266,6.971,2.425
3.58,6.94,7.4,2.43
3.379,6.442,7.024,2.432
3.652,5.695,6.59,2.434
3.346,5.509,6.257,2.509
4.185,6.73,7.381,2.511
3.376,5.748,6.695,2.513
3.672,6.055,7.99,2.514
4.121,6.558,7.776,2.516
2.492,5.581,6.136,2.63
3.351,6.577,6.483,2.632
3.664,7.06,7.145,2.633
2.596,6.591,6.468,2.646
2.168,6.383,7.044,2.727
2.549,7.07,6.863,2.741
3.102,7.574,6.517,2.742
3.208,7.683,6.324,2.744
3.809,7.27,6.683,2.746
3.749,6.77,6.263,2.747
3.5,8.0,5.5,2.826
3.28,7.8,5.04,2.827
3.512,7.92,5.616,2.829
3.592,7.22,5.556,2.831
2.916,7.96,5.188,2.832
3.184,8.04,4.612,2.926
