gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.001,-0.8,0.2,-0.4
0.009,-1.1,0.0,-0.3
0.122,0.0,0.1,-0.0
0.125,0.2,-0.1,-0.1
0.243,-0.1,0.1,-0.1
0.251,-0.0,0.2,-0.1
0.254,-0.0,0.1,-0.1
0.34,-0.0,0.1,-0.1
0.346,0.0,0.1,-0.0
0.365,-0.0,0.1,0.0
0.434,-0.1,0.0,0.0
0.437,-0.0,0.0,0.1
0.53,-0.1,0.0,0.1
0.533,-0.2,0.1,0.0
0.537,-0.2,0.1,0.0
0.631,-0.2,0.2,0.0
0.635,-0.1,0.2,-0.0
0.742,-0.4,0.3,0.0
0.745,-0.8,0.3,0.0
0.825,-1.7,0.5,0.1
0.828,-3.4,0.8,0.2
0.831,-4.3,1.0,0.4
0.927,-4.5,1.4,1.0
0.93,-5.0,1.1,1.5
1.025,-6.2,0.7,2.0
1.028,-8.1,0.2,2.0
1.032,-3.7,-0.2,2.5
1.154,-4.0,-0.1,2.1
1.167,-4.4,-0.6,2.2
1.257,-3.8,-0.6,2.5
1.265,-3.8,-1.2,2.7
1.268,-4.5,-0.8,2.5
1.33,-2.0,-0.8,2.6
1.334,0.9,-0.0,2.0
1.423,0.5,-0.1,1.4
1.426,-0.0,-0.4,1.6
1.429,-1.5,-0.4,1.9
1.544,-1.0,-0.5,2.0
1.563,-1.0,-0.4,1.6
1.625,0.4,-0.3,1.0
1.628,1.4,0.2,0.2
1.631,0.5,0.1,-0.4
1.733,-0.7,-0.1,-0.6
1.737,-1.5,-0.3,-0.8
1.85,-1.2,-0.2,-0.7
1.862,-0.7,-0.2,-0.4
1.865,0.3,-0.0,-0.1
1.957,0.7,0.1,-0.1
1.96,0.5,0.2,-0.1
1.963,0.0,0.1,-0.1
2.031,-0.2,0.0,-0.1
2.035,-0.1,0.0,0.0
2.157,0.0,0.1,0.1
2.16,0.1,0.1,0.2
2.245,0.1,0.1,0.2
2.253,0.0,0.0,0.2
2.256,-0.1,0.1,0.1
2.347,-0.0,0.1,0.1
2.35,0.0,0.2,0.1
2.431,0.4,0.2,0.2
2.436,0.6,0.3,0.2
2.442,0.7,0.2,0.2
2.553,0.2,-0.0,0.1
2.557,0.0,0.4,0.1
2.672,0.1,-0.3,0.1
2.676,-0.6,-0.7,0.0
2.687,-1.0,-0.5,-0.1
2.757,-0.3,0.2,-0.0
2.76,0.6,0.3,0.1
2.763,1.0,0.2,0.3
2.858,0.8,-0.0,0.3
2.861,0.4,-0.1,0.0
2.932,-0.0,-0.2,-0.2
