gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.007,-0.0,-0.2,-0.4
0.011,-0.1,0.0,0.2
0.13,0.1,0.0,0.1
0.133,-0.1,-0.1,0.0
0.237,-0.0,-0.0,0.0
0.24,0.0,-0.0,0.1
0.244,0.0,-0.0,0.1
0.34,0.1,-0.0,0.1
0.345,0.0,-0.0,0.1
0.359,0.0,-0.0,0.1
0.433,-0.0,-0.0,0.1
0.437,0.1,0.0,0.1
0.531,-0.0,-0.0,0.1
0.535,-0.0,0.0,0.1
0.538,-0.2,0.0,0.2
0.635,-0.1,0.1,0.2
0.639,-0.2,0.1,0.2
0.743,-0.3,0.1,0.3
0.758,-0.3,0.0,0.5
0.773,-0.3,-0.0,0.5
0.832,-0.3,0.1,0.7
0.839,-1.2,0.2,1.0
0.934,-3.5,0.4,1.8
0.937,-6.0,0.4,2.6
0.94,-6.9,0.6,3.5
1.036,-7.0,0.8,4.1
1.04,-6.1,0.8,4.8
1.142,-3.3,1.2,5.8
1.157,-2.6,1.9,6.2
1.24,-0.2,2.6,6.6
1.243,3.6,2.8,6.1
1.251,5.1,2.9,4.5
1.33,2.5,2.0,3.2
1.333,-0.2,1.1,1.5
1.433,-2.8,0.1,-0.0
1.436,-4.2,-0.5,-0.7
1.439,-3.4,-0.7,-0.7
1.548,0.5,-0.8,-0.3
1.561,0.4,-0.4,-0.7
1.628,1.2,-0.3,-1.1
1.631,1.6,-0.4,-1.8
1.64,0.3,-0.7,-2.4
1.738,0.5,-0.8,-2.6
1.741,1.1,-0.8,-2.8
1.828,1.8,-0.7,-2.9
1.835,2.2,-0.7,-2.7
1.839,1.7,-0.7,-2.3
1.962,0.6,-0.6,-1.7
1.965,-0.1,-0.4,-1.0
2.033,-0.6,0.0,-0.0
2.042,-0.9,0.3,1.0
2.045,-1.1,0.9,2.0
2.134,-0.1,0.9,2.4
2.137,0.5,0.8,2.6
2.242,0.4,0.5,2.1
2.247,-0.1,0.2,1.6
2.258,-1.4,-0.1,1.1
2.329,-2.2,-0.2,0.7
2.333,-2.1,-0.1,0.4
2.431,-1.5,-0.0,0.5
2.434,-0.9,0.2,0.6
2.441,-0.2,0.5,0.7
2.529,0.3,0.8,0.7
2.533,0.9,1.2,0.8
2.643,2.1,1.2,0.7
2.646,2.9,1.1,0.5
2.664,2.8,0.1,0.0
2.738,0.7,-1.0,-0.4
2.741,-0.9,-1.8,-1.7
2.855,-0.6,-1.9,-2.5
2.858,0.9,-1.6,-2.4
2.938,1.5,-1.8,-2.0
2.941,0.9,-1.6,-1.5
2.944,0.8,-1.4,-1.2
2.951,0.5,-1.1,-1.1
3.035,0.5,-0.9,-0.9
3.129,-0.1,-0.7,-0.6
3.132,-0.5,-0.6,-0.4
3.138,-0.8,-0.4,-0.5
3.234,-1.0,0.1,-0.5
3.237,-0.5,0.6,-0.3
3.329,0.2,1.3,0.2
3.336,0.3,2.0,0.8
3.34,0.5,2.3,1.6
3.441,0.6,2.4,1.9
3.456,1.1,1.9,1.8
3.535,0.8,1.3,1.6
3.539,-0.6,0.6,1.6
3.542,-2.5,0.1,1.3
3.632,-3.9,-0.3,1.0
3.635,-4.2,-0.3,0.5
3.732,-2.6,-0.1,0.3
3.735,-0.7,0.2,0.3
3.739,0.2,0.3,0.4
3.848,0.4,0.5,0.4
3.862,0.7,0.5,0.2
3.929,1.0,0.2,-0.0
3.942,-0.0,-0.1,-0.3
3.945,-0.5,-0.0,-0.4
4.033,-0.6,0.2,-0.4
4.036,0.7,0.5,0.1
4.131,3.6,0.2,0.8
4.135,3.9,-1.7,0.8
4.138,2.0,-2.1,-0.7
4.26,-0.1,-3.4,-2.2
4.263,-1.9,-3.6,-3.0
4.327,-2.2,-3.6,-3.8
4.331,-0.5,-2.8,-4.3
4.337,2.0,-2.6,-4.2
4.431,3.1,-2.7,-3.4
4.435,1.5,-3.1,-2.2
4.533,2.8,-3.8,1.2
4.536,-4.3,-2.3,4.2
4.646,-3.9,-1.1,6.1
4.658,1.3,5.1,8.6
4.67,-0.3,6.4,7.7
4.734,7.4,5.6,2.0
4.754,2.0,3.5,0.6
4.83,0.3,0.4,1.6
4.833,-0.0,-1.8,0.2
4.841,-2.2,-7.1,-3.4
4.945,-7.0,-14.5,-9.8
4.949,-2.7,0.3,-4.8
5.031,1.3,0.1,-3.0
5.035,32.2,-1.7,1.8
5.038,9.8,0.7,8.6
5.134,2.7,-5.3,11.5
5.137,-3.6,-6.1,3.8
5.232,-1.3,-7.3,5.3
5.239,-3.2,-5.2,1.6
5.243,-1.2,-6.3,-2.1
5.347,3.1,-4.4,-1.4
5.351,-0.5,-5.1,-3.5
5.434,5.2,-4.8,-3.0
5.437,2.6,-3.6,-1.1
5.44,-0.5,-2.8,-0.3
5.528,1.9,-2.3,0.3
5.531,-0.1,-1.7,0.1
5.627,-1.2,-1.1,-0.0
5.63,-1.5,-0.4,-0.3
5.637,-2.3,1.1,0.3
5.754,-2.8,1.4,0.1
5.769,-3.2,1.5,0.2
5.83,-1.9,0.5,0.2
5.833,0.0,-0.2,0.1
5.841,0.9,-0.4,0.1
5.932,0.4,-0.6,0.1
5.935,0.2,-0.4,0.0
6.024,0.4,-0.0,-0.1
6.027,-0.6,0.0,-0.0
6.145,-0.6,-0.2,0.0
6.149,-0.3,-0.5,0.0
6.166,0.0,-0.7,0.0
6.232,0.3,-0.7,0.1
6.242,0.4,-0.5,0.1
6.331,-0.1,-0.3,0.1
6.335,-0.3,-0.0,-0.0
6.338,0.2,0.3,0.0
6.433,0.4,0.5,0.1
6.436,0.4,0.6,0.3
6.54,0.6,0.3,0.4
6.554,0.5,-0.0,0.4
6.565,0.2,-0.3,0.3
6.632,-0.2,-0.4,0.2
6.635,-0.3,-0.3,0.1
6.736,-0.7,-0.2,0.1
6.74,-1.0,-0.2,-0.0
6.743,-0.9,-0.2,-0.2
6.833,-0.6,-0.1,-0.2
6.836,-0.3,0.1,-0.2
6.945,-0.1,0.2,-0.2
6.958,-0.0,0.2,-0.2
6.961,-0.1,-0.0,-0.0
7.032,0.1,0.1,0.1
7.039,0.3,0.2,0.1
7.127,0.2,0.2,0.1
7.13,0.2,0.0,0.1
7.138,-0.0,-0.2,0.1
7.248,0.0,-0.1,0.1
7.252,-0.1,-0.1,-0.0
7.301,-0.0,-0.0,-0.1
7.305,-0.0,-0.1,-0.0
7.312,-0.1,-0.0,-0.0
7.423,0.0,0.0,-0.0
7.537,0.1,0.1,0.0
7.544,0.2,0.0,0.1
7.547,0.1,-0.0,0.1
7.55,-0.0,-0.0,0.1
7.644,-0.0,-0.0,-0.0
7.648,0.1,-0.0,-0.0
7.732,0.0,-0.0,0.0
7.737,0.0,-0.0,0.0
7.834,-0.0,-0.0,0.0
7.837,0.1,0.1,-0.0
7.84,0.2,0.1,0.0
7.932,0.1,0.0,0.1
7.937,0.0,-0.0,0.0
8.041,-0.0,-0.0,0.0
