orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.092,-1.0,-0.2,0.0,0.1
0.109,-1.0,-0.2,0.0,0.1
0.361,-1.0,-0.2,0.0,0.1
0.412,-1.0,-0.2,0.0,0.1
0.432,-1.0,-0.2,0.0,0.1
0.618,-1.0,-0.2,0.0,0.1
0.73,-1.0,-0.2,0.0,0.1
0.809,-1.0,-0.2,0.1,0.1
0.911,-1.0,-0.1,0.0,0.1
1.058,-1.0,0.0,0.1,0.0
1.128,-1.0,0.3,0.0,-0.1
1.177,-0.8,0.5,0.0,-0.2
1.332,-0.7,0.6,0.0,-0.4
1.415,-0.6,0.7,-0.1,-0.5
1.523,-0.4,0.7,-0.1,-0.6
1.607,-0.3,0.7,-0.1,-0.6
1.707,-0.2,0.7,-0.1,-0.6
1.804,-0.2,0.7,-0.1,-0.6
1.94,-0.2,0.7,-0.2,-0.6
2.041,-0.2,0.7,-0.1,-0.6
2.102,-0.3,0.7,-0.0,-0.6
2.219,-0.3,0.7,-0.0,-0.6
2.318,-0.3,0.7,-0.0,-0.6
2.408,-0.3,0.7,-0.0,-0.6
2.517,-0.3,0.7,-0.1,-0.6
2.635,-0.3,0.7,-0.1,-0.6
2.71,-0.3,0.7,-0.1,-0.6
2.81,-0.3,0.7,-0.1,-0.6
2.939,-0.3,0.7,-0.1,-0.6
3.083,-0.3,0.7,-0.1,-0.6
3.12,-0.3,0.7,-0.1,-0.6
3.216,-0.3,0.7,-0.1,-0.6
3.306,-0.3,0.7,-0.1,-0.6
3.425,-0.3,0.7,-0.1,-0.6
3.509,-0.3,0.7,-0.1,-0.7
3.608,-0.2,0.7,-0.1,-0.7
3.71,-0.2,0.7,-0.1,-0.7
3.821,-0.1,0.7,-0.1,-0.7
3.923,-0.2,0.7,-0.2,-0.7
4.022,-0.3,0.7,-0.2,-0.6
4.121,-0.4,0.7,-0.1,-0.6
4.25,-0.4,0.7,-0.1,-0.6
4.311,-0.5,0.7,-0.1,-0.5
4.418,-0.6,0.7,-0.1,-0.5
4.52,-0.6,0.7,-0.1,-0.5
4.637,-0.5,0.7,-0.2,-0.6
4.717,-0.4,0.7,-0.2,-0.6
4.815,-0.3,0.7,-0.2,-0.7
4.943,-0.2,0.7,-0.1,-0.7
5.026,-0.2,0.7,-0.1,-0.7
5.11,-0.2,0.7,-0.1,-0.7
5.214,-0.3,0.7,-0.1,-0.6
5.337,-0.4,0.7,-0.2,-0.6
5.412,-0.5,0.6,-0.2,-0.6
5.531,-0.6,0.7,-0.1,-0.5
5.621,-0.6,0.7,-0.1,-0.5
5.736,-0.6,0.7,-0.2,-0.5
5.825,-0.5,0.7,-0.2,-0.5
5.922,-0.4,0.6,-0.2,-0.6
6.022,-0.3,0.7,-0.1,-0.7
6.148,-0.2,0.7,-0.1,-0.7
6.217,-0.1,0.7,-0.1,-0.7
6.315,-0.1,0.7,-0.1,-0.7
6.415,-0.1,0.7,-0.1,-0.7
6.543,-0.2,0.7,-0.1,-0.7
6.616,-0.4,0.7,-0.1,-0.6
6.72,-0.5,0.7,-0.0,-0.5
6.825,-0.6,0.7,-0.0,-0.4
6.994,-0.7,0.6,-0.0,-0.4
7.042,-0.6,0.6,-0.1,-0.4
7.132,-0.4,0.7,-0.1,-0.6
7.231,-0.3,0.7,-0.2,-0.7
7.331,-0.1,0.7,-0.2,-0.7
7.432,-0.1,0.7,-0.1,-0.7
7.526,-0.0,0.7,-0.1,-0.7
7.65,-0.1,0.7,-0.1,-0.7
7.731,-0.3,0.7,-0.2,-0.6
7.822,-0.4,0.7,-0.0,-0.6
7.962,-0.5,0.7,-0.0,-0.6
8.035,-0.4,0.7,-0.0,-0.6
8.211,-0.4,0.7,-0.0,-0.7
8.231,-0.3,0.6,-0.0,-0.7
8.32,-0.2,0.6,-0.1,-0.8
8.449,-0.3,0.6,-0.2,-0.7
8.517,-0.4,0.6,-0.3,-0.7
8.622,-0.4,0.5,-0.4,-0.6
8.824,-0.5,0.5,-0.5,-0.5
8.914,-0.5,0.4,-0.4,-0.6
9.003,-0.7,0.4,-0.2,-0.6
9.103,-0.7,0.4,0.0,-0.5
9.227,-0.7,0.5,0.2,-0.4
9.307,-0.6,0.6,0.4,-0.3
9.407,-0.6,0.6,0.5,-0.3
9.501,-0.4,0.7,0.5,-0.2
9.628,-0.2,0.7,0.6,-0.2
9.703,-0.3,0.7,0.6,-0.2
9.802,-0.3,0.7,0.6,-0.2
9.935,-0.3,0.7,0.6,-0.2
10.007,-0.3,0.7,0.6,-0.1
10.112,-0.3,0.7,0.6,-0.2
10.202,-0.3,0.7,0.6,-0.2
10.325,-0.3,0.7,0.6,-0.1
10.412,-0.3,0.7,0.6,-0.2
10.516,-0.3,0.7,0.6,-0.2
10.609,-0.3,0.7,0.6,-0.2
10.74,-0.3,0.7,0.6,-0.2
10.809,-0.3,0.7,0.6,-0.2
10.912,-0.3,0.7,0.6,-0.2
11.048,-0.3,0.7,0.6,-0.2
11.133,-0.3,0.7,0.6,-0.2
11.2,-0.3,0.7,0.6,-0.2
11.306,-0.3,0.7,0.6,-0.2
11.4,-0.3,0.7,0.6,-0.2
11.538,-0.3,0.7,0.6,-0.2
11.609,-0.3,0.7,0.6,-0.2
11.706,-0.3,0.7,0.6,-0.2
11.803,-0.3,0.7,0.6,-0.2
11.936,-0.3,0.7,0.6,-0.2
12.047,-0.3,0.7,0.6,-0.2
12.108,-0.3,0.7,0.6,-0.2
12.223,-0.3,0.7,0.6,-0.2
12.335,-0.3,0.7,0.6,-0.2
12.409,-0.3,0.7,0.6,-0.2
12.51,-0.3,0.7,0.6,-0.2
12.65,-0.3,0.7,0.6,-0.2
12.713,-0.3,0.7,0.6,-0.2
12.806,-0.3,0.7,0.6,-0.2
12.919,-0.3,0.7,0.6,-0.2
13.085,-0.3,0.7,0.6,-0.2
13.13,-0.3,0.7,0.6,-0.2
13.212,-0.3,0.7,0.6,-0.2
13.315,-0.3,0.7,0.6,-0.2
13.436,-0.3,0.7,0.6,-0.2
13.509,-0.3,0.7,0.6,-0.2
13.615,-0.3,0.7,0.6,-0.2
13.716,-0.3,0.7,0.6,-0.2
13.843,-0.3,0.7,0.6,-0.2
13.934,-0.3,0.7,0.6,-0.2
14.046,-0.3,0.7,0.6,-0.2
14.113,-0.3,0.7,0.6,-0.2
14.248,-0.3,0.7,0.6,-0.2
14.314,-0.3,0.7,0.6,-0.2
14.418,-0.3,0.7,0.6,-0.2
14.51,-0.3,0.7,0.6,-0.2
14.647,-0.3,0.7,0.6,-0.2
14.716,-0.3,0.7,0.6,-0.2
14.818,-0.3,0.7,0.6,-0.2
14.948,-0.3,0.7,0.6,-0.2
15.039,-0.3,0.7,0.6,-0.2
15.116,-0.3,0.7,0.6,-0.2
15.226,-0.3,0.7,0.6,-0.2
15.336,-0.3,0.7,0.6,-0.2
15.414,-0.3,0.7,0.6,-0.2
15.523,-0.3,0.7,0.6,-0.2
15.622,-0.3,0.7,0.6,-0.2
15.743,-0.3,0.7,0.6,-0.2
15.831,-0.3,0.7,0.6,-0.2
15.923,-0.3,0.7,0.6,-0.2
16.024,-0.3,0.7,0.6,-0.2
16.141,-0.3,0.7,0.6,-0.2
16.219,-0.3,0.7,0.6,-0.2
16.317,-0.3,0.7,0.6,-0.2
16.413,-0.4,0.7,0.6,-0.2
16.556,-0.6,0.6,0.6,-0.2
16.624,-0.8,0.3,0.5,-0.1
16.717,-0.9,-0.1,0.5,-0.0
16.828,-0.8,-0.4,0.5,0.0
17.01,-0.6,-0.7,0.4,0.0
17.105,-0.5,-0.7,0.4,0.0
17.215,-0.5,-0.8,0.4,0.0
17.314,-0.4,-0.8,0.4,0.0
17.433,-0.4,-0.8,0.4,0.0
17.516,-0.4,-0.8,0.4,0.0
17.631,-0.4,-0.8,0.4,-0.0
17.701,-0.4,-0.8,0.4,-0.0
17.8,-0.4,-0.8,0.4,-0.0
17.907,-0.4,-0.8,0.4,-0.0
18.027,-0.5,-0.8,0.4,0.0
18.103,-0.5,-0.8,0.4,0.0
18.202,-0.5,-0.8,0.4,0.0
18.3,-0.5,-0.8,0.4,0.0
18.424,-0.5,-0.8,0.4,0.0
18.504,-0.5,-0.8,0.4,0.0
18.597,-0.5,-0.8,0.4,0.0
18.704,-0.5,-0.8,0.4,0.0
18.828,-0.5,-0.8,0.4,-0.0
18.908,-0.5,-0.8,0.4,-0.0
18.988,-0.5,-0.8,0.4,0.0
19.091,-0.5,-0.7,0.4,-0.0
19.24,-0.5,-0.7,0.4,-0.1
19.319,-0.5,-0.7,0.4,-0.0
19.404,-0.5,-0.7,0.4,-0.0
19.501,-0.5,-0.7,0.4,-0.0
19.64,-0.5,-0.7,0.4,-0.0
19.705,-0.5,-0.7,0.4,-0.0
