gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.194,-0.2,0.3,0.1
0.229,-0.2,0.3,0.1
0.328,0.2,-0.1,-0.1
0.479,-0.4,-0.4,-0.3
0.489,-0.8,0.0,-0.0
0.557,-2.6,0.1,0.2
0.738,-1.8,0.3,0.9
0.832,-0.5,1.3,2.2
0.923,-1.2,3.0,2.8
1.023,-1.3,4.1,2.5
1.135,-4.4,3.3,2.5
1.226,-1.4,2.4,3.3
1.33,-2.1,0.8,0.2
1.423,-0.4,-0.1,-0.0
1.537,2.7,-0.1,-0.8
1.627,4.8,-1.8,-2.3
1.726,1.9,-2.8,-1.7
1.822,-0.2,-1.6,-1.8
1.93,0.4,-0.7,0.0
2.029,-2.1,0.7,1.7
2.127,-1.4,2.4,2.1
2.227,-2.1,0.7,1.5
2.33,-2.1,0.9,1.5
2.425,0.3,0.9,1.6
2.529,1.1,0.5,0.2
2.637,2.3,-0.8,-1.3
2.724,4.8,-3.2,-1.0
2.827,0.5,-3.3,-1.3
2.928,-0.5,-1.9,-2.0
3.032,0.2,-0.8,-1.2
3.125,-1.1,0.2,0.4
3.223,-3.7,1.1,2.7
3.331,-2.3,3.2,3.9
3.457,1.9,2.3,3.4
3.533,-0.5,0.3,0.4
3.617,-2.5,0.5,-1.5
3.728,2.6,1.2,0.1
3.84,4.7,-4.3,-1.3
3.924,0.2,-4.2,-1.4
4.001,-0.9,-0.5,0.6
4.127,-0.9,0.8,-0.1
4.26,-1.5,1.2,0.2
4.332,-0.9,1.1,1.1
4.428,1.6,1.8,0.5
4.549,1.4,-4.5,-0.2
4.656,1.3,-8.0,-0.4
4.729,-6.0,-8.4,-1.8
4.833,-5.4,6.1,2.9
4.937,0.4,-6.1,1.8
5.04,-1.9,4.6,2.5
5.128,0.3,1.6,-0.1
5.227,-1.3,0.5,0.7
5.342,0.4,-0.5,-0.4
5.425,-1.3,-0.2,0.3
5.543,0.2,0.1,-0.1
5.633,0.3,-1.0,-0.8
5.748,-0.2,-1.1,-0.8
5.834,-0.7,-2.7,-0.2
5.936,-0.1,0.9,0.5
6.031,-1.4,3.8,1.6
6.15,-1.0,-2.5,-0.8
6.227,-2.4,-1.9,-0.8
6.337,2.4,-1.5,-3.1
6.431,2.0,-3.1,-3.9
6.562,3.4,-3.4,-2.8
6.63,5.8,-2.9,-1.8
6.731,0.4,-2.5,-0.0
6.832,-0.1,-1.8,-0.2
6.961,0.1,-0.5,-0.5
7.061,0.3,-0.0,-0.4
7.232,0.2,0.1,0.3
7.242,0.6,1.4,0.6
7.358,-0.5,-0.0,-0.2
7.425,-0.5,-0.3,1.0
7.549,0.4,-0.3,0.9
7.65,0.3,-0.2,-0.2
7.75,-0.6,-0.1,-0.2
7.832,0.2,-0.1,-0.1
7.935,-0.4,-0.6,-1.6
8.049,-0.3,0.1,0.1
8.139,-0.4,1.0,0.7
8.222,-0.1,-0.4,0.7
8.436,0.1,0.5,-0.2
8.545,0.7,-0.7,-0.4
8.553,0.3,-1.1,-0.3
8.631,0.2,-0.7,-0.4
8.738,0.2,-0.2,-0.0
