orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.113,0.4,-0.1,-0.0,0.9
0.13,0.4,-0.1,-0.0,0.9
0.217,0.4,-0.1,-0.0,0.9
0.406,0.4,-0.1,0.0,0.9
0.503,0.3,-0.2,-0.1,0.9
0.605,0.2,-0.3,-0.3,0.9
0.715,0.0,-0.4,-0.4,0.8
0.799,-0.1,-0.5,-0.5,0.7
0.911,-0.3,-0.5,-0.5,0.6
1.008,-0.3,-0.6,-0.4,0.6
1.123,-0.4,-0.6,-0.4,0.6
1.205,-0.4,-0.5,-0.5,0.6
1.306,-0.4,-0.5,-0.5,0.5
1.403,-0.5,-0.5,-0.6,0.5
1.52,-0.4,-0.5,-0.5,0.5
1.616,-0.4,-0.5,-0.5,0.5
1.705,-0.4,-0.5,-0.5,0.5
1.805,-0.5,-0.5,-0.5,0.5
1.919,-0.5,-0.5,-0.6,0.4
2.011,-0.4,-0.4,-0.6,0.5
2.105,-0.4,-0.4,-0.6,0.6
2.212,-0.2,-0.3,-0.6,0.7
2.33,-0.2,-0.3,-0.6,0.8
2.404,-0.1,-0.3,-0.5,0.8
2.508,-0.2,-0.4,-0.5,0.7
2.644,-0.4,-0.5,-0.5,0.6
2.71,-0.4,-0.5,-0.5,0.5
2.78,-0.4,-0.5,-0.5,0.5
2.906,-0.4,-0.5,-0.6,0.5
3.034,-0.5,-0.5,-0.6,0.5
3.105,-0.5,-0.5,-0.6,0.4
3.209,-0.5,-0.4,-0.6,0.4
3.308,-0.4,-0.3,-0.7,0.5
3.45,-0.3,-0.3,-0.6,0.7
3.514,-0.2,-0.2,-0.6,0.8
3.606,-0.2,-0.2,-0.5,0.8
3.711,-0.2,-0.3,-0.5,0.8
3.828,-0.3,-0.4,-0.5,0.7
3.911,-0.4,-0.5,-0.5,0.6
4.009,-0.4,-0.5,-0.5,0.5
4.111,-0.4,-0.6,-0.5,0.5
4.218,-0.4,-0.6,-0.5,0.5
4.307,-0.5,-0.6,-0.5,0.5
4.418,-0.5,-0.5,-0.6,0.5
4.517,-0.4,-0.5,-0.6,0.6
4.632,-0.3,-0.4,-0.6,0.7
4.712,-0.2,-0.3,-0.6,0.7
4.813,-0.2,-0.3,-0.6,0.7
4.932,-0.3,-0.4,-0.5,0.7
5.01,-0.3,-0.5,-0.4,0.7
5.102,-0.3,-0.6,-0.3,0.7
5.216,-0.3,-0.6,-0.4,0.7
5.327,-0.3,-0.5,-0.3,0.8
5.412,-0.2,-0.5,-0.3,0.8
5.521,0.2,0.1,-0.4,0.9
5.614,0.1,0.1,-0.3,1.0
5.733,-0.0,0.3,-0.0,1.0
5.819,0.0,0.5,-0.2,0.8
5.917,0.0,0.6,-0.4,0.7
6.013,-0.0,0.6,-0.5,0.7
6.143,-0.1,0.5,-0.6,0.6
6.221,-0.2,0.4,-0.7,0.5
6.309,-0.2,0.5,-0.7,0.6
6.413,-0.2,0.4,-0.6,0.6
6.553,-0.2,0.4,-0.6,0.6
6.612,-0.3,0.3,-0.6,0.7
6.717,-0.3,0.3,-0.6,0.7
6.81,-0.3,0.3,-0.6,0.7
6.936,-0.3,0.3,-0.5,0.7
7.018,-0.3,0.3,-0.5,0.7
7.123,-0.3,0.3,-0.5,0.7
7.219,-0.3,0.3,-0.6,0.7
7.341,-0.3,0.3,-0.6,0.7
7.421,-0.3,0.3,-0.6,0.7
7.517,-0.3,0.3,-0.6,0.7
7.637,-0.3,0.3,-0.6,0.7
7.722,-0.3,0.3,-0.6,0.7
7.815,-0.3,0.3,-0.5,0.7
7.915,-0.3,0.3,-0.5,0.8
8.037,-0.3,0.3,-0.6,0.7
8.119,-0.3,0.3,-0.6,0.7
8.217,-0.3,0.3,-0.6,0.7
8.315,-0.2,0.4,-0.7,0.6
8.438,-0.1,0.4,-0.8,0.5
8.601,0.0,0.5,-0.8,0.4
8.704,0.1,0.5,-0.7,0.4
8.827,0.1,0.5,-0.7,0.5
8.9,0.1,0.4,-0.5,0.7
9.004,0.0,0.3,-0.2,0.9
9.102,0.1,0.3,0.1,1.0
9.225,0.1,0.2,0.2,0.9
9.277,0.2,0.2,0.2,0.9
9.442,0.2,0.2,0.2,0.9
9.53,0.2,0.1,0.2,0.9
9.621,0.3,0.1,0.2,0.9
9.708,0.3,0.1,0.2,0.9
9.776,0.3,0.1,0.2,0.9
9.893,0.3,0.1,0.2,0.9
10.04,0.3,0.1,0.2,0.9
10.115,0.3,0.1,0.2,0.9
10.181,0.3,0.1,0.2,0.9
