gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.006,-0.2,-0.1,0.0
0.238,-0.4,-0.0,0.2
0.251,-0.1,-0.0,0.2
0.359,-0.4,-0.1,0.2
0.418,-0.4,-0.1,0.4
0.634,-0.6,-0.6,-0.5
0.647,-0.5,-0.7,-0.6
0.754,0.3,-0.6,-0.7
0.837,-0.2,0.3,-0.2
0.944,0.4,1.0,0.5
1.147,-0.4,0.5,0.6
1.228,-2.9,0.2,-1.5
1.324,-4.4,0.1,-4.3
1.429,-2.0,-0.5,-5.8
1.553,-2.7,-1.1,-4.6
1.624,0.7,-2.3,-3.1
1.727,2.5,-1.4,-1.8
1.823,1.1,0.5,0.0
1.938,-0.4,1.3,2.5
2.03,-2.7,1.0,2.8
2.136,-1.1,0.5,-1.5
2.239,-0.9,-0.6,-1.8
2.329,0.4,-0.1,-1.7
2.428,-1.5,-0.2,-1.4
2.524,0.7,-0.0,-0.7
2.632,-0.9,0.1,-0.1
2.725,-0.9,0.2,-0.6
2.834,2.7,-0.3,2.0
2.929,0.2,-0.2,5.0
3.057,1.0,0.2,3.6
3.132,1.8,0.6,2.0
3.23,-0.6,0.4,-1.2
3.326,-3.9,0.9,-4.7
3.441,-1.2,0.3,-5.3
3.532,8.8,-2.2,-3.5
3.625,-2.4,-0.5,0.4
3.726,0.5,-0.9,0.8
3.841,2.5,-0.3,-0.3
3.929,-2.0,1.1,0.4
4.026,4.3,-0.4,1.0
4.135,1.9,2.4,0.1
4.229,-0.7,3.4,1.3
4.301,0.3,2.9,0.7
4.432,0.6,1.6,2.3
4.536,1.7,0.9,-1.0
4.647,0.5,2.3,-0.0
4.738,6.4,1.7,1.9
4.826,-5.7,0.2,0.1
4.939,-1.6,0.5,-0.2
5.031,1.2,0.2,-0.2
5.137,0.7,-0.2,0.4
5.226,0.1,-0.0,-0.1
5.349,-0.3,0.3,0.1
5.429,-0.2,-0.2,0.1
5.53,-0.4,0.1,-0.0
5.633,-0.9,0.1,-0.2
5.745,0.3,-0.0,-0.0
5.838,0.5,-0.0,-0.0
5.902,-0.1,0.0,-0.0
6.0,-0.1,0.0,0.0
6.135,0.3,-0.0,0.1
6.222,-0.7,0.4,0.8
6.312,1.0,0.9,2.1
6.476,2.0,1.6,3.4
6.579,2.3,2.2,3.2
6.647,2.0,2.2,2.6
6.708,1.1,1.8,2.1
6.81,1.4,0.9,1.5
6.974,0.7,0.4,1.2
7.039,0.4,0.3,0.6
7.112,-0.1,0.5,0.1
7.227,-1.0,0.4,-0.1
7.329,-0.7,0.7,0.1
7.502,0.3,0.1,-0.4
7.627,-0.1,-0.2,-0.4
7.744,0.5,-0.0,0.3
7.76,-0.3,-0.2,0.5
7.834,0.2,0.0,0.1
7.939,0.1,0.0,0.1
8.051,-0.2,0.1,0.1
8.157,-0.1,-0.1,-0.0
8.235,-0.1,0.1,0.4
8.336,-0.1,-0.1,0.1
8.458,0.3,-0.1,-0.1
8.54,0.2,-0.2,0.2
8.636,-0.1,-0.0,0.1
8.741,-0.1,0.1,0.0
8.838,0.0,-0.1,0.1
