gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,0.0,0.1,0.3
0.007,-1.1,0.1,0.0
0.095,-0.3,-0.3,0.0
0.101,-0.3,-0.2,0.1
0.104,-0.4,-0.1,0.2
0.196,0.1,-0.0,0.2
0.199,-0.4,-0.2,0.0
0.309,-0.9,-0.0,0.6
0.32,-1.1,-0.2,0.9
0.336,-2.4,-0.3,1.4
0.399,-3.4,-0.4,2.0
0.403,-4.1,-0.6,2.6
0.504,-4.9,-1.0,3.0
0.508,-4.9,-1.5,3.2
0.526,-4.2,-1.7,3.5
0.6,-3.3,-1.7,3.9
0.603,-2.3,-1.6,4.7
0.71,-2.8,-1.1,5.1
0.713,-3.3,-1.0,5.3
0.799,-4.0,-0.4,5.0
0.803,-3.4,-0.3,4.9
0.806,-2.0,-0.2,4.6
0.9,-0.3,-0.3,4.4
0.903,0.9,-0.3,4.0
0.999,1.0,-0.2,3.4
1.003,0.9,0.1,2.4
1.006,0.9,0.4,1.3
1.108,1.2,0.6,0.2
1.119,1.3,0.6,-0.5
1.199,0.8,0.5,-0.7
1.202,0.5,0.3,-0.7
1.209,0.5,0.1,-0.7
1.295,0.5,-0.0,-0.9
1.299,0.2,-0.1,-0.8
1.398,0.1,-0.1,-0.7
1.401,0.1,-0.1,-0.5
1.404,0.2,-0.0,-0.5
1.536,0.1,-0.0,-0.5
1.547,0.0,0.0,-0.4
1.597,-0.0,0.0,-0.4
1.605,-0.1,0.1,-0.3
1.608,-0.0,0.1,-0.2
1.69,-0.0,0.1,-0.1
1.693,-0.1,0.2,-0.0
1.793,-0.1,0.2,0.0
1.797,-0.1,0.2,0.1
1.804,-0.1,0.2,0.1
1.925,-0.1,0.2,0.1
1.93,-0.1,0.2,0.1
2.0,-0.1,0.1,0.1
2.003,-0.1,0.1,0.1
2.006,-0.1,0.1,0.1
2.1,-0.1,0.1,0.0
2.104,-0.1,0.1,-0.0
2.197,-0.1,0.1,-0.0
2.2,-0.1,0.0,-0.1
2.31,-0.1,0.0,-0.1
2.32,-0.1,0.0,-0.1
2.33,-0.2,-0.0,-0.0
2.399,-0.2,-0.0,-0.0
2.405,-0.2,-0.0,-0.0
2.507,-0.2,-0.0,-0.1
2.51,-0.1,0.0,-0.1
2.513,-0.2,-0.0,-0.2
2.608,-0.2,0.0,-0.2
2.613,-0.1,0.1,-0.2
2.697,-0.1,0.1,-0.2
2.7,-0.1,0.1,-0.2
2.705,-0.1,0.1,-0.3
2.802,-0.1,0.1,-0.3
2.805,-0.1,0.1,-0.3
2.9,-0.1,0.1,-0.3
2.905,-0.1,0.1,-0.3
2.909,-0.1,0.1,-0.4
3.007,-0.2,0.1,-0.4
3.011,-0.3,0.2,-0.4
3.096,-0.1,0.1,-0.4
3.099,-0.2,0.2,-0.5
3.102,-0.3,0.2,-0.6
3.203,-0.5,0.2,-0.7
3.207,-0.6,0.2,-0.8
3.293,-0.1,0.2,-1.0
3.297,-0.2,0.1,-1.3
3.3,-0.7,0.1,-1.5
3.408,-0.8,-0.0,-1.9
3.419,-1.5,-0.1,-2.2
3.505,-0.6,-0.1,-2.6
3.511,-0.7,-0.2,-2.8
3.514,-0.6,-0.6,-3.2
3.594,-1.6,-0.6,-3.6
3.598,-2.2,-0.6,-3.8
3.7,-1.8,-0.5,-3.8
3.703,-2.7,-1.0,-3.5
3.707,-8.5,-2.8,-4.6
3.809,-6.0,0.5,-2.5
3.821,2.3,1.2,-1.7
3.891,3.5,-2.5,-1.3
3.894,-6.6,-3.3,-3.0
3.999,-1.6,3.5,4.2
4.006,-4.9,-1.0,0.5
4.009,-10.6,-3.0,-0.4
4.095,-0.6,-1.6,-2.7
4.103,-1.3,0.0,-1.3
4.228,0.8,1.6,-0.8
4.246,2.9,0.9,-1.4
4.249,5.1,-1.5,-1.0
4.343,1.0,0.2,0.3
4.346,-0.8,0.5,0.9
4.398,-1.1,-0.3,-0.3
4.401,-2.3,0.6,0.0
4.404,-0.2,-0.0,0.0
4.508,0.5,0.7,0.4
4.515,-1.6,-0.7,0.0
4.602,-1.3,-0.5,-0.4
4.613,0.5,0.2,-0.0
4.624,-0.1,-0.1,-0.5
4.698,1.3,-0.5,-0.3
4.708,1.9,-0.2,0.0
4.793,1.5,0.1,0.3
4.796,0.0,0.4,0.4
4.804,-0.9,0.5,0.5
4.909,-0.7,0.3,0.3
4.914,-0.3,0.1,0.2
4.997,-0.2,-0.1,-0.1
5.0,-0.5,-0.2,-0.3
5.003,-0.5,-0.4,-0.5
5.101,-0.1,-0.2,-0.2
5.104,0.0,-0.0,-0.0
5.195,-0.1,0.2,0.1
5.198,-0.3,0.4,0.3
5.203,-0.4,0.2,0.1
5.31,-0.2,0.1,0.1
5.315,0.2,-0.1,0.0
5.399,0.3,-0.2,-0.1
5.402,-0.0,-0.2,-0.3
5.406,0.0,-0.0,-0.1
5.508,-0.0,-0.1,-0.0
5.512,0.1,0.1,0.1
5.597,0.2,0.1,0.2
5.602,0.2,0.1,0.1
5.71,0.1,0.1,0.1
5.713,0.0,0.0,0.0
5.724,-0.1,-0.0,-0.0
5.799,-0.3,-0.1,-0.1
5.809,-0.2,-0.1,-0.1
5.893,-0.1,-0.0,-0.0
5.896,0.0,0.0,0.0
5.909,0.0,0.1,0.0
5.997,0.0,0.1,0.0
6.001,0.1,0.1,0.0
6.108,0.0,0.0,0.0
6.118,-0.0,-0.0,-0.0
6.129,-0.1,-0.1,-0.1
6.194,-0.0,-0.1,-0.1
6.198,0.0,-0.0,-0.0
6.293,0.0,0.0,0.0
6.298,0.1,0.1,0.0
6.305,0.0,0.1,0.0
6.397,-0.1,0.0,0.0
6.404,-0.1,-0.0,-0.0
6.512,-0.0,-0.0,-0.0
6.524,-0.1,-0.0,-0.0
6.527,-0.0,-0.0,-0.0
6.599,0.0,0.0,0.0
6.602,0.1,0.0,0.0
6.697,0.0,0.0,0.0
6.7,0.0,0.0,0.0
6.703,-0.0,-0.0,-0.0
6.797,-0.1,-0.0,-0.0
6.809,-0.0,-0.0,-0.0
6.906,-0.0,-0.0,-0.0
6.917,0.0,0.0,0.0
6.926,0.0,0.0,0.0
7.005,0.0,0.0,0.0
7.009,0.0,0.0,0.0
7.095,-0.0,-0.0,-0.0
7.099,-0.0,0.0,-0.0
7.107,0.0,-0.0,-0.0
7.197,-0.0,-0.0,-0.0
7.2,-0.0,-0.0,-0.0
7.317,0.0,0.0,0.0
7.32,0.0,0.0,0.0
7.394,-0.0,0.0,0.0
7.397,0.0,0.0,0.0
7.4,0.0,-0.0,0.0
7.503,-0.1,0.0,0.0
7.506,-0.1,-0.0,-0.0
7.601,-0.1,-0.1,-0.1
7.612,-0.2,-0.0,-0.1
7.616,-0.1,0.3,0.1
7.702,-0.3,0.4,0.1
7.707,-0.4,0.4,0.1
7.799,0.7,0.3,0.3
7.802,1.7,0.9,0.5
7.805,5.1,1.2,0.4
7.899,4.0,1.9,0.2
7.902,1.7,2.4,0.3
8.006,1.8,2.7,0.0
8.009,1.0,2.9,-0.2
8.029,3.4,3.1,-0.6
8.099,5.8,3.1,-1.5
8.102,5.2,2.9,-2.4
8.196,2.8,2.7,-2.9
8.2,2.9,2.2,-3.3
8.203,2.5,1.6,-3.4
8.295,1.8,1.0,-3.1
8.306,1.3,0.6,-2.3
8.406,0.2,0.3,-1.6
8.409,0.0,-0.0,-0.8
8.429,-0.3,-0.4,-0.5
8.505,-0.2,-0.1,0.7
8.508,0.2,-0.1,-0.3
8.595,-0.2,-0.0,-0.5
8.598,-0.4,-0.1,-0.4
8.601,-0.1,-0.1,-0.1
8.699,-0.0,-0.0,-0.0
8.704,-0.0,0.1,0.2
8.789,0.2,0.1,0.1
8.802,0.2,0.0,0.1
8.805,0.1,0.0,0.2
8.87,0.6,0.4,0.5
