orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.003,-0.5,-0.3,-0.2,-0.8
0.011,-0.5,-0.3,-0.2,-0.8
0.108,-0.5,-0.3,-0.2,-0.8
0.113,-0.5,-0.3,-0.2,-0.8
0.201,-0.5,-0.3,-0.2,-0.8
0.206,-0.5,-0.3,-0.2,-0.8
0.215,-0.5,-0.3,-0.2,-0.8
0.329,-0.5,-0.3,-0.2,-0.8
0.349,-0.5,-0.3,-0.2,-0.8
0.401,-0.5,-0.3,-0.2,-0.8
0.415,-0.5,-0.3,-0.2,-0.8
0.423,-0.5,-0.3,-0.2,-0.8
0.506,-0.5,-0.3,-0.2,-0.8
0.515,-0.5,-0.3,-0.2,-0.8
0.601,-0.5,-0.3,-0.2,-0.8
0.609,-0.5,-0.3,-0.2,-0.8
0.625,-0.5,-0.3,-0.2,-0.8
0.729,-0.5,-0.3,-0.2,-0.8
0.734,-0.5,-0.2,-0.2,-0.8
0.798,-0.5,-0.2,-0.2,-0.8
0.806,-0.5,-0.2,-0.2,-0.8
0.812,-0.5,-0.2,-0.2,-0.8
0.905,-0.5,-0.2,-0.2,-0.8
0.914,-0.5,-0.2,-0.1,-0.8
1.002,-0.5,-0.2,-0.1,-0.8
1.011,-0.5,-0.2,-0.1,-0.8
1.016,-0.5,-0.2,-0.1,-0.8
1.127,-0.5,-0.2,-0.1,-0.9
1.135,-0.5,-0.2,-0.1,-0.9
1.206,-0.5,-0.2,-0.1,-0.9
1.211,-0.5,-0.1,-0.0,-0.9
1.225,-0.4,-0.1,-0.0,-0.9
1.307,-0.4,-0.1,0.1,-0.9
1.312,-0.4,-0.0,0.1,-0.9
1.402,-0.4,0.0,0.2,-0.9
1.411,-0.3,0.1,0.3,-0.9
1.42,-0.3,0.1,0.4,-0.9
1.527,-0.2,0.1,0.5,-0.9
1.538,-0.2,0.2,0.5,-0.8
1.601,-0.2,0.2,0.6,-0.8
1.613,-0.1,0.2,0.7,-0.7
1.626,-0.1,0.2,0.7,-0.7
1.705,-0.1,0.2,0.7,-0.7
1.71,-0.1,0.2,0.7,-0.7
1.809,-0.1,0.3,0.7,-0.6
1.814,-0.0,0.3,0.7,-0.6
1.923,-0.0,0.3,0.7,-0.6
1.936,-0.0,0.3,0.7,-0.6
1.961,-0.1,0.3,0.7,-0.6
2.008,-0.1,0.3,0.7,-0.6
2.013,-0.0,0.3,0.7,-0.6
2.107,-0.0,0.3,0.7,-0.6
2.116,-0.0,0.3,0.7,-0.6
2.121,-0.1,0.3,0.7,-0.7
2.216,-0.1,0.3,0.7,-0.7
2.255,-0.1,0.3,0.7,-0.7
2.312,-0.1,0.3,0.7,-0.7
2.317,-0.1,0.3,0.7,-0.7
2.325,-0.1,0.3,0.7,-0.7
2.405,-0.1,0.3,0.7,-0.7
2.41,-0.1,0.3,0.7,-0.7
2.503,-0.1,0.3,0.6,-0.7
2.509,-0.1,0.3,0.6,-0.7
2.518,-0.1,0.3,0.6,-0.7
2.629,-0.1,0.3,0.6,-0.7
2.634,-0.1,0.3,0.6,-0.7
2.697,-0.1,0.3,0.6,-0.7
2.706,-0.1,0.3,0.6,-0.7
2.714,-0.1,0.3,0.6,-0.7
2.807,-0.1,0.3,0.7,-0.7
2.816,-0.1,0.3,0.7,-0.7
2.9,-0.1,0.3,0.7,-0.7
2.916,-0.1,0.3,0.7,-0.7
2.921,-0.1,0.3,0.7,-0.7
3.028,-0.1,0.3,0.7,-0.7
3.033,-0.1,0.3,0.7,-0.7
3.104,-0.1,0.3,0.7,-0.7
3.109,-0.1,0.3,0.7,-0.7
3.113,-0.1,0.3,0.7,-0.6
3.208,-0.1,0.3,0.7,-0.6
3.251,-0.1,0.3,0.7,-0.6
3.296,-0.1,0.3,0.7,-0.6
3.305,-0.1,0.3,0.7,-0.6
3.314,-0.1,0.3,0.7,-0.6
3.418,-0.1,0.3,0.7,-0.6
3.43,-0.1,0.3,0.7,-0.6
3.507,-0.1,0.3,0.7,-0.6
3.512,-0.1,0.3,0.7,-0.6
3.605,-0.1,0.3,0.7,-0.6
3.61,-0.1,0.3,0.7,-0.6
3.615,-0.1,0.3,0.7,-0.6
3.703,-0.1,0.3,0.7,-0.6
3.708,-0.1,0.3,0.7,-0.6
3.824,-0.1,0.3,0.7,-0.6
