accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.002,2.3,5.4,8.1
0.005,2.1,5.7,8.6
0.098,2.5,5.9,8.0
0.101,0.8,6.3,7.5
0.104,1.6,5.5,7.3
0.199,1.9,6.3,7.6
0.203,2.2,5.6,7.9
0.299,2.3,5.3,7.8
0.302,2.2,5.6,7.9
0.323,2.1,5.8,7.8
0.399,2.0,5.5,7.6
0.402,2.3,5.3,7.7
0.498,2.2,5.6,7.8
0.502,1.9,5.7,7.9
0.509,1.9,5.3,7.8
0.599,2.1,5.4,7.9
0.602,2.1,5.6,7.9
0.698,1.8,5.5,7.9
0.701,2.0,5.3,7.9
0.714,2.0,5.4,7.8
0.799,2.2,5.2,7.9
0.802,2.2,5.0,8.0
0.901,2.4,4.7,8.0
0.905,2.4,4.3,8.1
0.998,2.2,3.5,7.7
1.001,2.3,3.1,7.6
1.01,3.1,2.6,7.5
1.1,3.0,3.0,7.6
1.113,2.5,3.5,7.9
1.2,1.8,3.3,8.2
1.207,1.7,3.3,8.3
1.21,0.9,2.3,8.8
1.302,1.0,0.5,8.2
1.305,0.7,-2.7,8.3
1.397,1.0,-2.9,9.2
1.405,0.8,-4.6,7.9
1.409,-0.0,-8.0,6.2
1.499,0.3,-8.3,6.8
1.51,-0.7,-8.6,4.7
1.597,-0.8,-10.8,1.5
1.601,-1.0,-11.5,-0.2
1.604,-1.6,-10.9,-0.5
1.701,-2.1,-9.7,-0.6
1.707,-2.3,-9.6,-1.3
1.801,-2.5,-10.1,-1.9
1.805,-2.0,-12.7,-3.3
1.808,-3.0,-10.3,-4.1
1.909,-2.7,-10.2,-1.8
1.912,-3.2,-8.6,-0.2
1.997,-2.9,-9.3,-1.6
2.001,-2.8,-9.4,-2.4
2.004,-3.0,-9.3,-2.5
2.101,-3.0,-9.2,-1.8
2.105,-3.1,-9.3,-1.0
2.197,-3.2,-9.0,-0.3
2.2,-3.2,-9.1,0.0
2.208,-3.4,-9.5,-0.4
2.299,-3.3,-9.0,-0.5
2.302,-3.4,-9.3,-0.3
2.397,-3.2,-9.2,-0.3
2.404,-3.4,-9.0,-0.3
2.407,-3.5,-9.1,-0.4
2.501,-3.7,-9.2,-0.5
2.504,-3.7,-9.2,-0.4
2.6,-3.6,-9.0,-0.3
2.608,-3.6,-9.1,-0.3
2.619,-3.5,-9.1,-0.3
2.698,-3.5,-9.1,-0.3
2.706,-3.4,-8.9,-0.3
2.802,-3.5,-9.0,-0.4
2.806,-3.5,-9.0,-0.4
2.897,-3.4,-9.1,-0.6
2.901,-3.5,-9.0,-0.6
2.904,-3.4,-9.1,-0.8
3.003,-3.4,-9.1,-0.9
3.007,-3.3,-9.1,-0.8
3.098,-3.3,-9.1,-0.7
3.101,-3.2,-9.6,-1.0
3.105,-3.1,-9.6,-1.7
3.199,-2.9,-8.7,-1.6
3.207,-2.1,-9.4,-1.2
