orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.008,-0.7,-0.1,-0.2,-0.7
0.137,-0.7,-0.1,-0.2,-0.7
0.142,-0.7,-0.1,-0.2,-0.7
0.147,-0.7,-0.1,-0.2,-0.7
0.222,-0.7,-0.1,-0.2,-0.7
0.227,-0.7,-0.1,-0.2,-0.7
0.236,-0.7,-0.1,-0.2,-0.7
0.347,-0.7,-0.1,-0.2,-0.7
0.362,-0.7,-0.1,-0.1,-0.7
0.435,-0.7,-0.1,-0.1,-0.7
0.443,-0.7,-0.0,-0.1,-0.7
0.448,-0.6,-0.0,-0.1,-0.8
0.534,-0.6,0.0,-0.1,-0.8
0.539,-0.6,0.0,-0.1,-0.8
0.662,-0.6,0.1,-0.1,-0.8
0.667,-0.6,0.1,-0.1,-0.8
0.679,-0.6,0.1,-0.0,-0.8
0.766,-0.5,0.1,-0.0,-0.8
0.771,-0.5,0.2,-0.0,-0.8
0.834,-0.5,0.2,0.0,-0.8
0.842,-0.5,0.2,0.0,-0.8
0.847,-0.5,0.2,-0.0,-0.8
0.937,-0.5,0.2,-0.0,-0.8
0.946,-0.5,0.3,-0.0,-0.8
1.037,-0.5,0.2,-0.1,-0.8
1.046,-0.5,0.2,-0.1,-0.8
1.051,-0.5,0.3,-0.0,-0.8
1.16,-0.5,0.3,-0.0,-0.8
1.172,-0.5,0.3,-0.0,-0.8
1.237,-0.5,0.3,-0.0,-0.8
1.242,-0.5,0.3,-0.0,-0.8
1.252,-0.5,0.3,-0.0,-0.8
1.341,-0.5,0.3,-0.0,-0.8
1.346,-0.5,0.3,-0.0,-0.8
1.435,-0.5,0.3,-0.0,-0.8
1.444,-0.5,0.3,-0.0,-0.8
1.453,-0.5,0.3,-0.0,-0.8
1.558,-0.5,0.3,-0.0,-0.8
1.569,-0.5,0.3,-0.0,-0.8
1.639,-0.5,0.3,-0.0,-0.8
1.651,-0.5,0.3,-0.0,-0.8
1.664,-0.5,0.3,-0.0,-0.8
1.737,-0.5,0.3,-0.0,-0.8
1.747,-0.5,0.3,-0.0,-0.8
1.837,-0.5,0.3,-0.0,-0.8
1.846,-0.5,0.3,-0.0,-0.8
1.956,-0.5,0.3,-0.0,-0.8
1.964,-0.5,0.3,-0.0,-0.8
1.976,-0.5,0.3,-0.0,-0.8
2.043,-0.5,0.3,-0.0,-0.8
2.047,-0.5,0.3,-0.0,-0.8
2.136,-0.5,0.3,-0.0,-0.8
2.145,-0.5,0.3,-0.0,-0.8
2.15,-0.5,0.3,-0.0,-0.8
2.25,-0.5,0.3,-0.0,-0.8
2.255,-0.5,0.3,-0.0,-0.8
2.344,-0.5,0.3,-0.0,-0.8
2.353,-0.5,0.3,-0.0,-0.8
2.358,-0.5,0.3,-0.0,-0.8
2.439,-0.5,0.3,-0.0,-0.8
2.444,-0.5,0.3,-0.0,-0.8
2.536,-0.5,0.3,-0.0,-0.8
2.541,-0.5,0.3,-0.0,-0.8
2.55,-0.5,0.3,-0.0,-0.8
2.679,-0.5,0.3,-0.0,-0.8
2.685,-0.5,0.3,-0.0,-0.8
2.751,-0.5,0.3,-0.0,-0.8
2.756,-0.5,0.3,-0.0,-0.8
2.766,-0.5,0.3,-0.0,-0.8
2.812,-0.5,0.3,-0.0,-0.8
2.821,-0.5,0.3,-0.0,-0.8
2.908,-0.5,0.3,-0.0,-0.8
2.925,-0.5,0.3,-0.0,-0.8
3.049,-0.5,0.3,-0.0,-0.8
3.054,-0.5,0.3,-0.0,-0.8
3.155,-0.5,0.3,-0.0,-0.8
3.16,-0.5,0.3,-0.0,-0.8
3.165,-0.5,0.3,-0.0,-0.8
3.174,-0.5,0.3,-0.0,-0.8
3.237,-0.5,0.3,-0.0,-0.8
3.255,-0.5,0.3,-0.0,-0.8
3.332,-0.5,0.3,-0.0,-0.8
3.337,-0.5,0.3,-0.0,-0.8
3.459,-0.5,0.3,-0.0,-0.8
3.464,-0.5,0.3,-0.0,-0.8
3.473,-0.5,0.3,-0.0,-0.8
3.539,-0.5,0.3,-0.0,-0.8
3.544,-0.5,0.3,-0.0,-0.8
3.638,-0.5,0.3,-0.0,-0.8
3.643,-0.5,0.3,-0.0,-0.8
3.648,-0.5,0.3,-0.0,-0.8
3.758,-0.5,0.3,-0.0,-0.8
3.767,-0.5,0.3,-0.0,-0.8
3.852,-0.5,0.3,-0.0,-0.8
3.863,-0.5,0.3,-0.0,-0.8
3.868,-0.5,0.3,-0.0,-0.8
3.932,-0.5,0.3,-0.0,-0.8
3.945,-0.5,0.3,-0.0,-0.8
4.035,-0.5,0.3,-0.0,-0.8
4.04,-0.5,0.3,-0.0,-0.8
4.05,-0.5,0.3,-0.0,-0.8
4.136,-0.5,0.3,0.0,-0.8
