vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.227,4.475,8.873,0.0
1.229,4.494,8.971,0.002
0.396,3.961,9.604,0.004
2.32,4.796,8.48,0.005
-0.571,6.094,7.871,0.123
1.549,2.99,8.551,0.128
1.884,3.143,8.616,0.13
0.222,4.016,8.678,0.229
1.367,4.667,8.933,0.232
1.182,4.224,8.618,0.234
1.241,4.012,8.659,0.235
1.108,3.878,8.892,0.237
0.716,3.957,8.884,0.327
0.855,4.149,8.945,0.329
0.853,4.129,8.847,0.33
0.873,4.225,8.827,0.332
0.79,3.802,8.71,0.43
0.851,4.11,8.749,0.431
0.871,4.206,8.729,0.433
0.871,4.206,8.729,0.435
0.61,3.398,8.59,0.527
0.529,2.994,8.571,0.528
0.593,2.431,9.4,0.53
0.949,3.685,9.8,0.532
0.907,2.469,9.1,0.626
0.731,2.607,9.4,0.628
0.496,2.96,9.4,0.63
0.693,3.431,9.3,0.631
0.517,3.568,8.9,0.727
-0.031,4.393,8.0,0.728
-0.423,4.472,6.9,0.73
-0.678,4.218,5.8,0.739
-2.0,3.4,4.5,0.827
-2.2,2.5,3.7,0.828
-2.7,1.4,2.6,0.83
-3.3,-0.1,1.5,0.831
-0.721,-10.353,-3.013,0.927
-1.291,-9.34,-1.785,0.928
-2.283,-3.611,4.647,0.93
-3.723,-1.285,9.404,0.936
-3.976,-10.461,5.912,1.026
-6.3,-10.9,4.6,1.033
-5.051,-12.216,2.876,1.034
-5.616,-13.615,4.452,1.036
-3.028,-23.325,-2.698,1.127
-1.804,-23.927,-5.615,1.128
-0.144,-20.851,-9.804,1.16
0.999,-15.782,-11.554,1.162
2.1,-11.5,0.2,1.221
2.3,-11.9,1.4,1.222
1.0,-11.2,0.4,1.224
-0.22,-9.78,-3.096,1.229
-0.631,-2.422,-11.324,1.331
-1.292,-0.567,-11.873,1.333
-1.747,0.312,-11.778,1.334
-1.359,0.763,-11.467,1.428
