accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-1.0,5.1,9.0
0.002,-0.5,5.1,9.7
0.004,1.5,3.4,8.7
0.005,-0.6,3.1,7.8
0.114,0.1,4.0,8.6
0.119,-1.0,4.7,9.0
0.121,0.7,4.4,9.2
0.122,0.9,3.6,8.7
0.125,0.0,4.2,8.7
0.201,-0.1,4.6,8.8
0.202,0.0,4.7,8.9
0.204,-0.0,4.7,8.8
0.208,-0.2,3.9,8.6
0.3,-0.2,4.1,8.8
0.302,-0.2,4.4,8.9
0.304,-0.4,4.5,9.0
0.319,-1.6,3.5,8.9
0.401,0.2,3.5,8.8
0.402,0.5,3.8,9.2
0.404,-1.0,4.1,8.8
0.407,-0.5,3.3,8.5
0.5,-0.5,3.3,8.7
0.502,-0.7,3.3,8.6
0.504,-0.7,3.4,8.6
0.507,-0.7,2.9,8.7
0.601,-0.1,2.8,8.8
0.602,-1.0,2.9,8.6
0.604,-0.9,2.3,8.4
0.611,-0.4,1.7,8.7
0.7,-0.6,1.9,8.9
0.701,-0.8,1.5,8.7
0.719,-0.7,0.5,8.9
0.722,-0.9,-0.1,9.4
0.8,-1.0,-0.0,9.5
0.802,-0.4,-0.3,9.9
0.807,-0.5,0.2,10.7
0.81,-1.2,0.3,10.4
0.9,-0.8,-0.6,10.4
0.902,-0.7,-0.5,10.9
0.903,-1.1,-0.3,10.7
0.907,-1.3,0.0,10.5
1.001,-1.2,0.3,10.6
1.002,-1.0,-0.5,10.2
1.004,-1.1,-1.1,9.8
1.007,-1.5,-0.5,9.9
1.118,-1.4,-0.2,9.7
1.133,-1.3,-0.4,9.6
1.135,-1.5,-0.6,9.2
1.138,-1.4,-1.2,8.8
1.201,-1.6,-1.4,8.9
1.202,-2.1,-1.5,8.7
1.204,-2.7,-1.7,8.4
1.207,-3.0,-2.3,9.1
1.306,-3.2,-2.3,8.8
1.308,-3.3,-1.6,8.6
1.309,-2.9,-1.5,8.5
1.313,-3.1,-2.4,8.4
1.401,-3.4,-2.8,8.2
1.402,-3.7,-2.7,7.7
1.404,-3.7,-2.2,7.5
1.407,-3.3,-2.0,7.6
1.499,-3.9,-2.7,7.7
1.501,-4.9,-3.0,6.8
1.503,-5.1,-2.5,6.3
1.603,-4.6,-2.9,6.9
1.604,-6.1,-3.5,6.1
1.606,-6.9,-2.8,5.5
1.607,-6.0,-1.7,5.5
1.7,-6.3,-3.5,5.7
1.702,-8.6,-4.5,4.2
1.704,-9.0,-3.9,3.8
1.705,-7.6,-2.7,4.0
1.801,-8.1,-3.2,4.2
1.802,-9.4,-4.2,3.2
1.804,-9.6,-4.3,2.8
1.806,-8.9,-4.0,2.7
1.9,-9.6,-4.9,2.3
1.902,-10.8,-5.3,1.9
1.904,-10.8,-4.2,2.1
1.909,-10.4,-3.0,2.6
2.0,-10.6,-2.8,2.4
2.002,-10.1,-3.3,1.8
2.003,-10.1,-3.9,1.2
2.005,-10.5,-4.0,1.0
2.1,-10.2,-3.5,0.9
2.102,-9.9,-3.2,0.8
2.103,-10.1,-3.4,0.5
2.105,-10.6,-3.7,0.3
2.2,-9.9,-3.6,0.3
2.201,-9.7,-3.3,0.1
2.203,-9.8,-3.4,-0.0
2.209,-10.0,-3.6,-0.1
2.299,-9.9,-4.1,0.2
2.301,-9.4,-3.7,0.4
2.302,-8.9,-3.0,0.6
2.304,-8.7,-2.7,0.7
2.4,-9.8,-3.0,0.6
2.401,-9.5,-2.7,0.7
2.403,-8.8,-2.2,1.0
2.408,-8.7,-1.8,1.0
2.5,-9.4,-2.1,0.4
2.501,-9.7,-2.0,0.3
2.503,-9.6,-1.8,0.3
2.505,-9.4,-1.9,0.4
2.6,-9.6,-2.2,0.3
2.601,-9.4,-2.1,0.1
2.603,-9.3,-2.1,0.2
2.613,-9.5,-2.3,0.3
2.7,-9.6,-2.1,0.2
2.705,-9.4,-1.8,0.3
2.707,-9.5,-1.9,0.3
2.708,-10.1,-2.3,0.1
2.8,-10.2,-2.4,0.2
2.806,-10.1,-2.3,0.2
2.808,-10.0,-2.3,0.4
2.81,-10.0,-2.4,0.7
2.9,-9.9,-2.0,0.6
2.901,-9.5,-1.9,1.0
2.903,-9.3,-2.5,0.9
2.905,-9.3,-2.8,0.8
3.0,-8.7,-2.0,1.4
3.001,-8.8,-1.7,1.6
3.011,-9.2,-1.9,1.9
3.013,-8.9,-2.2,1.9
3.106,-8.5,-1.8,2.4
3.109,-8.9,-1.4,2.2
3.11,-8.6,-1.3,2.0
3.112,-7.9,-1.4,2.1
3.21,-9.4,-2.1,2.0
3.212,-9.9,-2.3,1.8
3.214,-9.9,-2.1,1.6
3.215,-9.9,-1.9,1.9
3.301,-11.9,-1.5,2.5
3.303,-12.2,-1.0,2.1
3.309,-11.4,-1.1,2.5
3.311,-12.3,-2.2,1.4
3.402,-12.5,-3.8,2.1
3.411,-9.3,-4.9,5.8
3.413,-6.5,-5.3,6.8
3.415,-3.4,-5.8,7.1
3.501,-2.3,-9.8,13.8
3.503,4.6,-9.5,12.7
3.505,15.2,-8.5,11.2
3.506,13.8,-5.8,13.2
3.603,2.4,0.4,6.6
3.605,5.7,-3.7,6.7
3.607,8.6,-9.5,6.6
3.612,4.9,-8.7,5.5
3.701,3.1,-2.8,3.0
3.703,10.1,0.5,3.7
3.705,17.3,4.3,4.3
3.706,14.3,4.4,3.9
3.81,15.6,2.0,3.9
3.814,16.3,2.4,4.9
3.818,13.1,-1.7,6.4
3.82,5.4,-5.7,8.5
3.901,-1.7,-5.9,2.1
3.903,3.0,-2.6,0.9
3.904,8.0,-3.2,2.6
3.906,8.9,-5.1,3.6
4.005,5.3,-4.2,5.0
4.007,5.9,-4.1,7.1
4.008,5.1,-5.6,8.0
4.01,2.6,-7.3,6.7
4.106,0.3,-7.2,6.0
4.107,1.1,-5.7,6.9
