vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.141,9.335,3.7,0.0
1.186,9.322,3.867,0.002
-2.396,7.751,-1.533,0.004
6.673,4.843,6.633,0.005
-1.384,10.104,1.867,0.099
2.108,8.302,4.733,0.101
1.457,9.239,3.367,0.102
0.957,9.539,2.867,0.107
1.322,9.28,3.167,0.2
1.284,8.996,3.333,0.202
1.376,8.894,3.6,0.208
1.549,9.137,3.633,0.209
1.592,9.198,3.267,0.3
1.461,9.09,3.233,0.301
1.38,8.745,3.467,0.303
1.382,8.671,3.7,0.305
1.508,9.002,3.333,0.4
1.422,8.88,3.167,0.402
1.339,8.61,3.167,0.403
1.427,8.657,2.967,0.405
1.009,7.408,4.232,0.475
1.504,5.793,3.747,0.477
0.245,7.296,2.484,0.479
0.922,4.586,3.874,0.482
0.55,4.705,4.099,0.573
0.886,2.457,5.229,0.574
0.455,2.552,6.29,0.576
-0.8,1.585,6.923,0.7
-1.9,-1.4,7.3,0.703
-2.0,-3.3,6.9,0.705
-2.0,-2.662,6.092,0.706
-0.664,-3.949,4.416,0.807
-2.873,-6.802,4.067,0.811
-3.318,-10.585,4.462,0.812
-3.3,-13.5,9.0,0.814
9.878,-18.049,12.955,0.816
-1.22,-11.778,0.567,0.9
1.261,-15.557,12.233,0.902
-2.094,-2.733,10.931,0.904
-2.576,-0.131,12.922,0.905
-2.222,5.669,11.624,0.999
-1.808,5.198,8.382,1.001
0.363,3.641,8.367,1.003
-0.265,3.884,8.853,1.005
2.904,2.893,10.032,1.105
1.374,0.896,9.89,1.107
1.028,-2.249,8.626,1.119
1.455,-3.445,8.036,1.121
1.556,-5.311,7.294,1.201
1.729,-5.426,7.604,1.203
1.529,-4.826,8.004,1.204
1.237,-4.258,8.605,1.206
0.753,-4.266,8.549,1.307
0.509,-3.743,8.764,1.309
0.555,-3.677,9.215,1.31
0.145,-2.823,10.485,1.312
0.583,-4.315,9.172,1.401
0.626,-5.228,8.791,1.403
0.602,-6.311,7.866,1.405
0.377,-5.683,8.174,1.406
0.704,-5.021,8.332,1.501
0.579,-4.994,8.54,1.513
0.617,-5.085,8.528,1.522
0.594,-4.968,8.402,1.525
2.137,-4.403,8.306,1.601
2.101,-4.311,8.322,1.603
2.208,-4.187,8.474,1.607
2.411,-4.12,8.54,1.609
2.35,-4.155,8.611,1.704
2.422,-4.34,8.579,1.706
2.29,-4.391,8.582,1.707
2.29,-4.391,8.582,1.711
2.098,-4.278,8.756,1.802
2.062,-4.186,8.772,1.803
1.991,-4.202,8.704,1.805
1.991,-4.202,8.704,1.806
1.991,-4.402,8.604,1.911
1.824,-4.561,8.523,1.914
1.752,-4.577,8.454,1.917
1.763,-4.597,8.594,1.92
2.002,-4.622,8.644,2.012
1.835,-4.781,8.562,2.013
1.859,-4.653,8.507,2.015
1.717,-4.685,8.37,2.017
1.61,-4.609,8.318,2.106
1.55,-4.645,8.389,2.108
1.717,-4.685,8.37,2.109
1.859,-4.853,8.407,2.111
1.763,-4.797,8.494,2.201
1.667,-4.741,8.581,2.203
1.596,-4.756,8.513,2.205
1.56,-4.664,8.529,2.206
1.344,-4.879,8.658,2.304
1.344,-4.879,8.658,2.305
1.212,-5.131,8.561,2.307
1.212,-5.331,8.461,2.309
1.322,-5.24,8.179,2.405
1.478,-5.26,8.021,2.407
1.443,-5.368,7.937,2.409
1.407,-5.476,7.852,2.41
1.286,-5.348,8.095,2.501
1.322,-5.24,8.179,2.503
1.226,-5.183,8.266,2.505
1.069,-5.362,8.325,2.506
1.198,-5.478,8.656,2.601
1.294,-5.535,8.569,2.602
1.212,-5.331,8.461,2.609
1.32,-3.714,9.237,2.7
1.404,-3.563,9.227,2.712
1.447,-3.653,9.229,2.713
1.331,-3.602,9.02,2.715
1.129,-3.371,8.806,2.8
0.861,-3.273,9.025,2.803
1.075,-3.392,9.022,2.805
1.039,-3.627,9.175,2.806
1.206,-3.994,9.041,2.9
1.012,-4.088,8.982,2.903
0.908,-4.025,9.055,2.905
0.951,-4.116,9.057,2.906
0.884,-4.149,8.99,3.0
0.78,-4.086,9.063,3.011
0.78,-4.086,9.063,3.012
0.884,-4.149,8.99,3.024
0.755,-3.878,8.984,3.099
0.731,-4.002,8.92,3.103
0.702,-4.131,8.714,3.104
0.508,-4.225,8.655,3.106
0.459,-4.141,8.512,3.199
0.573,-3.861,8.708,3.203
0.622,-3.945,8.851,3.204
0.873,-4.161,8.708,3.215
2.248,-3.877,8.815,3.3
2.243,-3.33,8.846,3.304
2.303,-3.308,9.122,3.306
2.374,-3.388,9.258,3.308
