vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
-0.647,3.125,-7.358,0.0
1.288,4.809,-9.264,0.002
-1.059,4.134,-8.822,0.004
-1.079,4.312,-9.063,0.005
-0.027,3.847,-9.618,0.139
0.54,4.044,-9.519,0.14
-0.72,3.978,-8.841,0.142
-0.354,3.785,-9.138,0.143
-0.093,3.941,-8.92,0.228
-0.367,3.803,-8.999,0.23
-0.42,4.078,-9.041,0.231
-0.498,3.98,-9.107,0.233
-0.393,3.941,-9.02,0.326
-0.491,3.921,-9.026,0.328
-0.504,3.94,-8.887,0.329
-0.407,3.959,-8.88,0.335
-0.407,3.959,-8.88,0.424
-0.329,4.057,-8.814,0.426
-0.413,3.919,-8.66,0.428
-0.511,3.899,-8.667,0.429
-0.567,5.606,-7.031,0.525
0.224,6.28,-5.798,0.527
-2.035,4.512,-6.561,0.529
0.046,5.784,-6.202,0.533
1.227,5.806,-6.139,0.625
0.822,5.49,-6.302,0.627
0.859,5.537,-5.933,0.628
0.79,5.759,-6.008,0.63
0.302,5.008,-5.918,0.727
0.89,4.859,-5.308,0.729
1.016,6.865,-4.547,0.73
-1.071,7.314,-3.557,0.74
-1.881,6.13,-4.037,0.825
-0.548,8.063,-3.804,0.827
-1.863,8.759,-3.174,0.829
-3.515,9.096,-3.47,0.831
-0.553,9.504,-3.586,0.925
-0.776,9.802,-1.593,0.927
-1.766,12.186,-0.751,0.928
-1.82,13.211,-2.41,0.938
2.947,20.804,-1.686,1.025
4.387,13.781,-6.265,1.027
2.943,7.291,-8.482,1.028
0.413,5.619,-6.735,1.03
-1.581,6.815,-0.259,1.13
-2.889,9.189,-2.356,1.132
-2.2,11.1,-2.3,1.144
-1.137,11.57,-1.781,1.146
-0.793,10.826,-1.504,1.226
0.034,9.824,-0.949,1.231
0.159,9.003,-0.383,1.232
0.063,8.689,0.333,1.234
0.319,9.277,0.988,1.333
0.883,10.138,0.574,1.334
1.142,10.641,-0.009,1.336
1.014,10.347,-0.336,1.338
0.519,9.277,-0.312,1.427
0.485,9.381,-0.118,1.428
0.631,9.709,-0.011,1.43
0.965,9.804,-0.105,1.432
1.155,9.744,-0.553,1.527
1.078,9.808,-0.55,1.537
0.983,9.838,-0.326,1.544
0.828,9.794,-0.073,1.545
0.515,9.719,0.118,1.626
0.357,9.688,0.055,1.628
0.357,9.688,0.055,1.63
0.417,9.762,0.026,1.631
0.635,9.867,0.059,1.727
0.751,9.858,-0.069,1.728
0.905,9.73,-0.076,1.73
0.905,9.73,-0.076,1.732
0.789,9.74,0.052,1.826
0.811,9.76,0.148,1.828
0.772,9.706,0.273,1.83
0.75,9.686,0.177,1.831
0.712,9.804,0.056,1.937
0.712,9.804,0.056,1.939
0.712,9.804,0.056,1.948
0.652,9.729,0.085,1.949
0.596,9.813,0.184,2.026
0.673,9.75,0.181,2.027
0.673,9.75,0.181,2.035
0.673,9.75,0.181,2.037
0.657,9.888,0.155,2.135
0.657,9.888,0.155,2.141
0.673,9.75,0.181,2.143
0.635,9.696,0.305,2.144
0.613,9.675,0.21,2.226
0.695,9.77,0.276,2.228
0.673,9.75,0.181,2.23
0.673,9.75,0.181,2.231
0.712,9.804,0.056,2.326
0.75,9.686,0.177,2.328
0.75,9.686,0.177,2.33
0.69,9.612,0.206,2.331
0.673,9.75,0.181,2.432
0.601,9.972,0.254,2.434
0.58,9.951,0.158,2.435
0.695,9.77,0.276,2.437
0.596,9.642,0.43,2.527
0.536,9.739,0.213,2.528
0.575,9.793,0.088,2.53
0.575,9.793,0.088,2.531
0.558,9.759,0.309,2.626
0.579,9.78,0.404,2.628
0.558,9.759,0.309,2.63
0.558,9.759,0.309,2.639
0.639,9.854,0.375,2.726
0.618,9.834,0.28,2.728
0.618,9.834,0.28,2.73
0.558,9.759,0.309,2.731
0.558,9.759,0.309,2.826
0.579,9.78,0.404,2.828
0.558,9.759,0.309,2.829
0.536,9.739,0.213,2.831
0.558,9.759,0.309,2.928
0.579,9.78,0.404,2.931
0.54,9.726,0.529,2.933
0.424,9.735,0.658,3.025
0.381,9.695,0.466,3.028
0.403,9.715,0.562,3.029
0.326,9.779,0.565,3.039
0.326,9.779,0.565,3.128
0.326,9.779,0.565,3.131
0.309,9.917,0.54,3.133
0.365,9.833,0.441,3.135
0.463,9.789,0.533,3.225
0.519,9.705,0.434,3.228
0.442,9.769,0.437,3.234
0.519,9.705,0.434,3.236
0.579,9.78,0.404,3.325
0.442,9.769,0.437,3.328
0.579,9.78,0.404,3.33
0.558,9.759,0.309,3.331
0.579,9.78,0.404,3.425
0.558,9.759,0.309,3.428
0.442,9.769,0.437,3.438
0.442,9.769,0.437,3.439
0.442,9.769,0.437,3.525
0.403,9.715,0.562,3.528
0.403,9.715,0.562,3.533
0.385,9.681,0.782,3.535
0.287,9.725,0.69,3.624
0.321,9.62,0.496,3.628
0.287,9.725,0.69,3.629
0.249,9.842,0.569,3.631
0.884,9.682,1.58,3.724
0.782,9.692,1.802,3.727
0.808,9.559,1.91,3.729
0.798,9.41,1.822,3.731
0.771,9.543,1.714,3.825
0.79,9.551,1.812,3.844
0.724,9.478,1.831,3.847
0.669,9.553,1.937,3.849
0.688,9.561,2.035,3.925
0.622,9.488,2.053,3.928
0.557,9.414,2.071,3.93
0.557,9.414,2.071,3.931
0.557,9.414,2.071,4.024
0.596,9.72,2.345,4.028
0.512,9.639,2.265,4.029
0.382,9.492,2.302,4.031
1.956,9.092,2.538,4.124
1.885,8.95,2.352,4.128
1.884,9.028,2.562,4.129
1.883,9.106,2.771,4.131
1.862,9.324,2.881,4.224
1.8,9.4,2.9,4.235
1.625,9.27,2.852,4.249
1.717,9.194,2.929,4.25
1.82,9.26,3.0,4.325
1.727,8.913,3.033,4.329
1.769,8.977,2.914,4.33
1.933,8.967,2.967,4.332
1.83,8.979,3.105,4.426
1.714,8.929,3.457,4.429
1.642,8.864,3.481,4.431
1.662,8.724,3.581,4.437
1.135,8.453,3.965,4.524
1.327,8.508,4.539,4.527
1.322,8.649,4.545,4.529
1.363,8.661,4.304,4.531
1.343,8.598,4.09,4.623
1.482,8.324,4.018,4.627
1.522,8.449,4.445,4.628
3.354,8.062,5.132,4.724
3.056,8.134,4.38,4.726
3.214,8.041,4.508,4.732
2.976,7.927,4.405,4.734
2.584,7.651,3.67,4.824
2.408,7.224,3.965,4.826
2.434,7.569,4.107,4.829
3.324,6.688,4.792,4.831
3.259,6.82,5.347,4.924
3.496,6.702,4.935,4.926
3.2,6.6,4.6,4.929
3.516,6.292,5.161,4.937
3.394,6.053,5.402,5.024
3.343,6.029,5.186,5.026
2.587,6.067,5.609,5.033
2.659,6.333,5.915,5.034
2.596,5.633,5.788,5.124
2.864,4.348,6.82,5.126
3.668,4.776,7.84,5.129
2.832,4.224,8.26,5.135
1.131,3.473,7.754,5.224
0.221,4.156,6.487,5.226
0.473,4.874,4.152,5.235
0.727,4.826,0.748,5.237
-0.89,3.359,2.558,5.323
-1.819,6.222,3.804,5.325
-5.3,13.5,3.5,5.328
-5.048,11.645,6.13,5.343
-5.054,9.038,16.415,5.425
-3.238,18.285,13.354,5.426
-8.454,-8.062,18.015,5.43
10.192,2.716,7.131,5.431
1.942,0.106,6.524,5.524
8.058,6.294,7.376,5.526
11.245,2.064,10.855,5.529
21.013,1.527,24.448,5.536
13.108,1.54,21.144,5.624
0.688,1.54,13.584,5.626
-5.524,-0.82,1.968,5.638
4.04,0.4,-0.78,5.639
6.047,3.504,2.707,5.726
1.295,1.668,3.795,5.728
3.332,-0.511,2.232,5.739
3.805,1.972,4.225,5.741
3.437,2.288,5.318,5.824
1.349,2.284,5.424,5.829
0.6,2.8,7.2,5.832
0.851,3.116,8.476,5.834
3.443,6.526,10.422,5.924
7.061,6.257,12.83,5.925
9.037,-1.439,16.257,5.932
8.247,-4.956,15.927,5.934
7.6,-7.0,12.1,6.024
4.966,-6.089,8.736,6.025
1.095,-4.442,7.337,6.029
0.818,-3.537,7.275,6.03
0.327,-2.621,6.708,6.124
-0.801,-1.868,6.607,6.125
-1.413,-6.021,3.388,6.137
-1.081,-6.668,4.067,6.138
0.838,-6.367,5.427,6.223
1.615,-5.802,7.082,6.231
0.235,-6.642,7.382,6.235
-1.342,-6.607,8.327,6.324
-2.642,-8.007,9.627,6.325
-1.922,-9.047,9.427,6.327
-2.275,-9.578,7.018,6.334
-1.871,-8.477,7.126,6.424
-1.986,-7.949,6.783,6.425
-1.4,-6.68,7.26,6.427
-0.452,-5.742,7.836,6.434
-0.367,-5.473,7.813,6.524
-0.557,-5.586,7.529,6.525
-0.343,-5.894,7.331,6.535
-0.79,-6.152,6.995,6.538
-0.91,-5.948,7.205,6.628
-0.957,-6.066,7.389,6.631
-0.833,-6.307,7.647,6.633
-0.319,-6.675,7.87,6.637
-0.1,-6.68,7.76,6.724
-0.019,-6.715,7.65,6.725
0.119,-6.685,7.65,6.727
0.552,-6.678,7.604,6.73
0.71,-6.732,7.555,6.824
0.79,-6.768,7.445,6.825
0.695,-6.664,7.432,6.827
0.533,-5.933,7.533,6.835
0.619,-5.665,7.51,6.928
0.776,-5.719,7.462,6.938
0.857,-5.754,7.351,6.939
0.8,-5.5,7.5,6.943
0.662,-5.53,7.499,7.023
0.538,-5.63,7.621,7.024
0.433,-5.813,7.693,7.026
0.638,-6.09,7.841,7.029
0.614,-6.309,7.803,7.124
0.571,-6.443,7.814,7.125
0.49,-6.408,7.925,7.127
0.319,-6.285,7.85,7.13
0.462,-6.27,7.679,7.224
0.448,-6.202,7.556,7.225
0.371,-6.183,7.494,7.227
0.162,-5.89,7.519,7.235
0.181,-5.975,7.47,7.323
0.2,-6.06,7.42,7.325
0.276,-6.079,7.482,7.327
0.248,-6.282,7.616,7.33
0.248,-6.282,7.616,7.423
0.343,-6.386,7.629,7.43
0.419,-6.405,7.69,7.431
0.4,-6.32,7.74,7.435
0.4,-6.32,7.74,7.529
0.4,-6.32,7.74,7.531
0.386,-6.251,7.617,7.532
0.414,-6.049,7.483,7.536
0.552,-6.018,7.484,7.623
0.629,-6.037,7.546,7.632
0.629,-6.037,7.546,7.634
0.567,-6.087,7.607,7.646
0.429,-6.117,7.606,7.723
0.41,-6.032,7.655,7.725
0.567,-6.087,7.607,7.73
0.643,-6.106,7.669,7.733
0.581,-6.155,7.73,7.823
0.381,-6.235,7.79,7.83
0.381,-6.235,7.79,7.832
0.405,-6.336,7.568,7.923
0.462,-6.27,7.679,7.925
0.367,-6.167,7.667,7.927
0.724,-6.481,7.938,7.933
1.81,-7.492,8.875,8.031
1.952,-7.818,9.084,8.033
1.229,-7.837,9.646,8.035
0.976,-7.039,10.202,8.037
-0.81,-5.849,8.716,8.123
-1.2,-6.5,8.9,8.125
-0.778,-5.092,8.525,8.133
-2.037,-2.886,9.42,8.134
-2.733,-0.178,6.82,8.226
