vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
-0.8,8.226,-5.708,0.0
-0.5,8.364,-5.675,0.002
-0.5,8.364,-5.675,0.003
1.2,8.002,-4.743,0.009
0.2,7.825,-6.164,0.123
-0.2,7.983,-5.909,0.124
0.0,8.194,-5.57,0.126
0.0,8.385,-5.453,0.227
-0.3,7.972,-5.549,0.234
0.1,8.194,-5.57,0.236
-0.1,8.311,-5.76,0.237
0.0,8.396,-5.813,0.239
0.0,8.004,-5.687,0.327
0.1,7.972,-5.549,0.328
0.2,7.696,-5.613,0.33
0.2,7.643,-5.698,0.331
-0.1,8.036,-5.825,0.427
0.4,7.76,-5.889,0.429
1.0,7.591,-5.783,0.43
1.0,7.317,-6.791,0.432
1.3,7.491,-3.483,0.527
1.2,7.745,-3.642,0.528
2.302,6.918,-5.092,0.53
2.231,6.576,-5.178,0.535
2.449,5.941,-4.804,0.627
2.543,6.186,-4.229,0.628
1.976,7.38,-2.698,0.63
1.937,7.931,-1.953,0.632
3.879,6.104,-3.832,0.734
3.8,6.2,-3.9,0.736
3.374,7.085,-3.338,0.739
3.73,7.834,-2.255,0.749
4.087,7.888,-3.879,0.827
4.173,8.792,-4.221,0.828
5.932,7.496,-6.493,0.83
6.075,7.866,-5.99,0.831
5.912,8.048,-4.985,0.931
6.322,8.222,-5.189,0.933
6.194,7.876,-4.958,0.934
6.219,5.779,-6.324,0.936
7.583,6.109,-4.998,1.027
7.361,6.455,-5.029,1.028
6.068,5.407,-5.519,1.03
5.876,4.158,-5.808,1.031
6.894,3.636,-6.033,1.131
8.414,3.859,-6.068,1.133
7.776,3.158,-5.108,1.143
7.038,2.501,-5.86,1.145
5.127,3.988,-7.706,1.226
5.045,3.48,-7.11,1.228
4.628,3.11,-6.795,1.237
5.001,3.022,-7.389,1.238
7.182,3.308,-9.596,1.326
6.057,3.567,-9.727,1.328
3.192,2.167,-11.369,1.33
5.169,2.767,-9.975,1.331
5.576,4.2,-7.906,1.426
5.251,3.667,-8.004,1.433
5.212,3.7,-7.647,1.434
5.443,3.733,-7.373,1.436
5.308,3.433,-7.331,1.528
4.984,3.333,-6.937,1.538
5.114,3.333,-6.755,1.54
5.304,3.567,-6.616,1.542
5.4,3.9,-6.3,1.626
5.386,3.767,-6.345,1.628
5.573,3.733,-7.19,1.629
5.598,3.867,-7.592,1.631
4.135,4.734,-8.141,1.726
3.982,4.321,-8.014,1.728
3.826,4.207,-7.864,1.733
3.985,4.196,-7.707,1.734
4.373,4.368,-7.706,1.825
4.207,4.277,-7.416,1.827
3.869,4.167,-7.782,1.829
3.681,4.595,-8.583,1.925
3.356,4.514,-8.45,1.936
3.471,4.718,-8.044,1.937
3.6,4.6,-7.8,1.939
5.214,3.833,-7.155,2.025
5.445,3.867,-6.88,2.034
5.324,3.7,-6.794,2.036
5.149,3.733,-6.396,2.038
5.204,3.667,-6.216,2.124
5.325,4.133,-6.302,2.128
5.222,3.967,-6.886,2.129
5.553,4.2,-7.012,2.136
5.6,4.6,-7.1,2.224
5.159,4.5,-7.335,2.228
5.01,4.367,-7.339,2.237
