accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.198,-1.0,2.4,9.7
0.425,-0.4,-3.5,9.1
0.536,0.9,-3.4,9.7
0.741,0.2,-4.8,8.6
0.93,0.4,-4.7,8.5
1.143,0.1,-4.7,8.8
1.33,0.4,-4.4,8.9
1.622,0.3,-4.5,9.0
1.822,0.3,-4.4,9.0
2.029,0.3,-4.1,8.6
2.226,0.5,-4.2,8.9
2.439,0.2,-4.2,8.9
2.622,0.3,-4.1,8.7
2.822,0.4,-4.1,8.9
3.022,0.2,-4.4,8.7
3.222,0.2,-4.3,9.0
3.427,0.3,-4.2,8.8
3.625,0.5,-4.3,8.6
3.824,-0.2,-5.9,8.6
4.024,3.2,-11.0,7.6
4.233,4.6,3.2,1.1
4.427,-15.1,-19.4,12.3
4.624,-1.3,-6.8,6.6
4.823,0.1,-8.9,4.8
5.025,-0.2,-8.0,6.0
5.226,0.3,-8.2,5.3
5.424,-0.5,-7.9,7.1
5.628,-0.2,-4.5,6.6
5.831,-0.7,-3.6,10.3
6.025,-0.7,-5.0,12.2
6.225,-0.6,-3.9,9.1
6.426,-0.1,-3.7,9.1
6.626,-0.2,-3.4,9.3
6.826,-0.3,-4.7,8.8
7.027,-0.1,-1.9,9.6
7.231,-0.3,-1.6,10.0
7.426,-0.1,-1.3,10.0
7.63,0.3,0.6,9.7
7.832,0.5,2.2,9.6
8.039,-0.1,1.4,9.6
8.238,-1.0,2.4,9.5
8.446,-0.4,1.5,10.2
8.632,0.5,1.4,9.8
8.847,0.7,1.3,9.7
