gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.238,0.1,0.1,-0.1
0.409,-0.4,0.1,0.2
0.638,-0.2,-0.1,-0.1
0.826,0.3,-0.0,0.1
1.034,-0.2,0.0,0.1
1.233,-0.5,0.0,-0.0
1.433,0.0,0.3,0.1
1.629,-0.6,0.6,0.0
1.837,0.5,0.4,0.4
2.041,-0.1,0.8,-0.7
2.213,1.3,-0.2,0.3
2.438,1.2,-0.7,0.7
2.642,-5.5,5.1,-1.3
2.837,0.0,-0.3,-0.1
3.038,0.4,0.8,-0.1
3.231,-1.6,-0.6,-0.1
3.445,1.3,-0.9,0.4
3.638,1.2,-1.4,0.0
3.845,0.9,0.5,-0.2
4.038,-2.2,4.2,0.6
4.242,-0.4,0.6,-0.1
4.436,-0.2,0.1,-0.1
4.648,-0.1,0.4,-0.1
4.832,0.6,0.5,0.7
5.039,-0.1,0.7,0.2
5.21,0.8,-0.0,-0.1
5.463,-0.6,0.0,-0.1
5.637,-0.1,-0.1,0.1
5.839,0.1,0.1,-0.1
