gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.0,-0.0,-0.0,0.0
0.001,0.1,0.0,0.0
0.003,-0.0,-0.0,0.2
0.109,-0.2,0.1,0.0
0.112,-0.1,0.1,0.1
0.117,-0.1,0.1,0.0
0.119,-0.1,0.0,0.1
0.12,-0.1,0.0,0.0
0.207,-0.2,-0.0,0.1
0.209,-0.1,0.1,-0.0
0.21,0.1,0.0,-0.0
0.212,0.1,0.0,-0.1
0.319,-0.1,0.0,-0.0
0.321,0.0,0.1,0.0
0.329,0.1,0.1,0.1
0.331,-0.1,0.0,0.2
0.405,-0.2,-0.0,0.2
0.41,-0.1,0.1,0.1
0.412,0.1,0.1,-0.1
0.413,0.0,0.0,-0.0
0.503,0.1,0.0,0.0
0.504,-0.1,0.0,-0.2
0.505,0.0,0.1,-0.2
0.511,-0.0,0.1,-0.1
0.603,-0.2,-0.1,0.2
0.608,-0.1,-0.1,0.1
0.61,-0.0,-0.0,0.2
0.612,0.1,-0.1,0.2
0.723,0.2,-0.0,0.0
0.724,0.3,0.1,-0.0
0.726,0.3,0.0,-0.0
0.736,0.2,0.0,0.1
0.806,0.0,0.0,0.0
0.808,0.0,0.0,-0.0
0.81,0.0,0.0,-0.0
0.811,0.0,0.0,-0.0
0.908,0.0,0.0,0.0
0.91,-0.0,0.0,0.0
0.912,-0.0,0.0,0.0
0.913,-0.0,0.0,0.0
1.005,-0.0,0.0,0.0
1.007,-0.0,0.0,0.0
1.009,-0.0,0.0,0.0
1.01,0.0,0.0,0.0
1.116,0.0,0.0,0.0
1.117,0.0,-0.0,0.0
1.131,0.0,-0.0,-0.0
1.133,0.0,0.0,-0.0
1.206,-0.0,0.0,-0.0
1.207,-0.0,0.0,-0.0
1.212,0.0,0.0,-0.0
1.214,0.0,-0.0,-0.0
1.302,-0.1,0.0,0.0
1.304,-0.1,0.0,0.0
1.306,-0.1,0.0,0.0
1.307,-0.0,0.0,0.0
1.407,-0.1,-0.0,-0.0
1.409,-0.0,-0.0,-0.1
1.41,0.0,-0.0,-0.1
1.412,-0.1,-0.0,-0.2
1.517,-0.2,-0.6,-0.7
1.526,-0.3,-0.8,-1.2
1.528,-0.2,-0.9,-1.5
1.529,0.2,-1.0,-1.8
1.602,0.4,-1.4,-2.3
1.604,0.4,-1.4,-2.4
1.61,0.4,-1.3,-2.4
1.612,0.4,-1.1,-2.3
1.71,0.3,-0.8,-1.9
1.711,0.3,-0.6,-1.6
1.713,0.1,-0.2,-1.4
1.715,-0.2,0.0,-1.1
1.806,-0.2,0.6,-0.4
1.808,-0.6,1.3,-0.0
1.809,-1.4,2.4,0.3
1.911,-2.1,3.2,0.9
1.932,-2.2,4.7,2.0
1.934,-3.9,2.3,2.2
1.936,-1.5,-3.7,-2.8
2.004,1.5,1.1,0.3
2.008,1.5,-1.3,0.6
2.009,1.5,-1.1,-0.5
2.011,1.4,-1.3,-0.4
2.108,1.0,-1.5,-0.6
2.111,1.1,-2.1,-1.5
2.113,1.2,-1.8,-1.5
2.114,0.6,-1.3,-1.3
2.214,0.0,-0.9,-1.1
2.217,-0.0,0.1,-0.5
2.224,-0.5,1.1,-0.1
2.225,-1.4,2.0,0.5
2.305,-2.1,2.9,1.3
2.322,-2.6,4.4,2.4
2.323,-3.9,2.9,2.6
2.325,-1.5,-4.6,-2.0
2.407,-0.0,1.4,0.9
2.413,2.5,-1.9,0.1
2.415,3.4,-1.3,-1.3
2.417,2.8,-1.7,-0.5
2.502,0.6,-1.8,-1.2
2.505,-0.3,-1.7,-1.7
2.506,0.4,-1.3,-1.6
2.512,0.8,-0.9,-1.2
2.612,1.0,-0.5,-0.9
2.615,0.3,0.5,-0.3
2.616,-0.4,1.0,0.1
2.618,-1.0,1.5,0.4
2.695,-1.4,2.1,1.0
2.698,-1.8,3.7,2.2
2.7,-1.9,4.7,2.6
2.701,-4.2,1.9,2.3
2.801,-1.4,-3.7,-1.3
2.807,1.2,-2.2,0.7
2.811,1.7,-1.6,-0.3
2.908,2.2,-1.1,-1.3
2.91,1.2,-1.2,-0.5
2.913,0.8,-2.0,-1.2
2.915,1.7,-2.1,-1.5
2.917,1.2,-1.7,-1.5
3.015,0.5,-1.3,-1.4
3.018,0.4,-0.6,-1.0
3.022,0.4,-0.1,-0.7
3.034,0.1,0.6,-0.3
3.104,-0.6,1.3,0.2
3.107,-1.6,2.9,1.3
3.109,-2.1,3.7,1.7
3.111,-2.4,4.4,2.1
3.202,-2.5,5.0,2.5
3.205,0.1,-0.6,-0.9
3.206,0.8,0.5,1.1
3.208,0.7,-2.0,0.6
3.3,2.0,-1.3,-0.9
3.304,1.3,-1.1,-0.7
3.305,0.4,-1.5,-1.2
3.307,0.5,-1.8,-1.3
3.408,1.2,-1.9,-1.5
3.417,0.6,-1.1,-1.2
3.426,0.5,-0.8,-1.0
3.504,0.6,-0.6,-0.8
3.505,0.6,-0.3,-0.5
3.512,-0.5,0.8,0.1
3.513,-1.1,1.3,0.5
3.601,-1.6,1.9,1.0
3.606,-1.8,2.8,1.6
3.609,-1.8,4.9,2.6
3.611,-5.0,2.6,2.1
3.683,-0.3,-3.5,-2.0
3.685,1.3,2.1,1.2
3.688,1.1,-1.5,0.3
3.69,1.8,-1.2,-1.0
3.811,1.4,-1.2,-0.5
3.812,0.2,-1.2,-0.6
3.824,0.5,-1.9,-1.1
3.909,0.7,-1.9,-1.2
3.91,0.5,-1.6,-1.1
3.912,0.4,-1.3,-1.0
3.915,0.3,-0.5,-0.6
3.917,0.2,-0.2,-0.3
4.0,-0.0,0.3,0.0
4.002,-0.4,0.9,0.3
4.005,-1.7,2.6,1.1
4.007,-2.2,3.6,1.7
4.081,-2.0,4.7,2.1
4.084,-1.8,5.0,2.8
4.089,1.7,1.8,0.7
4.096,0.4,-0.5,1.0
4.211,0.3,-1.8,1.0
4.212,1.4,-1.0,-1.0
4.223,0.6,-0.9,-0.1
4.305,0.1,-1.6,-0.8
