accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-3.7,5.5,1.5
0.001,5.6,0.1,10.0
0.003,0.9,5.1,12.5
0.078,0.6,7.3,10.4
0.082,-0.1,3.7,8.5
0.083,0.8,3.8,8.8
0.085,0.6,2.6,8.6
0.086,1.0,2.8,9.3
0.199,0.7,3.6,9.1
0.201,0.7,3.6,9.1
0.202,0.6,3.3,9.1
0.305,0.2,3.5,9.1
0.308,0.3,3.5,9.3
0.31,0.4,3.6,9.3
0.316,0.5,3.7,9.2
0.318,0.6,3.3,9.0
0.41,0.5,3.5,9.1
0.411,0.6,3.6,9.2
0.413,0.6,3.7,9.2
0.414,0.5,3.7,9.2
0.499,0.5,3.5,9.2
0.501,0.5,3.7,9.3
0.503,0.5,3.5,9.1
0.602,0.6,3.3,9.1
0.606,0.5,3.8,9.4
0.607,0.5,3.5,9.1
0.609,0.5,3.4,9.1
0.611,0.6,3.7,9.1
0.703,0.6,3.7,9.0
0.704,0.5,3.4,8.9
0.706,0.5,3.1,8.8
0.716,0.5,3.6,8.9
0.805,0.4,3.5,8.6
0.807,0.3,3.5,8.4
0.81,0.0,4.0,8.4
0.811,-0.4,4.6,8.5
0.909,-1.3,5.4,8.3
0.911,-1.9,5.0,7.4
0.913,-2.0,3.4,6.2
0.914,-1.6,1.9,5.5
1.003,0.9,-1.1,5.9
1.01,0.7,-1.5,6.0
1.012,-0.3,-1.8,6.3
1.013,-0.7,-1.8,6.6
1.104,-1.5,-1.9,6.1
1.109,-3.4,-5.0,5.3
1.12,-5.4,-8.7,2.9
1.121,-5.2,-9.8,1.6
1.176,-4.0,-10.8,2.2
1.181,-4.8,-10.4,2.6
1.185,-5.4,-9.4,2.4
1.314,-5.5,-10.0,1.4
1.317,-6.6,-9.1,2.2
1.319,-7.3,-7.6,2.6
1.325,-7.8,-7.8,1.3
1.402,-8.5,-8.6,0.4
1.405,-9.2,-7.2,0.6
1.407,-10.0,-7.2,-0.0
1.409,-10.8,-6.8,-0.7
1.41,-11.1,-6.7,-1.3
1.503,-10.9,-6.9,-2.1
1.512,-10.9,-7.1,-1.5
1.522,-11.3,-6.9,-1.3
1.523,-10.6,-6.0,-1.7
1.602,-8.9,-4.9,-0.7
1.604,-9.8,-4.9,-0.5
1.606,-9.8,-4.9,-0.8
1.607,-8.9,-4.5,-0.6
1.702,-8.4,-4.3,-0.8
1.704,-8.6,-4.6,-1.5
1.706,-8.6,-4.8,-1.7
1.707,-8.8,-4.5,-1.7
1.803,-9.9,-4.1,-1.0
1.804,-10.4,-3.2,-0.6
1.806,-10.4,-2.3,-0.1
1.808,-10.1,-1.5,0.4
1.917,-9.5,-1.3,0.7
1.919,-9.4,-2.4,0.3
1.92,-9.6,-3.2,-0.2
1.922,-9.4,-3.4,-0.6
2.003,-9.3,-3.4,-0.8
2.043,-9.6,-3.2,-0.7
2.045,-9.5,-2.3,-0.3
2.046,-9.5,-2.2,0.3
2.107,-9.4,-2.1,0.1
2.108,-9.5,-2.1,-0.3
2.11,-9.4,-2.9,-0.6
2.201,-9.5,-3.5,-0.8
2.204,-9.5,-3.0,-0.7
2.21,-9.4,-2.7,-0.7
