accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.112,-0.1,4.6,8.8
0.315,0.2,4.3,8.3
0.51,1.1,0.1,11.2
0.722,1.5,0.1,4.7
0.916,-12.4,-6.7,-0.9
1.122,-12.7,-5.9,4.7
1.311,-2.6,-17.5,6.8
1.515,-14.0,10.0,-6.0
1.71,-23.1,-13.8,0.2
1.914,24.0,-11.8,15.9
2.131,-32.9,-5.5,2.5
2.307,-9.4,7.9,-3.5
2.599,-14.8,-0.7,8.2
2.802,-5.2,-13.4,8.5
2.999,-10.3,4.9,-6.9
3.199,-16.2,-1.5,17.9
3.399,17.6,-10.2,13.4
3.6,-18.8,-0.3,4.6
3.802,-6.7,7.8,-7.7
3.999,-12.6,-17.4,5.6
4.243,-2.1,-12.3,6.6
4.376,-10.4,13.0,-3.5
4.587,-30.7,-12.5,14.8
4.81,16.8,-15.1,7.6
5.0,-16.1,-2.2,4.3
5.206,-9.5,2.3,-3.1
5.405,-5.1,-7.0,11.3
5.606,-4.6,-15.6,16.1
5.803,-8.4,16.1,-8.7
6.002,-38.7,-13.5,4.1
6.245,15.0,-8.5,7.4
6.404,-18.6,-0.9,2.1
6.601,-7.0,4.4,-1.7
6.804,-18.2,-7.1,2.9
7.001,-7.2,-13.4,0.5
7.201,-6.0,13.7,1.0
7.405,-29.0,-18.1,9.8
7.607,10.4,-9.1,7.4
7.812,-13.4,-1.4,3.8
8.011,-12.3,-5.4,1.2
8.203,3.2,-16.5,8.5
8.411,-10.9,-34.6,23.5
8.603,-5.9,15.9,-8.5
8.814,-31.6,-14.6,10.5
9.028,9.8,-8.9,6.2
9.2,-11.6,2.9,1.6
9.409,-14.1,-6.8,3.6
9.604,-2.8,-9.7,5.8
9.813,-4.7,-20.9,17.3
10.008,-3.4,13.0,-6.3
10.204,-22.7,-8.6,9.0
10.408,7.0,-10.6,9.9
10.608,-17.9,-2.4,3.7
10.897,-6.8,2.8,-4.8
11.131,-12.4,-10.8,8.4
11.297,1.5,-14.2,15.5
11.497,-8.6,8.7,-3.8
11.697,-32.4,-8.5,7.9
11.897,11.3,-11.4,8.6
12.097,-20.4,-6.4,1.7
12.351,-7.4,5.1,-2.8
12.498,-9.2,-9.3,8.3
12.705,2.8,-15.8,6.1
12.899,-10.9,8.3,-0.7
13.099,-24.6,-9.5,11.5
13.331,7.5,-6.3,8.6
13.502,-38.7,-11.3,11.3
13.698,-6.1,13.3,-7.3
13.899,-21.5,-10.1,7.7
14.098,8.7,-10.0,3.1
14.337,-12.3,-0.7,4.3
14.5,-5.9,-1.3,1.5
14.725,-2.0,-7.6,5.9
14.897,-2.5,-8.2,7.9
15.1,-4.2,-2.6,5.2
15.3,-10.2,-7.5,4.4
15.5,-7.0,-5.8,5.4
15.712,-6.6,-6.0,7.3
15.907,-3.2,-2.2,7.9
16.112,-1.3,1.4,9.1
16.402,-1.8,4.0,8.9
16.575,-1.0,4.0,7.7
16.705,-0.0,5.1,8.7
16.901,-0.3,5.0,8.5
