gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,0.0,0.0,0.0
0.005,-0.2,-0.2,0.3
0.124,-0.4,0.2,-0.1
0.127,-0.4,0.1,-0.1
0.228,-0.3,0.2,0.0
0.231,-0.3,0.2,0.1
0.234,-0.4,0.0,0.2
0.335,-0.6,-0.2,0.2
0.346,-1.4,-0.4,0.1
0.359,-2.5,0.2,0.1
0.425,-4.0,0.3,0.7
0.428,-5.5,1.6,1.7
0.524,-6.8,1.7,2.3
0.527,-6.7,1.4,3.2
0.559,-2.9,1.3,4.3
0.637,-2.6,1.4,4.5
0.64,-5.5,1.4,4.6
0.713,-7.9,0.1,4.3
0.724,-7.1,-1.3,3.8
0.827,-3.0,-1.5,2.9
0.83,0.3,-0.7,1.8
0.833,0.7,-0.2,0.8
0.935,-0.3,-0.1,0.3
0.938,-1.2,-0.0,-0.1
0.941,-1.3,0.1,-0.3
1.021,-0.3,-0.1,0.0
1.024,-0.4,0.3,0.1
1.128,0.8,0.2,0.2
1.139,1.5,0.2,-0.1
1.144,1.2,0.1,-0.2
1.229,0.6,-0.1,-0.1
1.232,-0.3,-0.1,-0.4
1.319,0.1,-0.2,-0.6
1.323,-0.1,-0.2,-0.6
1.326,0.0,-0.2,-0.4
1.419,0.1,-0.1,-0.3
1.426,0.1,-0.0,-0.2
1.563,-0.0,0.1,-0.2
1.583,0.1,0.1,-0.0
1.647,0.1,0.1,0.0
1.65,0.3,0.1,0.1
1.657,0.3,0.1,0.1
1.724,0.2,0.0,0.1
1.731,-0.0,-0.2,0.1
1.82,-0.5,-0.3,0.1
1.827,-0.8,-0.4,0.2
1.83,-1.1,-0.4,0.3
1.954,-0.7,-0.1,0.5
1.957,-0.1,0.1,0.7
2.026,0.4,0.3,0.9
2.029,0.5,0.5,0.8
2.032,0.2,0.6,0.7
2.126,0.3,0.5,0.5
2.129,0.1,0.3,0.3
2.232,-0.8,-0.1,0.0
2.241,0.5,-0.0,-0.1
2.244,1.2,-0.1,-0.1
2.321,1.3,-0.1,0.0
2.324,0.6,-0.0,-0.3
2.423,-0.1,0.2,-0.7
2.426,0.3,-0.2,-0.8
2.435,1.1,-0.2,-1.0
2.548,1.2,-0.2,-1.3
2.552,1.1,-0.3,-1.4
2.633,1.4,-0.4,-1.5
2.636,1.3,-0.4,-1.3
2.651,1.2,-0.5,-1.4
2.73,0.8,-0.3,-1.6
2.733,0.4,0.0,-1.8
2.824,0.2,0.3,-1.8
2.827,0.3,0.5,-1.5
2.83,0.5,0.5,-1.2
2.932,0.7,0.5,-0.9
2.936,0.5,0.5,-0.4
3.038,-0.1,0.2,0.3
3.042,-0.6,0.4,1.4
3.053,-1.6,0.3,2.4
3.122,-1.1,0.2,3.2
3.125,-0.2,-0.1,3.1
3.227,-0.4,-0.7,2.3
3.23,-0.8,-0.9,1.2
3.319,-1.7,-1.0,0.5
3.327,-2.5,-0.8,-0.1
