accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-0.8,2.0,6.8
0.001,4.1,-0.2,10.8
0.003,-0.7,2.9,10.9
0.004,-0.8,1.5,9.4
0.121,1.5,1.6,9.7
0.126,0.6,1.9,9.8
0.128,-0.4,1.6,9.4
0.222,-0.0,1.6,9.2
0.225,0.3,1.0,8.7
0.227,0.0,0.2,8.5
0.228,-0.3,0.2,8.8
0.23,-0.1,1.0,9.2
0.324,-0.1,0.8,8.7
0.325,-0.4,0.8,8.6
0.328,-0.2,1.2,8.2
0.329,0.1,1.2,7.8
0.42,-0.9,0.1,7.3
0.422,-1.1,0.1,7.0
0.423,-0.7,0.6,7.0
0.425,-0.8,-0.1,6.9
0.519,-3.1,-3.1,5.8
0.521,-3.9,-4.0,5.4
0.526,-4.3,-5.6,5.4
0.527,-5.1,-7.1,4.9
0.633,-6.4,-6.9,4.6
0.635,-6.3,-6.9,4.5
0.636,-6.7,-6.6,3.8
0.638,-7.3,-4.1,4.0
0.728,-7.0,-1.4,3.9
0.73,-8.2,-3.2,3.0
0.732,-10.1,-4.9,1.2
0.744,-10.6,-5.1,0.4
0.851,-11.4,-4.9,-0.9
0.852,-13.3,-5.3,-1.9
0.854,-15.0,-6.0,-2.7
0.856,-16.1,-7.2,-2.5
0.921,-15.5,-9.4,-3.6
0.923,-13.6,-9.2,-3.2
0.925,-12.2,-7.4,-2.6
0.926,-11.4,-5.7,-1.8
1.021,-10.3,-4.8,-0.3
1.028,-9.9,-4.9,0.6
1.03,-9.9,-4.7,0.6
1.032,-9.8,-5.2,0.2
1.125,-8.6,-6.2,-1.0
1.127,-8.4,-6.0,-1.4
1.137,-8.3,-6.2,-1.3
1.138,-9.2,-6.2,-1.1
1.221,-13.5,-2.6,-0.6
1.226,-13.9,-1.5,-1.1
1.228,-14.2,-1.3,-1.0
1.23,-13.8,-1.4,-1.0
1.321,-11.5,-2.9,-1.6
1.322,-10.0,-2.0,-1.5
1.324,-8.0,-1.6,-1.9
1.325,-5.9,-0.8,-3.2
1.421,-1.9,5.2,-1.3
1.423,-4.1,2.1,0.1
1.429,-8.7,3.6,-3.5
1.43,-9.9,10.4,-3.2
1.521,-13.1,4.7,-4.8
1.531,-19.1,3.4,-6.2
1.532,-20.5,2.8,-5.0
1.534,-23.8,0.9,-5.4
1.621,-28.3,-3.6,-7.0
1.623,-25.5,-4.5,-3.4
1.624,-21.3,-5.9,-1.2
1.626,-16.2,-8.0,-1.2
1.721,-7.3,-11.7,-1.5
1.726,-4.6,-11.9,1.9
1.728,-3.1,-11.3,5.2
1.73,-1.3,-9.1,2.8
1.821,5.5,-2.0,-1.8
1.823,10.8,-5.6,-0.6
1.824,12.4,-8.8,1.0
1.826,12.3,-9.5,0.0
1.929,9.6,-10.4,-2.1
1.931,7.0,-15.2,-4.8
1.932,4.1,-19.5,-8.7
1.934,-0.1,-23.4,-7.0
2.022,-20.7,-39.2,-13.7
2.024,-33.5,-39.2,-11.4
2.025,-31.0,-38.9,-9.5
2.027,-27.2,-29.6,-4.7
2.12,-18.4,-7.4,-3.9
2.122,-12.2,-0.1,-3.9
2.124,-7.0,2.6,-2.7
2.219,-3.9,1.0,-2.9
2.222,-2.6,4.2,-0.4
2.224,-4.2,7.4,0.9
2.229,-4.8,6.2,-1.0
2.319,-4.9,4.0,-1.7
2.339,-6.8,3.8,-0.4
2.341,-6.3,3.2,1.1
2.342,-6.9,2.5,1.1
2.419,-7.6,3.4,-1.2
2.426,-7.5,4.9,1.8
2.427,-14.7,-4.8,3.4
2.429,-24.4,-24.5,6.2
2.519,-28.3,-18.1,1.5
2.522,-34.7,-39.2,5.7
2.524,-27.7,-34.4,0.7
2.526,-22.0,-17.2,2.0
2.619,-15.0,-15.2,-1.2
2.627,-4.9,-11.6,0.2
2.629,-3.1,-10.2,1.2
