vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.847,-5.398,8.018,0.0
1.805,-5.446,7.941,0.002
1.476,-4.743,7.168,0.005
1.869,-4.74,8.504,0.007
2.3,-4.1,8.4,0.103
2.02,-3.645,9.067,0.104
2.292,-3.802,8.733,0.106
2.247,-3.788,8.9,0.111
2.569,-4.108,8.533,0.113
2.531,-4.392,8.067,0.115
2.386,-3.978,8.533,0.201
2.288,-3.653,8.9,0.203
2.333,-3.667,9.033,0.205
2.249,-3.863,8.967,0.207
2.076,-4.106,8.7,0.208
2.12,-4.045,8.767,0.309
2.159,-3.835,8.7,0.311
2.157,-3.761,8.633,0.313
2.114,-3.822,8.567,0.314
2.204,-3.849,8.533,0.327
2.247,-3.788,8.6,0.406
2.247,-3.788,8.6,0.407
2.245,-3.714,8.533,0.409
2.202,-3.775,8.467,0.411
2.296,-3.951,8.567,0.412
2.298,-4.025,8.633,0.499
2.427,-3.843,8.833,0.501
2.425,-3.769,8.767,0.503
2.38,-3.755,8.633,0.504
2.378,-3.68,8.567,0.604
2.463,-3.484,8.333,0.605
2.675,-3.031,8.233,0.607
2.443,-2.739,7.967,0.608
2.157,-2.061,7.833,0.61
1.733,-1.267,6.633,0.612
-0.144,-2.195,4.58,0.701
-0.547,-3.221,3.266,0.703
-0.164,-4.672,3.482,0.704
-0.682,-5.64,2.989,0.715
-1.28,-5.923,1.498,0.717
1.24,-6.4,-1.32,0.801
1.349,-7.214,-1.173,0.802
2.192,-7.002,-4.018,0.804
3.565,-6.584,-6.753,0.806
5.657,-5.346,-7.009,0.807
6.804,-3.033,-7.531,0.902
7.289,-2.109,-8.165,0.904
7.451,-2.404,-8.329,0.906
8.457,-2.254,-9.375,0.907
9.625,-1.698,-10.686,0.909
13.592,4.038,-5.0,1.013
12.585,3.077,-5.0,1.015
11.923,2.585,-5.3,1.022
11.1,3.0,-5.7,1.023
10.738,3.608,-6.3,1.025
9.26,5.845,-5.263,1.101
8.306,6.039,-5.813,1.107
7.995,6.534,-5.572,1.119
7.587,7.448,-5.488,1.122
7.189,7.895,-5.259,1.124
7.545,9.405,-1.624,1.201
8.18,10.109,-1.423,1.206
5.567,7.73,-1.743,1.208
4.957,5.984,-3.004,1.21
6.34,6.682,-2.854,1.215
5.604,7.308,-1.731,1.303
4.541,7.882,-1.706,1.305
4.48,8.459,-1.147,1.307
4.227,7.353,-1.749,1.308
4.014,6.829,-2.357,1.31
4.447,7.594,-1.902,1.401
4.351,7.902,-1.033,1.403
4.249,5.598,-3.367,1.404
3.163,5.527,-4.324,1.406
4.251,7.602,-2.433,1.408
4.167,6.733,-1.833,1.505
4.767,9.533,0.367,1.516
5.1,11.2,5.2,1.518
3.267,11.133,3.467,1.52
1.633,8.567,0.533,1.522
6.2,13.4,6.3,1.601
3.5,9.2,0.6,1.603
5.8,11.7,4.7,1.604
4.733,10.667,5.233,1.606
3.333,9.367,0.833,1.608
5.624,6.412,-0.508,1.7
4.369,8.435,0.71,1.705
2.253,11.027,6.449,1.707
2.08,12.19,5.373,1.709
2.459,11.441,3.599,1.803
4.84,8.86,-1.416,1.806
9.368,3.132,-8.343,1.808
3.22,10.68,2.033,1.81
1.916,9.384,0.58,1.812
4.467,9.433,-0.333,1.901
4.833,9.267,1.333,1.912
4.067,10.233,2.367,1.915
4.3,8.9,2.5,1.917
3.6,10.5,2.7,1.92
7.8,12.5,7.4,2.001
4.033,9.567,2.433,2.002
5.875,10.215,1.439,2.004
4.024,8.727,0.903,2.006
3.105,7.394,-1.211,2.007
4.311,5.004,-2.809,2.101
5.144,3.818,-1.836,2.103
7.767,5.887,-1.373,2.104
7.9,5.04,-1.78,2.106
7.167,4.667,-1.833,2.107
7.979,6.589,-1.641,2.201
2.116,-4.292,-7.834,2.203
10.798,10.606,-2.532,2.208
5.898,4.606,-4.032,2.21
7.434,4.898,-4.889,2.215
7.343,3.672,-5.062,2.335
6.845,1.866,-5.53,2.337
7.121,2.536,-6.381,2.339
9.038,6.185,-2.826,2.341
5.093,1.934,-5.863,2.343
5.287,6.438,-4.491,2.403
6.706,4.581,-5.904,2.41
7.349,6.053,-4.066,2.412
8.34,6.079,-4.194,2.413
6.6,5.2,-4.1,2.415
7.67,5.489,-4.347,2.5
6.853,4.54,-4.302,2.502
8.43,5.311,-3.653,2.504
7.064,4.909,-4.943,2.505
6.083,5.532,-5.306,2.507
5.97,4.672,-4.874,2.601
7.021,5.214,-5.603,2.607
6.885,5.417,-4.563,2.609
6.275,4.64,-5.088,2.611
7.257,6.611,-5.142,2.622
5.774,5.379,-4.836,2.701
7.261,5.618,-4.804,2.706
5.585,3.317,-6.863,2.708
6.429,4.567,-6.073,2.71
7.48,3.648,-6.45,2.711
5.489,3.762,-6.972,2.801
4.514,3.722,-7.284,2.802
6.388,5.501,-5.52,2.805
5.93,3.928,-6.226,2.806
6.734,2.974,-6.435,2.808
4.756,5.492,-7.22,2.901
4.696,5.072,-6.32,2.902
5.524,4.468,-7.18,2.904
3.608,4.356,-7.76,2.906
5.292,5.944,-6.44,2.908
4.588,5.716,-7.26,3.001
2.872,3.504,-7.94,3.002
4.952,5.564,-6.64,3.009
5.284,6.288,-6.98,3.021
5.064,4.748,-6.18,3.023
5.66,6.12,-6.0,3.101
4.6,6.7,-4.8,3.103
5.356,6.192,-4.82,3.104
6.956,5.392,-5.02,3.106
7.548,6.936,-4.86,3.107
7.86,5.132,-2.789,3.201
8.498,5.16,-2.747,3.202
8.9,4.9,-2.5,3.204
7.894,4.579,-2.94,3.215
7.834,5.347,-3.251,3.217
7.57,4.035,-2.703,3.3
7.737,5.218,-1.593,3.302
7.981,4.79,-2.183,3.303
8.641,5.92,-1.577,3.305
8.817,5.958,-1.905,3.401
6.313,5.856,-2.221,3.402
7.358,6.529,-0.852,3.404
7.456,7.228,-0.811,3.418
7.008,7.204,-1.267,3.423
6.478,5.811,-1.122,3.501
6.122,6.209,-0.518,3.502
6.244,7.178,-0.356,3.504
6.085,7.032,0.408,3.511
6.83,6.637,-0.016,3.513
6.951,6.898,0.522,3.601
7.818,7.164,0.956,3.602
6.456,6.589,0.111,3.604
5.84,7.12,0.6,3.606
6.689,7.622,0.878,3.607
6.125,9.615,0.95,3.705
5.101,8.458,0.498,3.707
5.281,7.435,1.139,3.708
4.397,8.925,2.206,3.71
3.921,8.594,2.04,3.712
5.911,9.747,2.77,3.801
3.696,8.921,1.932,3.803
4.494,7.732,1.198,3.814
4.777,9.617,1.326,3.817
3.757,9.313,1.419,3.819
3.296,9.084,0.267,3.903
6.055,8.52,0.967,3.905
4.557,8.827,0.333,3.906
4.484,10.037,1.267,3.908
3.478,9.214,0.467,3.916
2.843,8.873,0.367,4.001
3.292,8.369,0.733,4.003
3.108,10.431,0.467,4.004
2.58,8.522,0.533,4.006
2.809,9.58,-1.163,4.008
3.64,8.6,-1.52,4.101
3.125,8.781,-2.27,4.102
3.815,8.919,-2.15,4.104
4.251,8.314,-2.383,4.105
4.17,8.038,-3.021,4.109
3.63,8.738,-2.801,4.2
3.325,8.881,-2.37,4.23
2.984,8.805,-3.328,4.232
2.61,8.962,-3.019,4.235
2.751,8.714,-2.883,4.245
3.712,6.118,-3.863,4.3
3.676,7.363,-5.773,4.302
3.894,8.041,-4.718,4.304
3.394,7.541,-5.118,4.305
2.682,7.822,-5.455,4.307
2.72,7.931,-5.239,4.4
3.496,8.494,-5.012,4.402
3.133,8.249,-5.102,4.404
2.955,8.733,-5.035,4.405
3.437,8.655,-4.99,4.407
4.445,8.367,-5.165,4.5
2.824,7.637,-5.527,4.506
1.667,8.751,-4.998,4.508
2.188,8.782,-4.737,4.51
4.847,8.12,-4.559,4.511
5.282,7.322,-5.255,4.6
5.345,6.367,-4.465,4.602
5.492,6.588,-4.324,4.604
5.247,7.02,-4.959,4.605
6.422,8.184,-3.533,4.607
4.807,9.089,-4.206,4.7
1.831,7.937,-4.398,4.702
4.9,9.1,-4.1,4.704
5.2,6.7,-5.2,4.709
5.667,7.467,-4.367,4.71
3.198,8.231,-5.737,4.8
4.119,7.389,-7.231,4.802
3.369,7.097,-6.09,4.803
2.147,6.254,-6.015,4.805
4.186,6.017,-6.758,4.806
2.09,6.137,-5.955,4.899
2.776,6.408,-6.212,4.901
