vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.9,-5.973,8.878,0.0
-2.4,-4.727,8.622,0.001
0.0,-5.926,7.352,0.003
0.2,-5.615,8.516,0.005
-1.1,-5.341,7.738,0.006
-0.3,-5.366,8.32,0.125
0.1,-5.311,8.237,0.127
-0.4,-5.146,7.986,0.128
-0.4,-5.313,7.876,0.133
-0.4,-5.062,8.041,0.135
-0.6,-4.867,8.29,0.227
-0.4,-5.256,8.153,0.228
-0.3,-5.339,8.098,0.23
-0.4,-5.339,8.098,0.231
-0.4,-5.339,8.098,0.233
-0.3,-5.423,8.043,0.234
-0.4,-5.506,7.988,0.3
-0.4,-5.284,8.015,0.302
-0.4,-5.146,7.986,0.304
-0.4,-5.007,7.958,0.315
-0.5,-4.952,7.874,0.316
-0.5,-4.842,7.707,0.398
-0.5,-4.594,7.512,0.399
-0.5,-4.178,7.427,0.401
-0.4,-3.569,7.229,0.402
-0.3,-2.96,6.78,0.524
-0.1,-1.84,6.62,0.526
-0.249,-1.255,5.948,0.531
-0.445,-0.995,5.035,0.532
-0.842,-1.224,4.025,0.534
-1.032,-2.357,2.463,0.626
-1.653,-3.559,1.207,0.627
-2.294,-5.127,-1.012,0.629
-2.87,-6.834,-2.659,0.631
-3.997,-7.563,-3.306,0.632
-5.288,-8.353,-4.124,0.634
-1.279,-10.398,-7.826,0.725
-2.387,-11.717,-7.062,0.733
-4.823,-12.357,-4.408,0.743
-5.077,-11.743,-5.092,0.745
-6.336,-11.94,-4.245,0.746
-2.158,-12.926,-6.54,0.825
-1.906,-13.153,-7.151,0.826
-0.689,-13.992,-6.098,0.828
-0.26,-12.68,-8.7,0.833
-1.131,-11.823,-8.789,0.835
0.947,-11.017,-7.989,0.922
0.583,-10.402,-6.732,0.924
0.402,-9.589,-7.008,0.926
0.86,-9.538,-6.542,1.026
1.123,-8.964,-6.691,1.027
1.725,-8.553,-6.598,1.03
1.847,-7.917,-7.089,1.031
1.798,-7.311,-7.192,1.038
2.512,-6.152,-7.587,1.04
2.613,-6.039,-7.394,1.125
2.5,-6.2,-7.5,1.127
2.219,-6.277,-7.93,1.136
2.169,-6.071,-8.284,1.138
2.194,-5.974,-8.457,1.14
2.333,-6.404,-8.331,1.146
1.957,-7.77,-7.467,1.224
1.828,-8.389,-6.998,1.225
1.497,-8.612,-6.893,1.227
1.004,-8.884,-6.643,1.229
0.681,-8.575,-6.623,1.325
0.537,-8.053,-7.019,1.326
0.335,-7.861,-7.248,1.328
0.244,-7.826,-7.268,1.33
0.194,-7.624,-7.186,1.331
0.143,-6.571,-7.914,1.404
0.182,-6.355,-8.022,1.406
0.063,-6.21,-8.145,1.408
0.182,-6.355,-8.022,1.409
0.251,-6.647,-8.027,1.411
-0.426,-7.482,-7.444,1.5
-0.361,-7.285,-7.575,1.51
-0.45,-7.021,-7.529,1.511
-0.65,-6.821,-7.329,1.513
-2.431,-6.565,-6.81,1.599
-2.508,-6.404,-6.569,1.6
-2.381,-5.442,-7.242,1.602
-2.223,-5.393,-7.093,1.604
-2.188,-5.295,-6.895,1.605
-2.077,-5.307,-6.807,1.725
-1.857,-5.332,-6.632,1.726
-1.649,-5.321,-6.321,1.731
-1.601,-5.359,-6.159,1.733
-2.2,-5.92,-5.56,1.749
-1.388,-7.28,-3.916,1.827
-1.18,-7.1,-3.76,1.828
-1.184,-7.04,-3.888,1.83
-1.504,-7.24,-4.128,1.832
-1.66,-7.4,-4.12,1.833
-1.564,-7.74,-4.048,1.835
-1.388,-8.18,-4.416,1.925
-1.34,-8.5,-4.88,1.926
-0.398,-8.495,-5.963,1.931
-0.295,-8.691,-5.926,1.933
-0.645,-9.19,-6.517,1.935
-1.071,-11.778,-6.058,2.024
-1.329,-12.322,-6.142,2.026
-0.833,-11.433,-5.333,2.027
-0.66,-10.3,-4.88,2.029
-0.504,-9.911,-4.191,2.031
-0.634,-9.323,-4.106,2.129
-0.602,-9.368,-4.417,2.131
-0.683,-9.289,-5.047,2.133
-0.547,-9.298,-5.225,2.134
-0.304,-9.136,-4.934,2.136
-0.296,-8.764,-4.666,2.227
-0.292,-8.628,-4.332,2.229
-0.234,-8.623,-4.006,2.23
-0.336,-9.191,-4.223,2.236
-0.736,-9.791,-4.723,2.245
-1.096,-10.164,-4.866,2.325
-1.223,-10.215,-4.904,2.326
-1.847,-9.419,-5.837,2.328
-1.838,-9.139,-5.659,2.329
-1.9,-8.9,-5.3,2.331
-1.772,-8.65,-5.193,2.425
-1.806,-8.453,-5.051,2.426
-1.678,-8.204,-4.945,2.428
-1.422,-8.296,-4.755,2.433
-1.058,-8.326,-4.84,2.434
-1.402,-7.651,-6.167,2.524
-1.322,-8.061,-6.241,2.526
-1.055,-8.178,-6.118,2.528
-0.382,-7.941,-5.894,2.529
-0.163,-7.682,-6.288,2.535
2.209,-7.209,-6.658,2.624
2.385,-6.685,-7.037,2.626
2.352,-5.852,-7.376,2.628
3.271,-5.271,-7.809,2.637
3.841,-4.841,-8.401,2.647
4.888,-3.982,-8.137,2.746
4.661,-3.792,-7.816,2.748
4.78,-3.469,-7.861,2.75
4.814,-3.171,-7.857,2.752
5.386,-2.401,-7.555,2.753
6.538,0.569,-6.736,2.824
6.936,1.568,-7.278,2.826
8.708,1.09,-5.423,2.828
8.364,1.145,-4.945,2.834
8.26,1.451,-4.784,2.835
7.905,1.569,-4.802,2.899
7.603,1.521,-4.721,2.9
7.792,1.91,-4.777,2.902
7.447,1.666,-4.599,2.904
6.999,1.426,-4.56,2.998
7.015,1.406,-5.006,3.001
6.972,1.235,-5.269,3.002
7.308,1.19,-5.523,3.018
6.739,0.676,-5.476,3.1
6.438,0.602,-5.035,3.101
6.765,1.219,-5.186,3.103
6.842,0.997,-5.397,3.104
6.438,0.302,-5.335,3.106
6.67,0.588,-5.788,3.202
6.916,1.48,-6.446,3.204
7.218,1.527,-6.527,3.205
5.594,0.758,-7.358,3.211
5.568,0.84,-7.407,3.213
9.106,2.576,-6.411,3.311
9.079,1.522,-6.959,3.312
6.141,-2.245,-5.982,3.314
6.922,0.203,-4.245,3.316
7.769,1.992,-4.804,3.318
9.329,6.114,-6.943,3.399
9.678,8.567,-6.916,3.401
7.859,7.922,-5.539,3.402
7.755,7.335,-5.233,3.412
6.349,7.353,-5.773,3.414
6.373,8.849,-1.953,3.502
5.761,6.741,-1.778,3.503
5.593,4.987,-3.767,3.505
8.19,6.708,-3.105,3.51
7.229,6.743,-3.914,3.512
7.694,9.418,-6.741,3.624
10.351,10.647,-6.027,3.625
4.133,4.502,-4.749,3.627
5.008,4.076,-3.212,3.629
7.784,6.549,-4.576,3.63
7.878,3.83,-5.635,3.729
6.809,1.848,-3.026,3.731
7.104,0.374,-3.013,3.733
8.352,0.887,-2.457,3.734
8.052,-0.913,-1.257,3.736
9.603,-1.338,-2.417,3.738
7.195,-3.464,-2.662,3.824
8.688,-1.713,-4.248,3.833
7.092,-3.842,-2.899,3.835
9.693,-1.349,-4.887,3.836
8.635,-3.145,-3.079,3.838
7.533,-5.053,-3.207,3.924
7.981,-2.724,-5.162,3.925
8.19,-4.202,-4.461,3.927
7.195,-4.821,-4.27,3.935
7.533,-3.793,-4.887,3.937
7.435,-2.404,-4.991,4.024
7.296,-3.487,-4.126,4.025
7.839,-3.017,-4.965,4.027
7.578,-2.735,-4.63,4.033
7.174,-2.622,-6.057,4.035
7.609,-3.826,-5.448,4.125
7.926,-2.778,-4.143,4.132
7.909,-3.026,-3.948,4.134
8.417,-3.552,-3.496,4.136
7.93,-3.191,-4.717,4.137
7.913,-2.739,-5.322,4.224
7.865,-3.196,-3.809,4.225
8.513,-3.639,-2.422,4.227
6.548,-4.043,-3.313,4.233
7.043,-3.93,-3.739,4.235
10.561,2.817,-8.935,4.324
8.357,-1.77,-4.361,4.325
8.691,-1.874,-6.252,4.327
