vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.94,-4.844,8.419,0.0
-0.965,-5.284,7.605,0.002
0.484,-5.548,8.651,0.003
-0.382,-4.842,8.853,0.005
0.823,-5.292,8.369,0.101
-0.037,-4.936,8.188,0.106
0.203,-5.27,8.21,0.108
0.386,-5.429,8.357,0.109
0.197,-5.33,8.29,0.111
0.107,-4.841,8.52,0.2
0.243,-5.114,8.329,0.202
0.236,-5.174,8.409,0.204
0.314,-5.271,8.343,0.205
0.223,-5.192,8.269,0.207
0.145,-5.095,8.335,0.301
0.152,-5.035,8.255,0.302
0.158,-4.976,8.175,0.304
0.165,-4.916,8.095,0.306
0.204,-4.66,7.913,0.307
0.133,-4.403,7.599,0.447
-0.16,-4.244,7.319,0.448
-0.121,-3.988,7.137,0.45
0.056,-3.496,6.768,0.452
0.2,-3.1,6.2,0.454
0.5,-2.56,5.58,0.545
0.8,-2.5,5.0,0.547
0.8,-2.66,4.38,0.549
0.2,-3.5,4.0,0.55
-0.9,-5.38,3.34,0.552
-0.452,-5.587,3.143,0.6
-0.743,-6.939,3.67,0.602
-2.265,-7.909,3.604,0.604
-3.839,-6.865,4.883,0.605
-4.739,-4.665,7.283,0.607
-2.79,-4.733,9.127,0.7
-3.822,-4.867,9.22,0.702
-5.004,-5.167,8.249,0.704
-5.153,-6.3,7.112,0.706
-6.233,-6.967,5.667,0.717
-2.02,-9.108,5.956,0.806
-2.6,-9.0,6.0,0.808
-2.4,-9.56,5.92,0.81
-3.82,-10.248,5.936,0.811
-4.12,-10.168,5.876,0.813
-0.519,-11.68,4.225,0.912
-1.363,-12.466,4.193,0.914
-0.853,-13.113,4.459,0.917
-1.269,-13.217,4.854,0.919
-1.438,-12.56,5.051,0.921
0.87,-12.841,2.831,1.0
0.484,-12.429,2.977,1.002
1.6,-11.423,3.785,1.004
1.5,-10.869,3.554,1.005
1.4,-10.538,3.308,1.008
1.4,-10.246,2.969,1.104
1.3,-10.062,2.892,1.106
1.4,-9.838,2.908,1.108
1.4,-9.823,2.685,1.119
1.3,-9.923,2.185,1.121
2.573,-9.825,-0.653,1.2
2.771,-9.714,-0.743,1.202
2.608,-9.677,-1.169,1.207
2.443,-9.729,-1.486,1.208
2.189,-9.89,-1.801,1.21
2.022,-10.12,-1.898,1.328
1.954,-10.338,-1.985,1.329
1.942,-10.418,-1.776,1.331
1.81,-10.399,-1.489,1.332
1.844,-10.24,-0.996,1.334
1.802,-10.022,-0.82,1.405
1.682,-9.924,-0.742,1.407
1.485,-9.946,-0.762,1.408
1.385,-10.046,-0.662,1.41
0.371,-10.271,0.194,1.411
0.388,-10.388,0.118,1.5
0.604,-10.404,0.061,1.508
0.784,-10.184,0.157,1.52
0.692,-9.892,0.078,1.529
0.561,-9.561,0.192,1.532
0.347,-9.447,0.229,1.599
0.233,-9.233,0.267,1.601
0.235,-9.135,0.247,1.603
0.355,-9.055,0.151,1.604
-1.394,-8.677,1.466,1.703
-1.364,-8.757,1.285,1.711
-1.453,-8.911,1.117,1.713
-1.579,-9.117,1.075,1.715
-1.647,-9.389,1.183,1.716
-1.73,-9.621,1.381,1.8
-1.821,-9.683,1.725,1.802
-1.932,-9.628,1.792,1.803
-2.066,-9.664,1.896,1.805
-2.377,-9.709,1.864,1.807
-2.528,-10.513,1.97,1.9
-2.404,-11.115,1.923,1.902
-2.085,-11.24,1.809,1.913
-2.062,-11.449,1.574,1.916
-2.143,-11.474,1.46,1.918
0.335,-11.235,-0.553,2.025
0.843,-10.343,-0.631,2.033
1.231,-9.531,-0.614,2.035
1.422,-8.822,-0.616,2.036
1.41,-8.41,-0.598,2.038
1.057,-8.357,-0.369,2.102
0.382,-8.782,-0.524,2.103
-0.124,-9.576,-0.465,2.105
0.284,-10.684,0.157,2.111
1.047,-11.747,0.529,2.113
2.373,-12.073,1.075,2.114
1.035,-12.424,-1.176,2.227
1.48,-11.898,-1.302,2.229
2.059,-11.806,-1.494,2.23
2.622,-11.192,-2.108,2.232
3.064,-9.766,-4.704,2.315
3.17,-9.192,-5.445,2.326
3.317,-8.479,-5.925,2.34
2.94,-7.385,-6.791,2.342
2.096,-6.149,-7.506,2.344
1.651,-4.638,-8.774,2.346
4.539,0.958,-8.942,2.423
3.768,1.937,-9.063,2.426
6.128,3.515,-7.162,2.428
5.113,5.274,-7.147,2.433
5.412,5.784,-6.16,2.526
5.044,6.108,-6.02,2.529
5.168,6.776,-6.24,2.531
5.324,7.068,-6.22,2.539
6.72,5.739,-4.631,2.541
5.396,4.212,-3.994,2.542
4.692,3.524,-3.888,2.625
5.204,3.788,-3.306,2.627
5.155,3.735,-3.033,2.63
5.253,4.041,-3.98,2.631
6.055,4.635,-4.233,2.641
6.96,3.652,-2.464,2.723
6.92,3.344,-3.208,2.724
8.06,3.792,-2.944,2.726
7.9,3.86,-2.52,2.728
8.34,3.828,-2.396,2.729
9.161,6.768,-2.206,2.823
8.328,6.323,-5.223,2.825
7.549,5.991,-6.091,2.832
7.743,3.556,-5.44,2.833
6.679,3.733,-4.133,2.901
7.293,6.044,-4.544,2.903
6.905,6.937,-5.137,2.905
6.512,7.793,-5.193,2.906
6.114,8.312,-5.012,2.908
6.526,9.805,-4.905,2.91
6.676,12.322,-4.643,3.003
11.345,-1.797,-2.453,3.005
7.782,8.701,-1.584,3.007
6.191,8.832,-7.387,3.019
4.875,8.859,-5.852,3.099
4.799,8.537,-5.71,3.101
4.966,8.891,-3.84,3.102
6.058,7.127,-4.093,3.104
4.778,6.327,-4.053,3.2
4.775,4.882,-4.078,3.201
5.7,4.2,-3.6,3.203
7.124,5.345,-3.635,3.205
8.707,6.691,-4.049,3.206
11.282,9.655,-7.682,3.325
8.291,6.627,-6.591,3.326
