vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.147,-4.571,-7.753,0.0
0.984,-4.343,-9.516,0.002
0.814,-4.537,-9.786,0.004
1.357,-4.769,-10.443,0.006
1.441,-4.712,-10.759,0.007
-2.857,-1.231,-7.257,0.124
0.725,-2.955,-8.575,0.126
0.38,-3.804,-8.82,0.127
-0.912,-3.482,-9.012,0.129
0.151,-3.21,-9.249,0.131
0.167,-3.267,-9.033,0.225
-0.21,-2.902,-8.91,0.231
-0.051,-3.19,-8.951,0.233
-0.125,-3.345,-9.125,0.234
-0.265,-3.153,-9.065,0.236
-0.086,-3.037,-9.186,0.238
-0.169,-3.114,-8.969,0.324
-0.129,-3.306,-8.929,0.326
-0.331,-3.286,-8.631,0.328
-0.453,-3.171,-8.453,0.339
-0.671,-3.594,-8.271,0.341
-0.7,-2.82,-7.898,0.423
0.439,-3.139,-7.492,0.425
0.696,-1.996,-7.361,0.427
0.135,-1.435,-6.653,0.428
-0.214,-1.086,-5.963,0.43
-0.291,-1.211,-5.298,0.524
-0.6,-1.4,-5.0,0.525
-1.036,0.388,-4.852,0.527
-1.373,3.122,-6.25,0.529
-2.7,4.1,-6.5,0.531
0.451,5.383,-6.355,0.623
0.691,5.336,-6.357,0.625
0.596,7.168,-5.779,0.627
0.011,8.23,-5.953,0.632
-0.019,8.306,-6.304,0.634
3.7,9.9,-3.7,0.724
2.82,10.24,-3.8,0.733
1.991,9.716,-3.889,0.754
1.749,10.464,-3.011,0.756
1.7,11.9,-2.7,0.757
3.694,13.134,0.13,0.822
3.347,13.367,-0.635,0.823
3.633,13.183,-1.213,0.825
3.929,13.173,-1.167,0.83
5.534,12.181,-1.067,0.845
3.811,12.111,0.356,0.933
3.711,11.711,0.456,0.935
4.133,11.733,0.967,0.937
4.659,11.959,1.696,0.938
5.026,10.854,2.682,1.0
4.474,10.486,2.438,1.007
4.432,10.568,3.311,1.008
3.018,10.518,5.876,1.01
2.794,9.99,6.423,1.012
2.5,9.8,5.8,1.013
4.308,8.9,6.438,1.122
3.885,9.1,6.723,1.132
3.4,9.3,6.6,1.138
2.954,9.2,6.569,1.14
2.901,8.414,7.127,1.225
2.701,8.614,7.027,1.226
2.634,8.576,6.485,1.228
2.413,8.388,6.248,1.233
2.482,8.255,6.544,1.235
2.087,8.212,6.652,1.236
4.01,6.748,7.335,1.298
3.944,6.581,7.202,1.3
3.407,6.067,7.513,1.302
3.828,5.862,7.484,1.303
4.313,5.633,7.527,1.311
5.051,5.712,6.49,1.421
5.192,5.702,6.482,1.423
5.551,5.912,6.29,1.425
5.489,4.811,7.137,1.525
5.565,4.675,7.532,1.526
6.147,4.653,7.184,1.54
6.052,4.428,6.289,1.543
5.666,3.994,5.758,1.549
5.146,3.634,5.658,1.551
6.127,3.293,5.884,1.624
5.742,3.358,5.753,1.626
5.325,3.355,5.832,1.627
5.876,3.264,5.695,1.635
5.282,3.078,6.353,1.637
5.721,2.847,5.623,1.639
6.464,1.998,4.799,1.727
6.473,1.455,5.428,1.729
7.089,1.892,5.446,1.73
6.306,1.854,5.377,1.732
6.35,1.313,5.306,1.835
7.187,0.74,6.12,1.837
6.764,0.998,5.999,1.839
6.588,0.966,6.133,1.846
6.782,0.786,6.643,1.847
6.665,-0.659,6.324,1.923
6.431,-0.518,6.849,1.925
6.155,-0.453,6.708,1.926
6.918,-0.351,6.469,1.932
6.239,0.737,6.102,1.933
5.867,-0.02,7.188,1.999
6.098,-0.139,7.037,2.001
6.516,-0.09,7.306,2.003
5.888,-0.833,8.12,2.004
6.788,-2.152,7.652,2.01
6.402,-4.85,7.562,2.126
6.607,-4.502,7.347,2.127
6.177,-4.369,7.429,2.129
6.021,-4.955,7.679,2.131
6.237,-4.409,7.934,2.226
6.261,-3.54,7.505,2.228
6.104,-3.601,7.023,2.234
6.956,-4.414,7.45,2.235
6.3,-3.8,7.4,2.237
6.655,-4.689,8.02,2.249
7.577,-5.869,8.429,2.323
7.611,-5.329,7.476,2.325
7.944,-4.596,7.442,2.327
7.333,-4.187,5.527,2.328
1.659,1.266,4.668,2.33
5.739,-1.263,7.502,2.422
6.371,-2.843,8.514,2.424
6.173,-1.604,6.778,2.426
6.288,-1.733,6.92,2.427
10.686,-4.971,8.957,2.429
8.837,-3.002,7.239,2.523
7.547,-2.108,6.555,2.525
8.702,-2.961,7.663,2.527
7.031,-2.018,7.749,2.529
8.257,-2.914,8.271,2.53
7.555,0.962,6.981,2.623
4.477,2.409,4.604,2.625
7.283,2.443,3.821,2.626
7.747,3.483,2.591,2.636
6.923,2.191,1.896,2.637
7.155,4.898,3.128,2.698
6.936,6.764,3.291,2.7
6.945,5.655,0.164,2.701
5.189,5.631,-1.227,2.703
7.887,6.153,2.618,2.705
6.212,7.497,3.088,2.824
4.295,5.626,1.072,2.826
6.842,8.239,2.058,2.829
4.445,7.964,0.655,2.831
4.928,7.293,0.738,2.924
5.425,8.469,0.841,2.926
4.89,7.453,1.043,2.928
5.839,8.215,0.961,2.929
5.526,7.643,2.007,2.931
4.959,8.235,0.708,2.933
5.764,8.309,0.836,3.023
4.785,7.679,0.715,3.029
5.014,8.346,0.919,3.039
5.435,8.416,1.198,3.041
5.22,8.295,0.513,3.043
5.241,8.065,1.292,3.123
5.363,8.334,2.871,3.124
4.555,8.436,0.945,3.13
5.249,8.163,0.717,3.131
5.191,8.627,1.909,3.133
4.911,8.422,1.522,3.222
5.194,8.152,1.306,3.224
4.773,8.182,1.827,3.226
5.305,8.374,1.728,3.227
5.354,8.162,1.78,3.325
5.082,8.155,1.618,3.327
5.559,8.335,2.108,3.329
5.765,8.284,1.702,3.33
4.469,7.483,1.565,3.336
5.215,7.921,2.085,3.398
5.589,8.078,2.378,3.4
5.178,7.856,1.656,3.41
5.29,7.953,2.143,3.412
5.485,8.179,2.115,3.413
5.357,7.786,1.977,3.521
5.337,7.866,2.129,3.523
5.635,8.116,2.298,3.525
5.18,7.605,1.787,3.536
6.52,6.86,2.6,3.624
6.313,6.947,2.882,3.626
6.351,6.589,2.027,3.627
6.776,6.884,2.391,3.629
6.565,6.815,2.364,3.631
6.424,6.716,2.609,3.636
6.784,7.196,1.909,3.723
5.627,6.473,2.418,3.725
6.48,6.64,3.1,3.726
6.251,6.789,1.927,3.728
5.404,6.356,1.509,3.73
6.523,5.558,3.785,3.823
6.42,4.8,5.06,3.833
6.866,4.716,5.831,3.834
6.485,4.363,5.182,3.836
6.978,4.395,5.523,3.838
7.908,3.636,3.897,3.923
8.144,3.515,4.096,3.924
7.864,3.221,4.701,3.926
8.311,3.237,4.683,3.928
7.328,2.843,4.402,3.929
9.254,-0.285,4.638,4.023
9.569,-0.623,5.092,4.024
7.854,-0.485,4.338,4.026
8.023,-0.508,4.931,4.032
7.838,-0.446,4.885,4.034
8.485,-0.862,5.646,4.097
10.008,-1.669,6.277,4.104
8.477,-1.092,5.369,4.106
7.446,-0.915,4.962,4.108
8.015,-0.938,5.254,4.109
7.745,-1.897,5.861,4.221
7.377,-2.152,6.319,4.223
7.089,-2.382,6.047,4.225
6.676,-1.84,5.144,4.229
5.664,-0.851,6.372,4.324
6.049,-0.719,7.802,4.326
6.962,-1.589,8.777,4.327
6.885,-1.768,8.73,4.329
6.581,-0.345,7.638,4.331
5.986,-1.592,7.641,4.332
8.014,-1.296,6.564,4.423
8.314,-1.065,6.01,4.425
9.186,-0.974,6.682,4.427
8.257,-0.336,5.524,4.428
7.857,-0.375,5.616,4.43
7.686,-0.535,5.89,4.522
7.571,-0.016,5.611,4.524
7.943,0.098,4.668,4.526
7.971,0.137,3.942,4.527
6.992,2.173,4.927,4.543
7.972,2.724,5.878,4.626
8.07,2.705,4.708,4.628
7.227,3.747,4.033,4.63
7.407,3.487,3.833,4.631
7.291,3.351,3.356,4.633
6.753,4.416,2.717,4.722
7.041,4.13,2.307,4.724
6.637,4.081,0.47,4.726
7.341,4.33,1.207,4.727
7.052,4.774,1.619,4.729
5.693,6.033,1.316,4.799
5.867,6.387,1.084,4.801
6.308,6.948,1.111,4.802
6.894,7.414,1.142,4.804
7.074,7.674,0.942,4.806
7.175,8.127,0.861,4.92
6.967,8.467,0.633,4.922
6.659,8.506,0.006,4.929
4.491,9.628,0.874,5.024
4.385,9.723,0.355,5.025
4.128,9.885,-0.217,5.027
3.953,9.902,-0.64,5.029
3.734,9.789,-1.098,5.03
3.56,9.806,-1.521,5.032
1.625,9.923,-3.841,5.123
1.494,9.95,-4.091,5.129
1.349,9.838,-4.348,5.131
1.155,9.795,-4.492,5.132
0.961,9.753,-4.636,5.134
0.869,9.528,-5.1,5.228
0.866,9.386,-5.1,5.229
0.771,9.389,-5.067,5.231
0.677,9.391,-5.033,5.233
0.699,9.32,-4.967,5.234
0.695,9.178,-4.967,5.325
0.601,9.18,-4.933,5.331
0.46,9.184,-5.033,5.332
0.413,9.185,-5.167,5.343
0.529,9.111,-5.133,5.344
0.431,8.972,-5.1,5.422
