orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.088,1.0,0.0,0.1,-0.1
0.105,1.0,0.0,0.1,-0.1
0.336,1.0,0.0,0.1,-0.1
0.404,1.0,0.0,0.1,-0.1
0.481,1.0,0.0,0.1,-0.1
0.6,1.0,-0.1,0.1,-0.1
0.743,1.0,-0.1,0.2,-0.0
0.807,1.0,-0.2,0.2,0.0
0.907,0.9,-0.2,0.3,0.1
1.02,0.9,-0.3,0.4,0.1
1.131,0.8,-0.3,0.4,0.2
1.208,0.7,-0.4,0.5,0.3
1.309,0.6,-0.4,0.5,0.4
1.404,0.6,-0.4,0.5,0.4
1.527,0.6,-0.4,0.5,0.4
1.603,0.6,-0.4,0.5,0.4
1.713,0.6,-0.5,0.5,0.4
1.803,0.6,-0.5,0.5,0.4
1.927,0.6,-0.5,0.5,0.4
2.03,0.7,-0.5,0.4,0.4
2.109,0.7,-0.5,0.4,0.4
2.222,0.7,-0.5,0.4,0.4
2.328,0.7,-0.4,0.4,0.3
2.412,0.8,-0.4,0.4,0.3
2.505,0.8,-0.4,0.3,0.2
2.637,0.8,-0.4,0.3,0.2
2.711,0.8,-0.4,0.3,0.2
2.803,0.8,-0.4,0.4,0.2
2.915,0.8,-0.4,0.4,0.3
3.052,0.7,-0.4,0.4,0.4
3.111,0.6,-0.5,0.4,0.4
3.206,0.6,-0.5,0.5,0.5
3.307,0.5,-0.5,0.5,0.5
3.431,0.5,-0.5,0.5,0.5
3.51,0.5,-0.5,0.5,0.5
3.611,0.6,-0.5,0.5,0.4
3.715,0.7,-0.5,0.4,0.4
3.833,0.8,-0.5,0.3,0.3
3.919,0.8,-0.5,0.3,0.3
4.035,0.8,-0.4,0.3,0.3
4.113,0.7,-0.4,0.4,0.3
4.307,0.7,-0.4,0.5,0.4
4.345,0.6,-0.4,0.5,0.4
4.402,0.6,-0.4,0.5,0.5
4.523,0.5,-0.4,0.6,0.4
4.628,0.6,-0.4,0.6,0.4
4.716,0.6,-0.4,0.6,0.3
4.812,0.8,-0.3,0.5,0.3
4.938,0.9,-0.2,0.4,0.2
5.011,0.9,-0.2,0.4,0.2
5.109,0.8,-0.4,0.3,0.4
5.213,0.8,-0.4,0.4,0.4
5.335,0.8,-0.4,0.3,0.4
5.411,0.7,-0.3,0.5,0.5
5.53,0.5,-0.3,0.6,0.5
5.617,0.4,-0.3,0.7,0.5
5.743,0.4,-0.2,0.7,0.5
5.833,0.7,-0.2,0.5,0.5
5.914,0.8,-0.1,0.4,0.4
6.019,0.9,-0.0,0.2,0.2
6.147,1.0,-0.0,0.1,0.0
6.219,1.0,-0.1,0.1,-0.0
6.313,1.0,-0.2,-0.0,-0.0
6.412,1.0,-0.2,-0.0,-0.0
6.544,1.0,-0.2,-0.0,-0.0
6.618,1.0,-0.2,-0.0,-0.0
6.714,1.0,-0.2,-0.0,-0.0
6.82,1.0,-0.2,-0.0,-0.0
6.956,1.0,-0.2,-0.0,-0.0
7.011,1.0,-0.2,-0.0,-0.0
7.134,1.0,-0.2,-0.0,-0.0
7.23,1.0,-0.2,-0.0,-0.0
7.331,1.0,-0.2,-0.0,-0.0
7.433,1.0,-0.2,-0.0,-0.0
7.519,1.0,-0.2,-0.0,-0.0
7.643,1.0,-0.2,-0.0,-0.0
7.724,1.0,-0.2,-0.0,-0.0
7.819,1.0,-0.2,-0.0,-0.0
7.931,1.0,-0.2,-0.0,-0.0
8.047,1.0,-0.2,-0.0,-0.0
8.12,1.0,-0.2,-0.0,-0.0
8.244,1.0,-0.2,-0.0,-0.0
8.322,1.0,-0.2,-0.0,-0.0
8.437,1.0,-0.2,-0.0,-0.0
8.602,1.0,-0.2,-0.0,-0.0
8.702,1.0,-0.2,-0.0,-0.0
8.829,1.0,-0.2,-0.0,-0.0
8.921,1.0,-0.2,-0.0,-0.0
9.002,1.0,-0.2,-0.0,-0.0
9.097,1.0,-0.2,-0.0,-0.0
9.228,1.0,-0.2,-0.0,-0.0
9.302,1.0,-0.2,-0.0,-0.0
9.401,1.0,-0.2,-0.0,-0.0
9.503,1.0,-0.2,-0.0,-0.0
9.628,1.0,-0.2,-0.0,-0.0
9.701,1.0,-0.2,-0.0,-0.0
9.803,1.0,-0.2,-0.0,-0.0
9.928,1.0,-0.2,-0.0,-0.0
10.004,1.0,-0.2,-0.0,-0.0
10.106,1.0,-0.2,-0.0,-0.0
10.202,1.0,-0.2,-0.0,-0.0
10.327,1.0,-0.2,-0.0,-0.0
10.41,1.0,-0.2,-0.0,-0.0
10.506,1.0,-0.2,-0.0,-0.0
10.604,1.0,-0.2,-0.0,-0.0
10.728,1.0,-0.2,-0.0,-0.0
10.81,1.0,-0.2,-0.0,-0.0
10.9,1.0,-0.2,-0.0,-0.0
11.016,1.0,-0.2,-0.0,-0.0
11.131,1.0,-0.2,-0.0,-0.0
11.208,1.0,-0.2,-0.0,-0.0
11.308,1.0,-0.2,-0.0,-0.0
11.403,1.0,-0.2,-0.0,-0.0
11.529,1.0,-0.2,-0.0,-0.0
11.607,1.0,-0.2,-0.0,-0.0
11.707,1.0,-0.2,-0.0,-0.0
11.803,1.0,-0.2,-0.0,-0.0
11.929,1.0,-0.1,0.0,-0.0
12.033,1.0,-0.1,0.0,-0.0
12.11,1.0,-0.1,0.1,0.0
12.228,1.0,-0.2,0.1,0.0
12.341,1.0,-0.2,0.1,0.0
12.408,1.0,-0.2,0.0,0.0
12.514,1.0,-0.2,0.0,0.0
12.647,1.0,-0.2,-0.0,0.0
12.712,1.0,-0.2,-0.0,0.0
12.808,1.0,-0.2,-0.1,0.0
12.874,1.0,-0.2,-0.1,0.1
13.019,1.0,-0.2,-0.1,0.0
13.115,1.0,-0.2,-0.1,0.0
13.219,1.0,-0.2,-0.1,0.0
13.314,1.0,-0.2,-0.1,0.0
13.437,1.0,-0.2,-0.1,0.0
13.51,1.0,-0.2,-0.1,0.0
13.605,1.0,-0.2,-0.1,0.0
13.715,1.0,-0.2,-0.1,0.0
13.846,1.0,-0.2,-0.1,0.0
