accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,2.3,1.6,9.5
0.002,-0.4,0.2,9.3
0.003,1.0,0.9,10.2
0.005,-0.0,1.4,10.0
0.106,0.4,1.0,9.5
0.108,0.7,0.8,9.7
0.109,0.9,0.8,9.9
0.111,0.7,0.8,9.8
0.202,0.7,1.0,9.7
0.204,0.7,1.0,9.8
0.205,0.8,0.9,9.8
0.207,0.7,0.9,9.7
0.302,0.6,1.0,9.6
0.304,0.6,1.0,9.5
0.306,0.6,1.0,9.4
0.307,0.6,1.1,9.1
0.448,0.2,1.0,8.4
0.45,0.2,1.1,8.1
0.452,0.3,1.3,7.5
0.454,0.4,1.3,6.8
0.547,0.8,1.0,5.5
0.549,0.8,0.5,5.1
0.55,0.2,-0.4,5.3
0.552,-0.9,-2.3,5.9
0.602,-3.0,-3.1,6.6
0.604,-4.7,-3.7,6.7
0.605,-6.1,-1.9,6.7
0.607,-6.7,1.4,7.1
0.702,-7.6,3.7,7.2
0.704,-8.5,2.8,6.3
0.706,-8.7,1.2,6.3
0.717,-9.5,-0.3,5.4
0.808,-10.2,-0.6,4.4
0.81,-10.4,-1.0,4.8
0.811,-11.7,-1.4,4.0
0.813,-11.8,-1.4,3.7
0.914,-12.7,-2.5,2.7
0.917,-13.2,-2.6,3.4
0.919,-13.6,-2.3,3.1
0.921,-13.2,-1.8,2.8
1.002,-12.6,-1.1,1.9
1.004,-12.0,-0.9,1.6
1.005,-11.4,-0.9,1.5
1.008,-11.0,-1.0,1.4
1.106,-10.4,-1.2,1.3
1.108,-10.2,-1.1,1.4
1.119,-10.1,-1.3,1.4
1.121,-10.0,-1.8,1.3
1.202,-9.8,-2.0,1.6
1.207,-9.7,-2.4,1.4
1.208,-9.7,-2.7,1.2
1.21,-9.8,-3.0,0.9
1.329,-10.2,-3.2,0.6
1.331,-10.3,-3.0,0.6
1.332,-10.3,-2.7,0.5
1.334,-10.2,-2.2,0.6
1.407,-9.9,-1.9,0.5
1.408,-9.9,-1.9,0.3
1.41,-10.0,-1.8,0.2
1.411,-10.1,-1.9,0.2
1.508,-10.2,-2.1,0.4
1.52,-10.0,-2.0,0.6
1.529,-9.7,-2.0,0.5
1.532,-9.4,-1.8,0.4
1.601,-9.1,-1.6,0.1
1.603,-9.0,-1.6,0.1
1.604,-8.9,-1.7,0.2
1.703,-8.7,-1.9,0.3
1.713,-8.8,-2.3,0.2
1.715,-9.0,-2.4,0.1
1.716,-9.3,-2.4,0.1
1.8,-9.6,-2.3,0.1
1.803,-9.8,-1.9,-0.0
1.805,-9.9,-1.8,-0.1
1.807,-10.0,-1.8,-0.4
1.9,-10.8,-2.0,-0.4
1.913,-11.3,-2.5,0.1
1.916,-11.4,-2.8,0.1
1.918,-11.4,-2.9,-0.0
2.025,-10.9,-2.8,0.0
2.035,-9.2,-2.7,0.9
2.036,-8.5,-2.6,1.1
2.038,-8.1,-2.5,1.1
2.102,-8.1,-2.2,0.8
2.105,-9.3,-2.3,-0.4
2.111,-10.5,-2.0,0.1
2.113,-11.6,-2.0,0.9
2.114,-12.0,-1.8,2.3
2.229,-11.4,-1.8,3.5
2.23,-11.2,-2.1,4.0
2.232,-10.5,-2.8,4.3
2.315,-10.0,-4.0,3.3
2.34,-9.0,-5.4,2.8
2.342,-8.2,-6.2,1.9
2.344,-7.3,-6.7,0.6
2.346,-6.2,-7.9,-0.6
2.426,-5.0,-8.2,-2.8
2.428,-4.0,-8.5,-3.6
2.433,-4.0,-8.4,-4.3
2.526,-4.1,-7.8,-4.8
2.531,-3.6,-8.2,-5.6
2.539,-3.5,-8.5,-5.7
2.541,-4.0,-7.3,-5.5
2.542,-3.6,-5.6,-4.3
2.627,-3.2,-5.4,-3.6
2.63,-3.0,-5.4,-3.4
2.631,-3.6,-5.4,-4.2
2.641,-3.9,-6.3,-4.6
2.724,-4.6,-5.2,-4.6
2.726,-4.9,-6.4,-4.8
2.728,-4.5,-6.5,-4.6
2.729,-4.7,-6.9,-4.5
2.825,-6.2,-7.3,-6.7
2.832,-6.3,-6.2,-7.2
2.833,-5.7,-6.1,-5.7
2.901,-5.5,-5.1,-4.4
2.905,-4.9,-6.7,-7.3
2.906,-4.3,-6.9,-8.0
2.908,-3.7,-7.0,-8.3
2.91,-3.3,-8.2,-9.2
3.005,-10.5,-5.1,1.3
3.007,-3.1,-10.0,-5.4
3.019,-4.9,-6.7,-10.1
3.099,-3.1,-6.5,-9.2
3.102,-2.1,-7.4,-7.7
3.104,-2.2,-7.1,-7.0
3.2,-1.8,-5.7,-6.6
3.201,-2.6,-4.9,-5.7
3.205,-3.6,-7.1,-5.4
3.206,-4.1,-8.9,-6.4
3.325,-4.2,-13.1,-9.5
3.326,-3.9,-9.2,-7.5
3.335,-2.0,-6.9,-3.0
3.337,-2.7,-10.7,-3.1
3.402,-1.6,-6.1,-0.2
3.403,-2.6,-4.5,0.7
3.411,-1.9,-7.7,2.2
3.425,-2.2,-7.3,2.8
3.427,-2.6,-7.1,1.9
3.429,-2.6,-5.2,3.2
3.53,-2.6,-9.4,4.7
3.532,-1.7,-8.0,4.8
3.601,-3.4,-5.5,2.2
3.603,-3.3,-7.9,4.0
3.606,-1.7,-8.0,4.2
3.613,-1.6,-9.6,3.1
3.616,-1.6,-9.7,3.5
3.723,-3.1,-8.4,2.8
3.727,-2.8,-9.0,3.3
3.728,-3.8,-7.9,3.3
3.826,-3.3,-9.4,2.8
3.828,-3.3,-8.5,3.8
3.84,-4.4,-8.5,3.1
3.842,-3.8,-8.2,3.8
3.848,-4.4,-7.7,3.4
3.925,-4.6,-7.6,3.1
3.928,-3.3,-8.5,3.7
3.929,-3.7,-8.8,3.7
3.937,-3.6,-8.2,3.5
4.025,-3.7,-8.2,3.2
4.028,-3.3,-8.5,3.3
4.029,-3.8,-8.7,3.1
4.031,-3.3,-8.0,3.8
4.126,-3.6,-8.7,3.1
4.132,-3.7,-8.4,3.3
4.134,-3.7,-8.4,3.1
4.14,-3.5,-8.4,3.0
4.227,-3.9,-8.2,3.2
4.238,-3.2,-8.9,2.6
4.25,-3.0,-9.1,2.9
4.252,-2.9,-8.6,3.3
4.344,-2.8,-8.6,2.6
4.347,-2.8,-9.4,3.0
4.353,-2.4,-9.0,3.0
4.354,-2.6,-8.5,3.3
4.429,-2.6,-7.0,3.0
4.432,-3.0,-7.4,0.5
4.434,-2.8,-9.5,-1.2
4.436,-2.1,-12.3,-1.3
4.524,-1.7,-9.8,-0.5
4.527,-1.9,-7.5,-2.7
4.529,-1.5,-11.5,-2.0
4.534,-1.1,-11.1,-2.6
4.624,-1.1,-9.1,-3.3
